path,ko_current,ja_value,proposed_ko,source,ns
crm.aiHub.sms.tplBodyPh,"メッセージを作成。変数: #{名前}, #{注文番号}","メッセージを作成。変数: #{名前}, #{注文番号}","메시지를 작성하세요. 변수: #{이름}, #{주문번호}",b8_batch_04,crm
crm.aiHub.sms.tplVars,変数（カンマ区切り）,変数（カンマ区切り）,변수(쉼표 구분),b8_batch_05,crm
crm.aiHub.sms.tplEmpty,テンプレートがありません。新しいテンプレートを作成してください。,テンプレートがありません。新しいテンプレートを作成してください。,템플릿이 없습니다. 새 템플릿을 생성해주세요.,b8_batch_03,crm
crm.aiHub.sms.tplCat_transaction,トランザクション,トランザクション,트랜잭션,b8_batch_03,crm
crm.aiHub.sms.campNew,新規キャンペーン,新規キャンペーン,새 캠페인,b8_batch_05,crm
crm.aiHub.sms.campNamePh,例: 夏のプロモーション,例: 夏のプロモーション,예: 여름 프로모션,b8_batch_04,crm
crm.aiHub.sms.campTemplate,テンプレート選択,テンプレート選択,템플릿 선택,b8_batch_03,crm
crm.aiHub.sms.campSelectTpl,テンプレートを選択,テンプレートを選択,템플릿 선택,b8_batch_03,crm
crm.aiHub.sms.campSegmentPh,セグメントID,セグメントID,세그먼트 ID,b8_batch_03,crm
crm.aiHub.sms.campMessage,メッセージ（直接入力）,メッセージ（直接入力）,메시지 (직접 입력),b8_batch_04,crm
crm.aiHub.sms.campMsgPh,テンプレート未選択時に直接入力,テンプレート未選択時に直接入力,템플릿 미선택 시 직접 입력,b8_batch_03,crm
crm.aiHub.sms.campEmpty,キャンペーンがありません。新しいキャンペーンを作成してください。,キャンペーンがありません。新しいキャンペーンを作成してください。,캠페인이 없습니다. 새 캠페인을 생성해주세요.,b8_batch_02,crm
crm.aiHub.sms.campStatus_sent,送信済み,送信済み,발송 완료,b8_batch_05,crm
crm.aiHub.sms.guideCampaignsDesc,ターゲットキャンペーン管理,ターゲットキャンペーン管理,타겟 캠페인 관리,b8_batch_03,crm
crm.aiHub.sms.ihubLinked,チャネル連携済み,チャネル連携済み,채널 연동 완료,b8_batch_03,crm
crm.aiHub.sms.ihubAutoDetect,統合ハブから自動検出されたSMSチャネル：,統合ハブから自動検出されたSMSチャネル：,통합 허브에서 자동 감지된 SMS 채널:,b8_batch_05,crm
crm.aiHub.contentCal.subtitle,コンテンツスケジュール管理 · チーム協業 · マルチチャネル配信 · AI分析,コンテンツスケジュール管理 · チーム協業 · マルチチャネル配信 · AI分析,콘텐츠 스케줄 관리 · 팀 협업 · 멀티채널 배포 · AI 분석,b8_batch_02,crm
crm.aiHub.contentCal.st_review,レビュー中,レビュー中,검토 중,b8_batch_04,crm
crm.aiHub.contentCal.st_published,公開済み,公開済み,공개됨,b8_batch_04,crm
crm.aiHub.contentCal.noContent,登録されたコンテンツがありません。+ コンテンツ登録ボタンで開始してください。,登録されたコンテンツがありません。+ コンテンツ登録ボタンで開始してください。,등록된 콘텐츠가 없습니다. + 콘텐츠 등록 버튼으로 시작해주세요.,b8_batch_05,crm
crm.aiHub.contentCal.noEventsMonth,今月のコンテンツはありません。,今月のコンテンツはありません。,이번 달 콘텐츠가 없습니다.,b8_batch_04,crm
crm.aiHub.contentCal.noChannelData,接続されたチャネルデータがありません,接続されたチャネルデータがありません,연결된 채널 데이터가 없습니다,b8_batch_05,crm
crm.aiHub.contentCal.noChannelDataSub,統合ハブでAPIキーを登録すると、チャネル分析データが自動的に表示されます。,統合ハブでAPIキーを登録すると、チャネル分析データが自動的に表示されます。,통합 허브에서 API 키를 등록하면 채널 분석 데이터가 자동으로 표시됩니다.,b8_batch_05,crm
crm.aiHub.contentCal.guideCalDesc,月別コンテンツスケジュールを一目で確認,月別コンテンツスケジュールを一目で確認,월별 콘텐츠 일정을 한눈에 확인,b8_batch_05,crm
crm.aiHub.contentCal.guideListDesc,ステータス別フィルタリングと詳細情報確認,ステータス別フィルタリングと詳細情報確認,상태별 필터링 및 상세 정보 확인,b8_batch_02,crm
crm.aiHub.contentCal.guideAiDesc,チャネル別パフォーマンス分析とAIインサイト,チャネル別パフォーマンス分析とAIインサイト,채널별 성과 분석 및 AI 인사이트,b8_batch_03,crm
crm.aiHub.contentCal.guideGuideDesc,コンテンツ管理ワークフロー案内,コンテンツ管理ワークフロー案内,콘텐츠 관리 워크플로우 안내,b8_batch_02,crm
crm.aiHub.helpful,参考になった,参考になった,도움됨,b8_batch_04,crm
crm.aiHub.guideIdentDesc,マルチプラットフォーム統合·重複/なりすまし検出·認証管理,マルチプラットフォーム統合·重複/なりすまし検出·認証管理,멀티플랫폼 통합·중복/위장 감지·인증 관리,b8_batch_04,crm
crm.aiHub.guideContractDesc,固定費/成果報酬·権利範囲·電子署名·ホワイトリスト管理,固定費/成果報酬·権利範囲·電子署名·ホワイトリスト管理,고정비/성과 보수·권리 범위·전자 서명·화이트리스트 관리,b8_batch_04,crm
crm.aiHub.guideSettleDesc,契約ベース自動精算·過払い/未払い検出·税金自動控除,契約ベース自動精算·過払い/未払い検出·税金自動控除,계약 기반 자동 정산·초과 지급/미지급 감지·세금 자동 공제,b8_batch_05,crm
crm.aiHub.guideRoiDesc,クリエイター別ROI順位·高閲覧/低購入分析·コンテンツ再利用推薦,クリエイター別ROI順位·高閲覧/低購入分析·コンテンツ再利用推薦,크리에이터별 ROI 순위·고조회/저구매 분석·콘텐츠 재활용 추천,b8_batch_02,crm
crm.aiHub.guideUgcDesc,チャネル別レビュー感情分析·ネガティブキーワード追跡·自動CS通知,チャネル別レビュー感情分析·ネガティブキーワード追跡·自動CS通知,채널별 리뷰 감정 분석·부정 키워드 추적·자동 CS 알림,b8_batch_03,crm
crm.aiHub.guideAiDesc,AI総合スコア/グレード·コミッション最適化·契約更新勧告,AI総合スコア/グレード·コミッション最適化·契約更新勧告,AI 종합 점수/등급·커미션 최적화·계약 갱신 권고,b8_batch_01,crm
crm.aiHub.kpiPosRate,ポジティブ率,ポジティブ率,긍정 비율,b8_batch_03,crm
crm.aiHub.kpiAllReviewsSub,全チャネル合計,全チャネル合計,전체 채널 합계,b8_batch_04,crm
crm.aiHub.channelRatingTitle,チャネル別評価状況,チャネル別評価状況,채널별 평가 현황,b8_batch_03,crm
crm.aiHub.negKeywordAlert,ネガティブキーワード急増時Slack自動通知,ネガティブキーワード急増時Slack自動通知,부정 키워드 급증 시 Slack 자동 알림,b8_batch_03,crm
crm.aiHub.searchPh,レビュー検索...,レビュー検索...,리뷰 검색...,b8_batch_04,crm
crm.aiHub.noResults,検索結果なし,検索結果なし,검색 결과 없음,b8_batch_05,crm
crm.aiHub.aiEvalTitle,AIインフルエンサー総合評価,AIインフルエンサー総合評価,AI 인플루언서 종합 평가,b8_batch_01,crm
crm.aiHub.aiEvalSub,Claude Sonnet 3.5基盤·ROI·コンバージョン·エンゲージメント·コミッション・更新勧告,Claude Sonnet 3.5基盤·ROI·コンバージョン·エンゲージメント·コミッション・更新勧告,Claude Sonnet 3.5 기반·ROI·전환·참여도·커미션·갱신 권고,b8_batch_01,crm
crm.aiHub.aiDemoGraphics,地域·年齢·性別エンゲージメント分析,地域·年齢·性別エンゲージメント分析,지역·연령·성별 참여도 분석,b8_batch_04,crm
crm.aiHub.aiAnalyzing,Claude AIがクリエイターデータを分析中です...,Claude AIがクリエイターデータを分析中です...,Claude AI가 크리에이터 데이터를 분석 중입니다...,b8_batch_01,crm
crm.aiHub.aiAnalyzingSub,名クリエイター·ROI分析·コミッション最適化·更新検討,名クリエイター·ROI分析·コミッション最適化·更新検討,명 크리에이터·ROI 분석·커미션 최적화·갱신 검토,b8_batch_04,crm
crm.aiHub.aiTargetCreators,評価対象クリエイター,評価対象クリエイター,평가 대상 크리에이터,b8_batch_05,crm
crm.aiHub.aiStartMsg,上の「AI評価実行」ボタンをクリックして分析を開始してください。,上の「AI評価実行」ボタンをクリックして分析を開始してください。,상단의 'AI 평가 실행' 버튼을 클릭하여 분석을 시작해주세요.,b8_batch_04,crm
crm.aiHub.aiPortfolioSummary,ポートフォリオ総合分析,ポートフォリオ総合分析,포트폴리오 종합 분석,b8_batch_03,crm
crm.aiHub.aiCreatorRanking,クリエイターAI評価ランキング,クリエイターAI評価ランキング,크리에이터 AI 평가 랭킹,b8_batch_02,crm
crm.aiHub.aiRankingDesc,行をクリックして項目別スコア·コミッション推薦·契約更新勧告の詳細を確認,行をクリックして項目別スコア·コミッション推薦·契約更新勧告の詳細を確認,행을 클릭하면 항목별 점수·커미션 추천·계약 갱신 권고 상세를 확인할 수 있습니다,b8_batch_05,crm
crm.aiHub.aiScoreTitle,AIスコア,AIスコア,AI 점수,b8_batch_01,crm
crm.aiHub.aiRecCommission,推薦コミッション,推薦コミッション,추천 커미션,b8_batch_05,crm
crm.aiHub.aiEvalItemScores,項目別スコア,項目別スコア,항목별 점수,b8_batch_06,crm
crm.aiHub.aiCommissionRec,AI推薦コミッション,AI推薦コミッション,AI 추천 커미션,b8_batch_01,crm
crm.aiHub.aiPortfolioInsights,ポートフォリオ戦略インサイト,ポートフォリオ戦略インサイト,포트폴리오 전략 인사이트,b8_batch_03,crm
crm.aiHub.roiRanking,クリエイターROIランキング,クリエイターROIランキング,크리에이터 ROI 랭킹,b8_batch_02,crm
crm.aiHub.hvlsDesc,閲覧200K+·注文<50 — コンテンツ最適化またはLP改善必要,閲覧200K+·注文<50 — コンテンツ最適化またはLP改善必要,조회 200K+·주문 <50 — 콘텐츠 최적화 또는 랜딩페이지 개선 필요,b8_batch_06,crm
crm.aiHub.contentReuse,コンテンツ再利用推薦,コンテンツ再利用推薦,콘텐츠 재활용 추천,b8_batch_02,crm
crm.aiHub.contentReuseSub,エンゲージメント率5%+·注文50件+コンテンツ,エンゲージメント率5%+·注文50件+コンテンツ,참여율 5%+·주문 50건+ 콘텐츠,b8_batch_02,crm
crm.aiHub.settleNoDocs,書類なし,書類なし,서류 없음,b8_batch_05,crm
crm.aiHub.aiBreakdown,評価項目別スコア,評価項目別スコア,평가 항목별 점수,b8_batch_05,crm
crm.aiHub.aiRanking,AI評価ランキング,AI評価ランキング,AI 평가 랭킹,b8_batch_01,crm
crm.aiHub.aiRankingSub,行クリックで詳細表示,行クリックで詳細表示,행 클릭 시 상세 표시,b8_batch_05,crm
pages.marketing.sidebarAlertCount,🚨 {{n}}件アラート,🚨 {{n}}件アラート,🚨 알림 {{n}}건,b8_batch_08,pages
pages.marketing.sidebarCampaignActive,🟢 {{n}}キャンペーン実行中,🟢 {{n}}キャンペーン実行中,🟢 {{n}}개 캠페인 실행 중,b8_batch_10,pages
pages.graphScore.guideSummaryName,📊 サマリーダッシュボード,📊 サマリーダッシュボード,📊 요약 대시보드,b8_batch_08,pages
pages.graphScore.guideBrowserName,🔍 グラフブラウザ,🔍 グラフブラウザ,🔍 그래프 브라우저,b8_batch_08,pages
pages.graphScore.guideInfluencerName,🤝 インフルエンサースコア,🤝 インフルエンサースコア,🤝 인플루언서 점수,b8_batch_08,pages
pages.graphScore.guideSkuName,📦 SKUスコア,📦 SKUスコア,📦 SKU 점수,b8_batch_08,pages
pages.graphScore.guideCreativeName,🎬 クリエイティブスコア,🎬 クリエイティブスコア,🎬 크리에이티브 점수,b8_batch_08,pages
pages.reconciliation.tabUpload,📤 商品アップロード,📤 商品アップロード,📤 상품 업로드,b8_batch_08,pages
pages.reconciliation.uploadTitle,📤 商品一括アップロード,📤 商品一括アップロード,📤 상품 일괄 업로드,b8_batch_08,pages
pages.reconciliation.uploadDesc,CSVファイルをドロップしてチャネル間在庫を自動アップロードします。,CSVファイルをドロップしてチャネル間在庫を自動アップロードします。,CSV 파일을 드롭하여 채널 간 재고를 자동 업로드합니다.,b8_batch_06,pages
pages.writeback.cfgApprovalGateDesc,高リスク操作に承認必要,高リスク操作に承認必要,고위험 작업 승인 필요,b8_batch_08,pages
pages._marketing_1.generating,ルール生成中...,ルール生成中...,규칙 생성 중...,b8_batch_07,pages
pages.marketingIntel.influencer.attrData.guideMtaDesc,5モデル比較,5モデル比較,5개 모델 비교,b8_batch_06,pages
pages.marketingIntel.influencer.attrData.guideShapleyDesc,公平な貢献度,公平な貢献度,공정한 기여도,b8_batch_08,pages
pages.marketingIntel.influencer.title,インフルエンサー & UGCハブ,インフルエンサー & UGCハブ,인플루언서 & UGC 허브,b8_batch_07,pages
pages.marketingIntel.influencer.sub,インフルエンサー·UGCハブ,インフルエンサー·UGCハブ,인플루언서·UGC 허브,b8_batch_07,pages
pages.marketingIntel.influencer.subtitle,クリエイターID統合(複製/なりすまし)·モジュール式契約·自動精算·ROIランキング·コンテンツ再利用提案,クリエイターID統合(複製/なりすまし)·モジュール式契約·自動精算·ROIランキング·コンテンツ再利用提案,크리에이터 ID 통합(중복/사칭)·모듈형 계약·자동 정산·ROI 랭킹·콘텐츠 재활용 제안,b8_batch_07,pages
pages.marketingIntel.influencer.tab_identity,🧑 クリエイター統合,🧑 クリエイター統合,🧑 크리에이터 통합,b8_batch_08,pages
pages.marketingIntel.influencer.desc_identity,ID統合·重複·チャネル検出,ID統合·重複·チャネル検出,ID 통합·중복·채널 감지,b8_batch_06,pages
pages.marketingIntel.influencer.tab_contract,📝 契約 & ホワイトリスト,📝 契約 & ホワイトリスト,📝 계약 & 화이트리스트,b8_batch_08,pages
pages.marketingIntel.influencer.desc_settle,支払い·監査·過払い検出,支払い·監査·過払い検出,지급·감사·초과 지급 감지,b8_batch_08,pages
pages.marketingIntel.influencer.tab_roi,🏆 ROIランキング,🏆 ROIランキング,🏆 ROI 랭킹,b8_batch_08,pages
pages.marketingIntel.influencer.desc_roi,アトリビューション·高閲覧/低購入,アトリビューション·高閲覧/低購入,어트리뷰션·고조회/저구매,b8_batch_07,pages
pages.marketingIntel.influencer.tab_ugc,⭐ UGCレビュー,⭐ UGCレビュー,⭐ UGC 리뷰,b8_batch_07,pages
pages.marketingIntel.influencer.desc_ugc,レビュー·感情分析·異常検出,レビュー·感情分析·異常検出,리뷰·감성 분석·이상 감지,b8_batch_07,pages
pages.marketingIntel.influencer.desc_ai_eval,スコア·コミッション推薦·更新勧告,スコア·コミッション推薦·更新勧告,점수·커미션 추천·갱신 권고,b8_batch_07,pages
pages.marketingIntel.influencer.dupAlert,⚠ 変形なりすまし検出 — ,⚠ 変形なりすまし検出 — ,⚠ 변형 사칭 감지 — ,b8_batch_07,pages
pages.marketingIntel.influencer.btnCollapse,▲ 閉じる,▲ 閉じる,▲ 닫기,b8_batch_07,pages
pages.marketingIntel.influencer.btnChannelDetails,▼ チャネル詳細,▼ チャネル詳細,▼ 채널 상세,b8_batch_07,pages
pages.marketingIntel.influencer.totalCreators,全クリエイター,全クリエイター,전체 크리에이터,b8_batch_08,pages
pages.marketingIntel.influencer.dupSuspected,重複疑い,重複疑い,중복 의심,b8_batch_08,pages
pages.marketingIntel.influencer.dupSub,複数アカウント検出,複数アカウント検出,복수 계정 감지,b8_batch_08,pages
pages.marketingIntel.influencer.unverifiedChannels,未認証チャネル,未認証チャネル,미인증 채널,b8_batch_08,pages
pages.marketingIntel.influencer.connectedPlatforms,接続済プラットフォーム,接続済プラットフォーム,연결된 플랫폼,b8_batch_08,pages
pages.marketingIntel.marketingIntel.unified.selectMarkets,🌍 ターゲット市場,🌍 ターゲット市場,🌍 타겟 시장,b8_batch_08,pages
pages.marketingIntel.marketingIntel.tabs.overviewDesc,主要指標を一目で確認,主要指標を一目で確認,주요 지표 한눈에 보기,b8_batch_08,pages
pages.marketingIntel.marketingIntel.tabs.marketingDesc,キャンペーンROI・成果分析,キャンペーンROI・成果分析,캠페인 ROI·성과 분석,b8_batch_07,pages
pages.marketingIntel.marketingIntel.tabs.channelDesc,チャネル別KPI監視,チャネル別KPI監視,채널별 KPI 모니터링,b8_batch_07,pages
pages.marketingIntel.marketingIntel.tabs.commerce,コマース・精算,コマース・精算,커머스·정산,b8_batch_07,pages
pages.marketingIntel.marketingIntel.tabs.commerceDesc,EC売上・精算状況,EC売上・精算状況,EC 매출·정산 현황,b8_batch_06,pages
pages.marketingIntel.marketingIntel.tabs.salesDesc,グローバル売上・地域分析,グローバル売上・地域分析,글로벌 매출·지역 분석,b8_batch_07,pages
pages.marketingIntel.marketingIntel.tabs.influencerDesc,インフルエンサー成果追跡,インフルエンサー成果追跡,인플루언서 성과 추적,b8_batch_07,pages
pages.marketingIntel.marketingIntel.tabs.systemDesc,システム・インフラ監視,システム・インフラ監視,시스템·인프라 모니터링,b8_batch_07,pages
pages.marketingIntel.marketingIntel.tabs.guideDesc,ダッシュボード使い方案内,ダッシュボード使い方案内,대시보드 사용법 안내,b8_batch_07,pages
pages.marketingIntel.marketingIntel.pricing.loadingText,料金情報を読み込み中...,料金情報を読み込み中...,요금 정보를 불러오는 중...,b8_batch_08,pages
pages.marketingIntel.marketingIntel.pricing.acctSelect,アカウント数選択,アカウント数選択,계정 수 선택,b8_batch_07,pages
pages.marketingIntel.marketingIntel.pricing.totalLabel,ヶ月合計 ,ヶ月合計 ,개월 합계 ,b8_batch_07,pages
pages.marketingIntel.marketingIntel.pricing.btnSubscribe,購読する,購読する,구독하기,b8_batch_08,pages
pages.marketingIntel.marketingIntel.pricing.btnViewLess,閉じる ▲,閉じる ▲,닫기 ▲,b8_batch_08,pages
pages.marketingIntel.marketingIntel.pricing.btnViewAll,全機能を見る ▼,全機能を見る ▼,전체 기능 보기 ▼,b8_batch_08,pages
pages.marketingIntel.marketingIntel.pricing.heroDesc,販売・広告・分析チャネルのAPIキーを登録し接続状態を管理します。,販売・広告・分析チャネルのAPIキーを登録し接続状態を管理します。,판매·광고·분석 채널의 API 키를 등록하고 연결 상태를 관리합니다.,b8_batch_08,pages
pages.marketingIntel.marketingIntel.pricing.heroSaving,年間決済で最大,年間決済で最大,연간 결제 시 최대,b8_batch_08,pages
pages.marketingIntel.marketingIntel.pricing.compareBtnHide,📊 比較を閉じる,📊 比較を閉じる,📊 비교 닫기,b8_batch_08,pages
pages.marketingIntel.marketingIntel.pricing.compareBtnShow,📊 プラン比較を見る,📊 プラン比較を見る,📊 플랜 비교 보기,b8_batch_08,pages
pages.marketingIntel.marketingIntel.pricing.compareTitle,プラン別機能比較,プラン別機能比較,플랜별 기능 비교,b8_batch_07,pages
pages.marketingIntel.marketingIntel.pricing.savingTitle,コスト削減効果,コスト削減効果,비용 절감 효과,b8_batch_07,pages
pages.marketingIntel.marketingIntel.pricing.savingDesc,個別ソリューション導入時の年間推定コスト ,個別ソリューション導入時の年間推定コスト ,개별 솔루션 도입 시 연간 예상 비용 ,b8_batch_08,pages
pages.marketingIntel.marketingIntel.pricing.savingDesc2,Geniego-ROIに統合すると ,Geniego-ROIに統合すると ,Geniego-ROI로 통합하면 ,b8_batch_06,pages
pages.marketingIntel.marketingIntel.pricing.faqTitle,よくある質問,よくある質問,자주 묻는 질문,b8_batch_07,pages
pages.marketingIntel.marketingIntel.pricing.faq1q,無料プランではどの機能が使えますか？,無料プランではどの機能が使えますか？,무료 플랜에서는 어떤 기능을 사용할 수 있나요?,b8_batch_08,pages
pages.marketingIntel.marketingIntel.pricing.faq1a,無料プランはKPIダッシュボード、FAQ、動画チュートリアルなどの基本機能を提供します。,無料プランはKPIダッシュボード、FAQ、動画チュートリアルなどの基本機能を提供します。,"무료 플랜은 KPI 대시보드, FAQ, 동영상 튜토리얼 등 기본 기능을 제공합니다.",b8_batch_08,pages
pages.marketingIntel.marketingIntel.pricing.faq2q,途中でプラン変更できますか？,途中でプラン変更できますか？,이용 중 플랜을 변경할 수 있나요?,b8_batch_08,pages
pages.marketingIntel.marketingIntel.pricing.faq2a,はい、いつでもアップグレードできます。差額は日割り計算されます。,はい、いつでもアップグレードできます。差額は日割り計算されます。,"네, 언제든지 업그레이드할 수 있습니다. 차액은 일할 계산됩니다.",b8_batch_07,pages
pages.marketingIntel.marketingIntel.pricing.faq3q,年間決済の割引率は？,年間決済の割引率は？,연간 결제 할인율은?,b8_batch_08,pages
pages.marketingIntel.marketingIntel.pricing.faq3a,年間決済で月間比最大30%割引。割引率はプランにより異なります。,年間決済で月間比最大30%割引。割引率はプランにより異なります。,연간 결제 시 월간 결제 대비 최대 30% 할인됩니다. 할인율은 플랜에 따라 달라집니다.,b8_batch_08,pages
pages.marketingIntel.marketingIntel.pricing.faq4q,Enterpriseの申し込み方法は？,Enterpriseの申し込み方法は？,Enterprise 신청 방법은?,b8_batch_06,pages
pages.marketingIntel.marketingIntel.pricing.faq4a,カスタム見積もりが必要です。contact@genie-roi.comへお問い合わせください。,カスタム見積もりが必要です。contact@genie-roi.comへお問い合わせください。,맞춤 견적이 필요합니다. contact@genie-roi.com으로 문의해주세요.,b8_batch_07,pages
pages.marketingIntel.marketingIntel.pricing.faq5q,対応決済方法は？,対応決済方法は？,지원 결제 수단은?,b8_batch_08,pages
pages.marketingIntel.marketingIntel.pricing.faq5a,Toss Paymentsによるクレジットカード決済に対応。Enterpriseは銀行振込も可能です。,Toss Paymentsによるクレジットカード決済に対応。Enterpriseは銀行振込も可能です。,Toss Payments를 통한 신용카드 결제를 지원합니다. Enterprise는 계좌 이체도 가능합니다.,b8_batch_07,pages
pages.marketingIntel.marketingIntel.pricing.faq6q,返金ポリシーは？,返金ポリシーは？,환불 정책은?,b8_batch_08,pages
pages.marketingIntel.marketingIntel.pricing.faq6a,購読開始後7日以内は全額返金。以降は残期間の部分返金が適用されます。,購読開始後7日以内は全額返金。以降は残期間の部分返金が適用されます。,"구독 시작 후 7일 이내에는 전액 환불되며, 이후에는 잔여 기간 기준 부분 환불이 적용됩니다.",b8_batch_08,pages
pages.marketingIntel.marketingIntel.pricing.termsNote,購読により利用規約に同意したものとみなされます。,購読により利用規約に同意したものとみなされます。,구독 시 이용약관에 동의한 것으로 간주됩니다.,b8_batch_08,pages
pages.marketingIntel.marketingIntel.pricing.pageSub,プランと料金管理,プランと料金管理,플랜 및 요금 관리,b8_batch_07,pages
pages.marketingIntel.attrData.title,マーケティングアトリビューション — リアルタイムMLエンジン v3.0,マーケティングアトリビューション — リアルタイムMLエンジン v3.0,마케팅 어트리뷰션 — 실시간 ML 엔진 v3.0,b8_batch_07,pages
pages.marketingIntel.attrData.subtitle,正確Shapley (2^n) · ベイジアンMMM · マルコフ連鎖 · インクリメンタルアップリフト · トンプソンA/B,正確Shapley (2^n) · ベイジアンMMM · マルコフ連鎖 · インクリメンタルアップリフト · トンプソンA/B,정밀 Shapley(2^n) · 베이지안 MMM · 마르코프 체인 · 인크리멘털 업리프트 · 톰슨 A/B,b8_batch_08,pages
pages.marketingIntel.attrData.badgeUplift,ダブルMLアップリフト,ダブルMLアップリフト,더블 ML 업리프트,b8_batch_07,pages
pages.marketingIntel.attrData.tabMtaLabel,マルチタッチMTA,マルチタッチMTA,멀티터치 MTA,b8_batch_07,pages
pages.marketingIntel.attrData.tabMarkovLabel,マルコフ+アップリフト,マルコフ+アップリフト,마르코프 + 업리프트,b8_batch_07,pages
pages.marketingIntel.attrData.tabMarkovDesc,除去効果+ダブルML,除去効果+ダブルML,제거 효과 + 더블 ML,b8_batch_08,pages
pages.marketingIntel.attrData.tabAbLabel,ベイジアンA/B,ベイジアンA/B,베이지안 A/B,b8_batch_07,pages
pages.marketingIntel.attrData.tabAbDesc,トンプソンサンプリング,トンプソンサンプリング,톰슨 샘플링,b8_batch_07,pages
pages.marketingIntel.attrData.tabCohortDesc,週次リテンション,週次リテンション,주별 리텐션,b8_batch_08,pages
pages.marketingIntel.attrData.tabLtvDesc,チャネル効率,チャネル効率,채널 효율,b8_batch_07,pages
pages.marketingIntel.attrData.tabAnomalyDesc,Zスコア監視,Zスコア監視,Z 점수 모니터링,b8_batch_07,pages
pages.marketingIntel.attrData.tabCompareLabel,モデル比較,モデル比較,모델 비교,b8_batch_07,pages
pages.marketingIntel.attrData.explainShapley,ゲーム理論に基づく公正なチャネル貢献度を算出。すべてのチャネル組合せ(2^n)を精密計算。,ゲーム理論に基づく公正なチャネル貢献度を算出。すべてのチャネル組合せ(2^n)を精密計算。,게임 이론에 기반한 공정한 채널 기여도를 산출합니다. 모든 채널 조합(2^n)을 정밀 계산합니다.,b8_batch_07,pages
pages.marketingIntel.attrData.explainMmm,52週の時系列データで広告支出と売上の因果関係をベイジアン回帰で分析。,52週の時系列データで広告支出と売上の因果関係をベイジアン回帰で分析。,52주 시계열 데이터로 광고 지출과 매출의 인과 관계를 베이지안 회귀로 분석합니다.,b8_batch_06,pages
pages.marketingIntel.attrData.explainMarkov,マルコフ連鎖によるチャネル除去効果とダブルMLによる純増分効果を分析。,マルコフ連鎖によるチャネル除去効果とダブルMLによる純増分効果を分析。,마르코프 체인을 통한 채널 제거 효과와 더블 ML을 통한 순증분 효과를 분석합니다.,b8_batch_07,pages
pages.marketingIntel.attrData.explainAb,"トンプソンサンプリング(5,000回)でベータ二項分布ベースのA/Bテスト勝者を判定。","トンプソンサンプリング(5,000回)でベータ二項分布ベースのA/Bテスト勝者を判定。","톰슨 샘플링(5,000회)으로 베타 이항 분포 기반 A/B 테스트 승자를 판정합니다.",b8_batch_07,pages
pages.marketingIntel.attrData.noTimeSeriesData,連携チャネルから時系列データが収集されると自動的に分析が開始されます。連携ハブでチャネルを接続してください。,連携チャネルから時系列データが収集されると自動的に分析が開始されます。連携ハブでチャネルを接続してください。,연동 채널에서 시계열 데이터가 수집되면 자동으로 분석이 시작됩니다. 연동 허브에서 채널을 연결해주세요.,b8_batch_08,pages
pages.marketingIntel.attrData.noJourneyData,カスタマージャーニーデータが連携されると自動的に分析が開始されます。,カスタマージャーニーデータが連携されると自動的に分析が開始されます。,고객 여정 데이터가 연동되면 자동으로 분석이 시작됩니다.,b8_batch_07,pages
pages.marketingIntel.attrData.noAbData,進行中のA/Bテストデータがありません。キャンペーンマネージャーからA/Bテストを作成してください。,進行中のA/Bテストデータがありません。キャンペーンマネージャーからA/Bテストを作成してください。,진행 중인 A/B 테스트 데이터가 없습니다. 캠페인 매니저에서 A/B 테스트를 생성해주세요.,b8_batch_08,pages
pages.marketingIntel.attrData.shapleyInProgress,2^n精密Shapley貢献度を計算中…,2^n精密Shapley貢献度を計算中…,2^n 정밀 Shapley 기여도 계산 중…,b8_batch_06,pages
pages.marketingIntel.attrData.shapleyTitle,🎯 チャネル別Exact Shapley貢献度,🎯 チャネル別Exact Shapley貢献度,🎯 채널별 Exact Shapley 기여도,b8_batch_08,pages
pages.marketingIntel.attrData.negativeCount,マイナス貢献,マイナス貢献,마이너스 기여,b8_batch_07,pages
pages.marketingIntel.attrData.channelSynergy,⚡ チャネルシナジー,⚡ チャネルシナジー,⚡ 채널 시너지,b8_batch_07,pages
pages.marketingIntel.attrData.shapleyBudgetRec,💡 Shapleyベース予算推奨,💡 Shapleyベース予算推奨,💡 Shapley 기반 예산 추천,b8_batch_08,pages
pages.marketingIntel.attrData.mmmTitle,📈 ベイジアンMMM — チャネル貢献度 (52週),📈 ベイジアンMMM — チャネル貢献度 (52週),📈 베이지안 MMM — 채널 기여도(52주),b8_batch_08,pages
pages.marketingIntel.attrData.budgetAdjust,予算配分スライダー,予算配分スライダー,예산 배분 슬라이더,b8_batch_08,pages
pages.marketingIntel.attrData.mmmSim,📈 MMMシミュレーション結果,📈 MMMシミュレーション結果,📈 MMM 시뮬레이션 결과,b8_batch_08,pages
pages.marketingIntel.attrData.expectedBlendRoas,予想ブレンドROAS,予想ブレンドROAS,예상 블렌디드 ROAS,b8_batch_08,pages
pages.marketingIntel.attrData.markovInProgress,マルコフ連鎖+ダブルML増分分析計算中…,マルコフ連鎖+ダブルML増分分析計算中…,마르코프 체인 + 더블 ML 증분 분석 계산 중…,b8_batch_07,pages
pages.marketingIntel.attrData.markovTitle,🔗 マルコフ連鎖 — 除去効果,🔗 マルコフ連鎖 — 除去効果,🔗 마르코프 체인 — 제거 효과,b8_batch_08,pages
