path,ko_current,ja_value,proposed_ko,source,ns
pages.marketingIntel.guideRoiName,ROIランキング,ROIランキング,ROI 랭킹,top500,pages
pages.marketingIntel.guideUgcName,UGCレビュー,UGCレビュー,UGC 리뷰,top500,pages
pages.marketingIntel.account,アカウント,アカウント,계정,auto,pages
pages.marketingIntel.conversionFunnel,コンバージョンファネル,コンバージョンファネル,전환 퍼널,top500,pages
pages.marketingIntel.funnelCarts,カート,カート,장바구니,top500,pages
pages.marketingIntel.channel,チャネル,チャネル,채널,auto,pages
pages.marketingIntel.platformFee,プラットフォーム手数料,プラットフォーム手数料,플랫폼 수수료,auto,pages
pages.marketingIntel.deductPlatformFee,プラットフォーム手数料,プラットフォーム手数料,플랫폼 수수료,auto,pages
pages.marketingIntel.collapse,閉じる,閉じる,닫기,auto,pages
pages.marketingIntel.content,コンテンツ,コンテンツ,콘텐츠,auto,pages
pages.marketingIntel.cancel,キャンセル,キャンセル,취소,auto,pages
pages.marketingIntel.skuAvgMarginRate,平均マージン率,平均マージン率,평균 마진율,top500,pages
pages.marketingIntel.skuMargin,マージン,マージン,마진,auto,pages
pages.marketingIntel.skuMarginRate,マージン率,マージン率,마진율,auto,pages
pages.marketingIntel.noData,データがありません。,データがありません。,데이터가 없습니다.,auto,pages
pages.marketingIntel.cohortTitle,コホート分析,コホート分析,코호트 분석,top500,pages
pages.marketingIntel.esgTitle,ESGレポート,ESGレポート,ESG 리포트,top500,pages
pages.marketingIntel.securityAlert,セキュリティ脅威検知,セキュリティ脅威検知,보안 위협 감지,auto,pages
pages.marketingIntel.securityDesc,悪意のある入力が検知されブロックされました。,悪意のある入力が検知されブロックされました。,악성 입력이 감지되어 차단되었습니다.,top500,pages
pages.marketingIntel.realtimeSync,リアルタイム同期,リアルタイム同期,실시간 동기화,auto,pages
pages.marketingIntel.securityNormal,セキュリティ正常,セキュリティ正常,보안 정상,top500,pages
pages.marketingIntel.guideStep9Title,ESGレポート,ESGレポート,ESG 리포트,top500,pages
pages.marketingIntel.guideStep10Title,セキュリティ監視,セキュリティ監視,보안 모니터링,top500,pages
pages.marketingIntel.colChannel,チャネル,チャネル,채널,auto,pages
pages.marketingIntel.dashGuide.title,ダッシュボード利用ガイド,ダッシュボード利用ガイド,대시보드 사용 가이드,top500,pages
pages.marketingIntel.dashGuide.step6Title,セキュリティ監視,セキュリティ監視,보안 모니터링,top500,pages
pages.marketingIntel.onboarding.guideSecCommerce,マルチチャネル、注文、WMS、決済、アラート。,マルチチャネル、注文、WMS、決済、アラート。,멀티채널·주문·WMS·결제·알림.,top500,pages
pages.marketingIntel.onboarding.guideSecFinance,P&L、収益性、照合、ESG、レポート。,P&L、収益性、照合、ESG、レポート。,P&L·수익성·정산·ESG·리포트.,top500,pages
pages.marketingIntel.onboarding.guideSecOps,3PL、サプライチェーン、返品、アジア、アラート。,3PL、サプライチェーン、返品、アジア、アラート。,3PL·공급망·반품·아시아·알림.,top500,pages
pages.marketingIntel.onboarding.guideSecDev,APIキー、コネクタ、スキーマ、監視、AI。,APIキー、コネクタ、スキーマ、監視、AI。,API 키·커넥터·스키마·모니터링·AI.,top500,pages
pages.marketingIntel.onboarding.viewGuide,利用ガイド,利用ガイド,이용 가이드,auto,pages
pages.marketingIntel.onboarding.backToRoles,役割選択に戻る,役割選択に戻る,역할 선택으로 돌아가기,top500,pages
pages.marketingIntel.onboarding.export,エクスポート,エクスポート,내보내기,auto,pages
pages.marketingIntel.onboarding.channelsLinked,チャネル連携,チャネル連携,채널 연동,top500,pages
pages.marketingIntel.onboarding.welcomeTitle,Geniego-ROIへようこそ！,Geniego-ROIへようこそ！,Geniego-ROI에 오신 것을 환영합니다!,top500,pages
pages.marketingIntel.onboarding.welcomeDesc,役割を選択すると、30分以内に最初のインサイトを得るためのカスタマイズされた5ステップパスをご案内します。,役割を選択すると、30分以内に最初のインサイトを得るためのカスタマイズされた5ステップパスをご案内します。,역할을 선택하면 30분 이내에 첫 인사이트를 얻을 수 있도록 맞춤형 5단계 경로를 안내합니다.,top500,pages
pages.marketingIntel.onboarding.estimatedTime,予想所要: 役割あたり30分以内,予想所要: 役割あたり30分以内,예상 소요: 역할당 30분 이내,top500,pages
pages.marketingIntel.onboarding.selectRole,役割を選択してください,役割を選択してください,역할을 선택해주세요,top500,pages
pages.marketingIntel.onboarding.btnStart,開始する,開始する,시작하기,top500,pages
pages.marketingIntel.onboarding.btnNext,次へ,次へ,다음,auto,pages
pages.marketingIntel.onboarding.markComplete,完了マーク,完了マーク,완료 표시,top500,pages
pages.marketingIntel.onboarding.exclusiveGuide,専用スタートガイド,専用スタートガイド,전용 시작 가이드,top500,pages
pages.marketingIntel.onboarding.fiveStepPath,5ステップカスタムパス,5ステップカスタムパス,5단계 맞춤 경로,top500,pages
pages.marketingIntel.onboarding.expectedEffect,このステップ完了時の予想効果,このステップ完了時の予想効果,이 단계 완료 시 예상 효과,top500,pages
pages.marketingIntel.onboarding.allComplete,全5ステップ完了！,全5ステップ完了！,전체 5단계 완료!,top500,pages
pages.marketingIntel.onboarding.completionMsg,オンボーディング完了。Geniego-ROIでROIを最大化しましょう。,オンボーディング完了。Geniego-ROIでROIを最大化しましょう。,온보딩이 완료되었습니다. Geniego-ROI로 ROI를 극대화해보세요.,top500,pages
pages.marketingIntel.onboarding.goToDashboard,ダッシュボードへ,ダッシュボードへ,대시보드로 이동,top500,pages
pages.marketingIntel.onboarding.exploreOtherRoles,他の役割を探索,他の役割を探索,다른 역할 탐색,top500,pages
pages.marketingIntel.onboarding.roleStarted,オンボーディング開始,オンボーディング開始,온보딩 시작,top500,pages
pages.marketingIntel.onboarding.stepCompleted,ステップ完了,ステップ完了,단계 완료,top500,pages
pages.marketingIntel.onboarding.crossTabSync,別タブからスキーマ同期,別タブからスキーマ同期,다른 탭에서 스키마 동기화,auto,pages
pages.marketingIntel.onboarding.pageTitle,🔌 連携ハブ,🔌 連携ハブ,🔌 연동 허브,auto,pages
pages.marketingIntel.onboarding.pageSub,コネクタ＆統合管理,コネクタ＆統合管理,커넥터 & 통합 관리,auto,pages
pages.marketingIntel.onboarding.roleMarketer,マーケター,マーケター,마케터,top500,pages
pages.marketingIntel.onboarding.roleMarketerDesc,広告パフォーマンス分析、AIキャンペーン自動化、CRMセグメント,広告パフォーマンス分析、AIキャンペーン自動化、CRMセグメント,광고 퍼포먼스 분석·AI 캠페인 자동화·CRM 세그먼트,top500,pages
pages.marketingIntel.onboarding.roleCommerce,コマースオーナー,コマースオーナー,커머스 운영자,top500,pages
pages.marketingIntel.onboarding.roleCommerceDesc,マルチチャネル注文・在庫・WMS・返品統合管理,マルチチャネル注文・在庫・WMS・返品統合管理,멀티채널 주문·재고·WMS·반품 통합 관리,top500,pages
pages.marketingIntel.onboarding.roleFinance,財務・経営者,財務・経営者,재무·경영진,top500,pages
pages.marketingIntel.onboarding.roleFinanceDesc,P&L分析、チャネル別収益性、ESG・レポート自動化,P&L分析、チャネル別収益性、ESG・レポート自動化,P&L 분석·채널별 수익성·ESG·리포트 자동화,top500,pages
pages.marketingIntel.onboarding.roleOpsDesc,3PL・物流・サプライチェーン・返品統合運営,3PL・物流・サプライチェーン・返品統合運営,3PL·물류·공급망·반품 통합 운영,top500,pages
pages.marketingIntel.onboarding.roleDevDesc,API連携、システム監視、データスキーマ,API連携、システム監視、データスキーマ,API 연동·시스템 모니터링·데이터 스키마,top500,pages
pages.marketingIntel.onboarding.tagSupplyChain,サプライチェーン,サプライチェーン,공급망,top500,pages
pages.marketingIntel.onboarding.tagMonitoring,システム監視,システム監視,시스템 모니터링,auto,pages
pages.marketingIntel.onboarding.tagData,データ,データ,데이터,top500,pages
pages.marketingIntel.onboarding.stepAdsIntegration,広告チャネル連携,広告チャネル連携,광고 채널 연동,top500,pages
pages.marketingIntel.onboarding.stepAdsIntegrationDesc,Meta・Google・TikTok・Naver・KakaoのAPIキー入力だけで広告データが自動収集されます。,Meta・Google・TikTok・Naver・KakaoのAPIキー入力だけで広告データが自動収集されます。,Meta·Google·TikTok·Naver·Kakao API 키 입력만으로 광고 데이터가 자동 수집됩니다.,top500,pages
pages.marketingIntel.onboarding.kpiAdsIntegration,平均30分以内に初回データ収集,平均30分以内に初回データ収集,평균 30분 이내 최초 데이터 수집,top500,pages
pages.marketingIntel.onboarding.stepAttribution,アトリビューション分析,アトリビューション分析,어트리뷰션 분석,top500,pages
pages.marketingIntel.onboarding.stepAttributionDesc,Shapley Valueベースでどのチャネルが実際の売上に貢献したかを公正に測定します。,Shapley Valueベースでどのチャネルが実際の売上に貢献したかを公正に測定します。,Shapley Value 기반으로 어떤 채널이 실제 매출에 기여했는지 공정하게 측정합니다.,top500,pages
pages.marketingIntel.onboarding.kpiAttribution,チャネル無駄予算平均23%削減,チャネル無駄予算平均23%削減,채널 낭비 예산 평균 23% 절감,top500,pages
pages.marketingIntel.onboarding.stepAIMarketing,AIマーケティング自動化,AIマーケティング自動化,AI 마케팅 자동화,auto,pages
pages.marketingIntel.onboarding.stepAIMarketingDesc,AIが顧客セグメントを自動生成し、最適な送信時間にEmail・Kakao・SMSを自動配信します。,AIが顧客セグメントを自動生成し、最適な送信時間にEmail・Kakao・SMSを自動配信します。,AI가 고객 세그먼트를 자동 생성하고 최적의 발송 시간에 Email·Kakao·SMS를 자동 발송합니다.,top500,pages
pages.marketingIntel.onboarding.stepCRM,CRMセグメント設定,CRMセグメント設定,CRM 세그먼트 설정,top500,pages
pages.marketingIntel.onboarding.stepCRMDesc,VIP・離脱リスク・再購入可能な顧客をAIが自動分類します。,VIP・離脱リスク・再購入可能な顧客をAIが自動分類します。,AI가 VIP·이탈 위험·재구매 가능 고객을 자동 분류합니다.,top500,pages
pages.marketingIntel.onboarding.stepABTest,A/Bテスト実行,A/Bテスト実行,A/B 테스트 실행,top500,pages
pages.marketingIntel.onboarding.stepABTestDesc,ベイズ最適化で勝者バリアントを統計的に95%信頼度で自動確定します。,ベイズ最適化で勝者バリアントを統計的に95%信頼度で自動確定します。,베이즈 최적화로 우승 변형을 통계적 95% 신뢰도로 자동 확정합니다.,top500,pages
pages.marketingIntel.onboarding.kpiABTest,コンバージョン率平均+18%向上,コンバージョン率平均+18%向上,평균 전환율 +18% 향상,top500,pages
pages.marketingIntel.onboarding.stepChannelConnect,販売チャネル連携,販売チャネル連携,판매 채널 연동,top500,pages
pages.marketingIntel.onboarding.stepChannelConnectDesc,Shopify・Coupang・Naver・Amazon APIを接続すると商品・在庫・注文がリアルタイム同期されます。,Shopify・Coupang・Naver・Amazon APIを接続すると商品・在庫・注文がリアルタイム同期されます。,Shopify·Coupang·Naver·Amazon API를 연결하면 상품·재고·주문 데이터가 실시간으로 동기화됩니다.,top500,pages
pages.marketingIntel.onboarding.stepOrderHub,注文ハブ設定,注文ハブ設定,주문 허브 설정,top500,pages
pages.marketingIntel.onboarding.stepOrderHubDesc,全チャネル注文を一カ所で処理し、配送会社自動割当ルールを設定します。,全チャネル注文を一カ所で処理し、配送会社自動割当ルールを設定します。,전체 채널 주문을 한곳에서 처리하고 배송사 자동 할당 규칙을 설정합니다.,top500,pages
pages.marketingIntel.onboarding.stepWMSDesc,入庫・ピッキング・出庫・棚卸をバーコードスキャンベースで自動化します。,入庫・ピッキング・出庫・棚卸をバーコードスキャンベースで自動化します。,입고·피킹·출고·재고 조사를 바코드 스캔 기반으로 자동화합니다.,top500,pages
pages.marketingIntel.onboarding.kpiWMS,ピッキングエラー率0.08%以下,ピッキングエラー率0.08%以下,피킹 오류율 0.08% 이하,top500,pages
pages.marketingIntel.onboarding.stepSettlementDesc,チャネル別手数料を自動照合し、実質純利益をリアルタイム計算します。,チャネル別手数料を自動照合し、実質純利益をリアルタイム計算します。,채널별 수수료를 자동 매칭하여 실질 순이익을 실시간으로 계산합니다.,top500,pages
pages.marketingIntel.onboarding.stepInventoryAlert,在庫アラート設定,在庫アラート設定,재고 알림 설정,top500,pages
pages.marketingIntel.onboarding.stepInventoryAlertDesc,安全在庫以下で即時アラート、需要予測ベースの自動発注推奨を受けます。,安全在庫以下で即時アラート、需要予測ベースの自動発注推奨を受けます。,"안전 재고 이하 시 즉시 알림을 받고, 수요 예측 기반 자동 발주 추천을 제공합니다.",top500,pages
pages.marketingIntel.onboarding.kpiInventoryAlert,在庫切れを事前防止,在庫切れを事前防止,품절 사전 방지,top500,pages
pages.marketingIntel.onboarding.stepPnL,P&Lダッシュボード,P&Lダッシュボード,P&L 대시보드,top500,pages
pages.marketingIntel.onboarding.stepPnLDesc,チャネル別・SKU別の実質純利益を広告費・手数料・物流費控除後にリアルタイムで確認します。,チャネル別・SKU別の実質純利益を広告費・手数料・物流費控除後にリアルタイムで確認します。,채널별·SKU별 실질 순이익을 광고비·수수료·물류비 차감 후 실시간으로 확인합니다.,top500,pages
pages.marketingIntel.onboarding.stepChannelProfit,チャネル別収益性分析,チャネル別収益性分析,채널별 수익성 분석,top500,pages
pages.marketingIntel.onboarding.stepChannelProfitDesc,LTV/CAC比率でどのチャネルが長期的に最も収益性が高いか分析します。,LTV/CAC比率でどのチャネルが長期的に最も収益性が高いか分析します。,LTV/CAC 비율을 기반으로 어떤 채널이 장기적으로 가장 높은 수익성을 가지는지 분석합니다.,top500,pages
pages.marketingIntel.onboarding.stepReconciliationDesc,プラットフォーム精算内容と実際入金額を自動マッチングし、未払い・誤払いを即座に検知します。,プラットフォーム精算内容と実際入金額を自動マッチングし、未払い・誤払いを即座に検知します。,플랫폼 정산 내역과 실제 입금액을 자동 매칭하여 미지급·오지급을 즉시 감지합니다.,top500,pages
pages.marketingIntel.onboarding.kpiReconciliation,マッチング率97.6%,マッチング率97.6%,매칭률 97.6%,top500,pages
pages.marketingIntel.onboarding.stepESG,ESGレポート,ESGレポート,ESG 리포트,top500,pages
pages.marketingIntel.onboarding.stepESGDesc,炭素排出・持続可能性指標を自動集計し、投資家・規制対応レポートを生成します。,炭素排出・持続可能性指標を自動集計し、投資家・規制対応レポートを生成します。,탄소 배출·지속가능성 지표를 자동 집계하여 투자자·규제 대응 리포트를 생성합니다.,top500,pages
pages.marketingIntel.onboarding.stepReportAuto,レポート自動化,レポート自動化,리포트 자동화,top500,pages
pages.marketingIntel.onboarding.stepReportAutoDesc,経営陣用週次/月次レポートをPDF・Excelでスケジュール自動送信設定します。,経営陣用週次/月次レポートをPDF・Excelでスケジュール自動送信設定します。,경영진용 주간/월간 리포트를 PDF·Excel 형식으로 예약 자동 발송 설정합니다.,top500,pages
pages.marketingIntel.onboarding.kpiReportAuto,レポート作成時間90%削減,レポート作成時間90%削減,리포트 작성 시간 90% 단축,top500,pages
pages.marketingIntel.onboarding.step3PL,3PLパートナー登録,3PLパートナー登録,3PL 파트너 등록,top500,pages
pages.marketingIntel.onboarding.step3PLDesc,物流パートナーを登録し、自動配車ルールを設定します。,物流パートナーを登録し、自動配車ルールを設定します。,물류 파트너를 등록하고 자동 배차 규칙을 설정합니다.,top500,pages
pages.marketingIntel.onboarding.stepSupplyChain,サプライチェーン管理,サプライチェーン管理,공급망 관리,top500,pages
pages.marketingIntel.onboarding.stepSupplyChainDesc,サプライヤーから消費者まで全サプライチェーンの可視性をリアルタイムで確認します。,サプライヤーから消費者まで全サプライチェーンの可視性をリアルタイムで確認します。,공급업체부터 소비자까지 전체 공급망 가시성을 실시간으로 확인합니다.,top500,pages
pages.marketingIntel.onboarding.kpiSupplyChain,サプライチェーンリスク早期検知,サプライチェーンリスク早期検知,공급망 리스크 조기 감지,top500,pages
pages.marketingIntel.onboarding.stepReturns,返品ポータル設定,返品ポータル設定,반품 포털 설정,top500,pages
pages.marketingIntel.onboarding.stepAsiaLogistics,アジア物流連携,アジア物流連携,아시아 물류 연동,top500,pages
pages.marketingIntel.onboarding.kpiAsiaLogistics,海外配送エラー78%減少,海外配送エラー78%減少,해외 배송 오류 78% 감소,top500,pages
pages.marketingIntel.onboarding.stepOpsAlert,運営アラート設定,運営アラート設定,운영 알림 설정,top500,pages
pages.marketingIntel.onboarding.stepOpsAlertDesc,配送遅延、在庫切迫、システムエラー発生時に即座にSlack・Emailアラートを受け取ります。,配送遅延、在庫切迫、システムエラー発生時に即座にSlack・Emailアラートを受け取ります。,배송 지연·재고 부족·시스템 오류 발생 시 즉시 Slack·Email 알림을 받습니다.,top500,pages
pages.marketingIntel.onboarding.stepAPIKey,APIキー発行,APIキー発行,API 키 발급,top500,pages
pages.marketingIntel.onboarding.stepAPIKeyDesc,REST APIキーを発行して外部システムとGeniego-ROIを統合します。,REST APIキーを発行して外部システムとGeniego-ROIを統合します。,REST API 키를 발급하여 외부 시스템과 Geniego-ROI를 연동합니다.,top500,pages
pages.marketingIntel.onboarding.kpiAPIKey,400+ APIエンドポイント対応,400+ APIエンドポイント対応,400개 이상 API 엔드포인트 지원,top500,pages
pages.marketingIntel.onboarding.stepConnector,コネクタ設定,コネクタ設定,커넥터 설정,top500,pages
pages.marketingIntel.onboarding.stepConnectorDesc,ERP・PIM・WMS等既存システムと双方向データパイプラインを構成します。,ERP・PIM・WMS等既存システムと双方向データパイプラインを構成します。,ERP·PIM·WMS 등 기존 시스템과 양방향 데이터 파이프라인을 구성합니다.,top500,pages
pages.marketingIntel.onboarding.kpiConnector,100+システム統合対応,100+システム統合対応,100개 이상 시스템 통합 지원,top500,pages
pages.marketingIntel.onboarding.stepDataSchema,データスキーマ確認,データスキーマ確認,데이터 스키마 확인,top500,pages
pages.marketingIntel.onboarding.stepDataSchemaDesc,収集される全イベント・注文・顧客データのスキーマと正規化ルールを確認します。,収集される全イベント・注文・顧客データのスキーマと正規化ルールを確認します。,수집되는 전체 이벤트·주문·고객 데이터의 스키마 및 정규화 규칙을 확인합니다.,top500,pages
pages.marketingIntel.onboarding.kpiDataSchema,リアルタイムデータ検証,リアルタイムデータ検証,실시간 데이터 검증,top500,pages
pages.marketingIntel.onboarding.stepSysMonitor,システム監視,システム監視,시스템 모니터링,auto,pages
pages.marketingIntel.onboarding.stepSysMonitorDesc,APIレイテンシ、DLQエラー、バッチジョブ状態をリアルタイムで監視します。,APIレイテンシ、DLQエラー、バッチジョブ状態をリアルタイムで監視します。,API 지연 시간·DLQ 오류·배치 작업 상태를 실시간으로 모니터링합니다.,top500,pages
pages.marketingIntel.onboarding.stepAIPolicyDesc,AI自動化ルールの実行条件・承認フロー・監査ログを構成します。,AI自動化ルールの実行条件・承認フロー・監査ログを構成します。,AI 자동화 규칙의 실행 조건·승인 플로우·감사 로그를 구성합니다.,top500,pages
pages.marketingIntel.onboarding.secTitle,セキュリティ脅威検出,セキュリティ脅威検出,보안 위협 탐지,auto,pages
pages.marketingIntel.onboarding.secCode,ロック解除コード入力,ロック解除コード入力,잠금 해제 코드 입력,auto,pages
pages.marketingIntel.onboarding.secUnlock,ロック解除,ロック解除,잠금 해제,auto,pages
pages.marketingIntel.pricingDetail.free_s1,ホームダッシュボード,ホームダッシュボード,홈 대시보드,top500,pages
pages.marketingIntel.pricingDetail.growth_s1i3,コンテンツカレンダー,コンテンツカレンダー,콘텐츠 캘린더,auto,pages
pages.marketingIntel.pricingDetail.growth_s1i4,予算プランナー,予算プランナー,예산 플래너,top500,pages
pages.marketingIntel.pricingDetail.growth_s2i3,キーワード分析,キーワード分析,키워드 분석,top500,pages
pages.marketingIntel.pricingDetail.growth_s8,チーム管理,チーム管理,팀 관리,top500,pages
pages.marketingIntel.pricingDetail.pro_s1i2,グラフスコアリング,グラフスコアリング,그래프 스코어링,top500,pages
pages.marketingIntel.pricingDetail.pro_s5i4,ライトバック設定・ログ,ライトバック設定・ログ,Writeback 설정·로그,top500,pages
pages.marketingIntel.pricingDetail.pro_s6i4,キーワード分析,キーワード分析,키워드 분석,top500,pages
pages.marketingIntel.pricingDetail.pro_s9i1,コホート分析,コホート分析,코호트 분석,top500,pages
pages.marketingIntel.pricingDetail.ent_s1i1,ライトバック設定・ログ,ライトバック設定・ログ,Writeback 설정·로그,top500,pages
pages.marketingIntel.cmpRow.r1,ホームダッシュボード,ホームダッシュボード,홈 대시보드,top500,pages
pages.marketingIntel.cmpRow.r4,カスタマージャーニービルダー,カスタマージャーニービルダー,고객 여정 빌더,top500,pages
pages.marketingIntel.cmpRow.r7,アトリビューション分析,アトリビューション分析,어트리뷰션 분석,top500,pages
pages.marketingIntel.cmpRow.r25,監査ログ,監査ログ,감사 로그,auto,pages
pages.marketingIntel.cmpRow.r26,チーム管理,チーム管理,팀 관리,top500,pages
pages.cmpVal.aiPredict.pageTitle,🔌 連携ハブ,🔌 連携ハブ,🔌 연동 허브,auto,pages
pages.cmpVal.aiPredict.pageSub,コネクタ＆統合管理,コネクタ＆統合管理,커넥터 & 통합 관리,auto,pages
pages.cmpVal.aiPredict.filterAll,すべて,すべて,전체,auto,pages
pages.menu.approvals.pageTitle,🔌 連携ハブ,🔌 連携ハブ,🔌 연동 허브,auto,pages
pages.menu.approvals.pageSub,コネクタ＆統合管理,コネクタ＆統合管理,커넥터 & 통합 관리,auto,pages
pages.menu.approvals.requestList,📋 承認キュー,📋 承認キュー,📋 승인 대기열,top500,pages
pages.menu.approvals.filterAll,すべて,すべて,전체,auto,pages
pages.menu.approvals.noRequests,承認リクエストなし,承認リクエストなし,승인 요청 없음,top500,pages
pages.menu.approvals.GuardDecide,デモモードでは承認/却下不可,デモモードでは承認/却下不可,데모 모드에서는 승인/반려할 수 없습니다,top500,pages
pages.menu.approvals.GuardExecute,デモモードでは実行不可,デモモードでは実行不可,데모 모드에서는 실행할 수 없습니다,top500,pages
pages.menu.channelKpi.heroDesc,API キーを登録し接続状態を管理します。,API キーを登録し接続状態を管理します。,API 키를 등록하고 연결 상태를 관리합니다.,auto,pages
pages.menu.connectors.pageTitle,🔌 連携ハブ,🔌 連携ハブ,🔌 연동 허브,auto,pages
pages.menu.connectors.pageSub,コネクタ＆統合管理,コネクタ＆統合管理,커넥터 & 통합 관리,auto,pages
pages.menu.connectors.connected,接続済み,接続済み,연결됨,auto,pages
pages.menu.eventNorm.pageTitle,🔌 連携ハブ,🔌 連携ハブ,🔌 연동 허브,auto,pages
pages.menu.eventNorm.pageSub,コネクタ＆統合管理,コネクタ＆統合管理,커넥터 & 통합 관리,auto,pages
pages.menu.mappingRegistry.pageTitle,🔌 連携ハブ,🔌 連携ハブ,🔌 연동 허브,auto,pages
pages.menu.mappingRegistry.pageSub,コネクタ＆統合管理,コネクタ＆統合管理,커넥터 & 통합 관리,auto,pages
pages.menu.marketingIntel.pageTitle,🧠 マーケティングインテリジェンス,🧠 マーケティングインテリジェンス,🧠 마케팅 인텔리전스,top500,pages
pages.menu.marketingIntel.pageSub,流入・転換分析 · 20項目KPI貢献度スコアリング · AI推薦 · 自動化承認実行,流入・転換分析 · 20項目KPI貢献度スコアリング · AI推薦 · 自動化承認実行,유입·전환 분석 · 20개 KPI 기여도 스코어링 · AI 추천 · 자동 승인 실행,top500,pages
pages.menu.marketingIntel.badge4ch,4チャンネル,4チャンネル,4개 채널,top500,pages
pages.menu.marketingIntel.badge5inf,5インフルエンサー,5インフルエンサー,인플루언서 5명,top500,pages
pages.menu.marketingIntel.tabFunnel,📊 流入・転換分析,📊 流入・転換分析,📊 유입·전환 분석,top500,pages
pages.menu.marketingIntel.tabFunnelDesc,ファネル・チャネル・インフルエンサー転換,ファネル・チャネル・インフルエンサー転換,퍼널·채널·인플루언서 전환,top500,pages
pages.menu.marketingIntel.tabKpiDesc,20項目KPI貢献度スコアリング,20項目KPI貢献度スコアリング,20개 KPI 기여도 스코어링,top500,pages
pages.menu.marketingIntel.tabAi,🤖 AI推薦エンジン,🤖 AI推薦エンジン,🤖 AI 추천 엔진,top500,pages
pages.menu.marketingIntel.tabAiDesc,AIマーケティング手法推薦,AIマーケティング手法推薦,AI 마케팅 전략 추천,top500,pages
pages.menu.marketingIntel.tabAuto,⚙️ マーケティング自動化,⚙️ マーケティング自動化,⚙️ 마케팅 자동화,top500,pages
pages.menu.marketingIntel.tabAutoDesc,自動化ルール・承認・実行,自動化ルール・承認・実行,자동화 규칙·승인·실행,top500,pages
pages.menu.marketingIntel.funnelTotal,🔽 全体マーケティングファネル (4チャネル統合),🔽 全体マーケティングファネル (4チャネル統合),🔽 전체 마케팅 퍼널 (4개 채널 통합),top500,pages
pages.menu.marketingIntel.funnelClicks,クリック数,クリック数,클릭 수,auto,pages
pages.menu.marketingIntel.funnelCart,カート,カート,장바구니,top500,pages
pages.menu.marketingIntel.ctr,クリック率(CTR),クリック率(CTR),클릭률(CTR),top500,pages
pages.menu.marketingIntel.cartRate,カート率,カート率,장바구니 전환율,top500,pages
pages.menu.marketingIntel.channelDetail,📣 チャネル別流入・転換詳細 (クリックで展開),📣 チャネル別流入・転換詳細 (クリックで展開),📣 채널별 유입·전환 상세 (클릭하여 펼치기),top500,pages
pages.menu.marketingIntel.cartToBuy,カート→購入,カート→購入,장바구니→구매,top500,pages
pages.menu.marketingIntel.cpo,CPO (件当たりコスト),CPO (件当たりコスト),CPO (건당 비용),top500,pages
pages.menu.marketingIntel.mobileCvr,モバイル転換,モバイル転換,모바일 전환율,top500,pages
pages.menu.marketingIntel.infFunnel,🤝 インフルエンサーキャンペーン流入・転換,🤝 インフルエンサーキャンペーン流入・転換,🤝 인플루언서 캠페인 유입·전환,top500,pages
pages.menu.marketingIntel.creator,クリエイター,クリエイター,크리에이터,auto,pages
pages.menu.marketingIntel.reach,リーチ,リーチ,도달,auto,pages
pages.menu.marketingIntel.clicks,クリック,クリック,클릭,auto,pages
pages.menu.marketingIntel.kpiTotal,🏆 チャネル総合貢献度スコア (20項目加重合算),🏆 チャネル総合貢献度スコア (20項目加重合算),🏆 채널 종합 기여도 점수 (20개 항목 가중 합산),top500,pages
pages.menu.marketingIntel.kpiTable,📋 20項目標準評価指標詳細 (チャネル別),📋 20項目標準評価指標詳細 (チャネル別),📋 20개 표준 평가 지표 상세 (채널별),top500,pages
pages.menu.marketingIntel.dimChannel,チャネル種別,チャネル種別,채널 유형,top500,pages
pages.menu.marketingIntel.dimContent,コンテンツ種別,コンテンツ種別,콘텐츠 유형,top500,pages
pages.menu.marketingIntel.dimTier,インフルエンサー規模,インフルエンサー規模,인플루언서 규모,top500,pages
pages.menu.marketingIntel.dimDevice,デバイス,デバイス,디바이스,top500,pages
pages.menu.marketingIntel.dimCoupon,プロモーション種別,プロモーション種別,프로모션 유형,top500,pages
pages.menu.marketingIntel.dimTouch,タッチポイント数,タッチポイント数,터치포인트 수,top500,pages
pages.menu.marketingIntel.aiEngine,🤖 Claude AI マーケティング推薦エンジン,🤖 Claude AI マーケティング推薦エンジン,🤖 Claude AI 마케팅 추천 엔진,top500,pages
pages.menu.marketingIntel.aiEngineDesc,流入・転換・貢献度データ基盤 最適マーケティング戦略推薦,流入・転換・貢献度データ基盤 最適マーケティング戦略推薦,유입·전환·기여도 데이터 기반 최적 마케팅 전략 추천,top500,pages
pages.menu.marketingIntel.actionLabel,実行アクション:,実行アクション:,실행 액션:,top500,pages
pages.menu.marketingIntel.autoRules,⚙️ 自動化ルール一覧,⚙️ 自動化ルール一覧,⚙️ 자동화 규칙 목록,top500,pages
pages.menu.marketingIntel.statusPending,承認待ち,承認待ち,승인 대기,auto,pages
pages.menu.marketingIntel.statusApproved,承認済み,承認済み,승인됨,auto,pages
pages.menu.marketingIntel.trigger,トリガー,トリガー,트리거,top500,pages
pages.menu.marketingIntel.action,アクション,アクション,액션,auto,pages
pages.menu.marketingIntel.rejected,✕ 却下済み,✕ 却下済み,✕ 반려됨,top500,pages
pages.menu.marketingIntel.execLog,📜 自動化実行ログ,📜 自動化実行ログ,📜 자동화 실행 로그,top500,pages
