ja_value,proposed_ko,source,batch
残り,남음,b8_batch,05
残額支払い,잔액 지급,b8_batch,08
決定ログ,결정 로그,top500_fallback,T500
決済一覧・Excel,결제 목록·Excel,b8_batch,08
注文、決済、精算などのコマース運営状況をモニタリングします。,"주문, 결제, 정산 등 커머스 운영 현황을 모니터링합니다.",b8_batch,05
注文ステータス変更,주문 상태 변경,b8_batch,05
注文センター,주문 센터,b8_batch,10
注文タイムライン,주문 타임라인,b8_batch,10
注文データ,주문 데이터,b8_batch,05
注文ハブ設定,주문 허브 설정,top500_fallback,T500
注文ハブ（全注文・クレーム・返品・配送）,주문 허브(전체 주문·클레임·반품·배송),b8_batch,08
注文・返品・クレーム・精算の詳細控除項目を含むマーケットイベント標準スキーマ,주문·반품·클레임·정산의 상세 공제 항목을 포함한 마켓 이벤트 표준 스키마,b8_batch,05
注文処理・履行データ,주문 처리·이행 데이터,b8_batch,05
注文収集と通知設定を管理します。,주문 수집과 알림 설정을 관리합니다.,b8_batch,10
注文番号・購入者・商品名で検索...,주문번호·구매자·상품명으로 검색...,top500_fallback,T500
注文重み,주문 가중치,top500_fallback,T500
活用ティップ,활용 팁,b8_batch,10
活用ヒント,활용 팁,b8_batch,08
派生メトリクス,파생 메트릭,b8_batch,05
流入・転換・貢献度データ基盤 最適マーケティング戦略推薦,유입·전환·기여도 데이터 기반 최적 마케팅 전략 추천,top500_fallback,T500
流入・転換分析 · 20項目KPI貢献度スコアリング · AI推薦 · 自動化承認実行,유입·전환 분석 · 20개 KPI 기여도 스코어링 · AI 추천 · 자동 승인 실행,top500_fallback,T500
海外配送エラー78%減少,해외 배송 오류 78% 감소,top500_fallback,T500
消化予測チャート,소진 예측 차트,b8_batch,10
消化率80%超で再配分検討,소진율 80% 초과 시 재배분 검토,b8_batch,10
測定可能なKPI · ビジネス目標連携 · チャネル役割最適化 · 定期AI評価,측정 가능한 KPI · 비즈니스 목표 연동 · 채널 역할 최적화 · 정기 AI 평가,b8_batch,01
炭素排出・持続可能性指標を自動集計し、投資家・規制対応レポートを生成します。,탄소 배출·지속가능성 지표를 자동 집계하여 투자자·규제 대응 리포트를 생성합니다.,top500_fallback,T500
為替レート,환율,top500_fallback,T500
無制限アカウント・ユーザー・チーム,계정·사용자·팀 무제한,b8_batch,08
無料で始めるプラットフォーム体験,무료로 시작하는 플랫폼 체험,b8_batch,08
無料プランではどの機能が使えますか？,무료 플랜에서는 어떤 기능을 사용할 수 있나요?,b8_batch,08
無料プランはKPIダッシュボード、FAQ、動画チュートリアルなどの基本機能を提供します。,"무료 플랜은 KPI 대시보드, FAQ, 동영상 튜토리얼 등 기본 기능을 제공합니다.",b8_batch,08
無料プラン制限,무료 플랜 제한,b8_batch,05
無料基本プラン,무료 기본 플랜,b8_batch,08
照合レポートがまだありません。まずデータをアップロードして照合を実行してください。,대조 리포트가 아직 없습니다. 먼저 데이터를 업로드하고 대조를 실행해주세요.,b8_batch,05
物流パートナーを登録し、自動配車ルールを設定します。,물류 파트너를 등록하고 자동 배차 규칙을 설정합니다.,top500_fallback,T500
物流・配送,물류·배송,b8_batch,05
特定SKUに貢献したクリエイティブ数、注文数、インフルエンサーランキングを分析します。メダル表示（🥇🥈🥉）で最大貢献者を可視化します。,특정 SKU에 기여한 크리에이티브 수·주문 수·인플루언서 랭킹을 분석합니다. 메달 표시(🥇🥈🥉)로 최고 기여자를 시각화합니다.,top500_fallback,T500
特定インフルエンサーのGraph Score、接続SKU数、接続注文数をKPIカードで表示。貢献パステーブルで完全な変換経路を追跡します。,특정 인플루언서의 Graph Score·연결 SKU 수·연결 주문 수를 KPI 카드로 표시합니다. 기여 경로 테이블을 통해 전체 전환 경로를 추적합니다.,top500_fallback,T500
特定クリエイティブのGraph Score、接続SKU、関連インフルエンサー、派生注文数を分析します。クリエイティブ別ROI最適化に活用できます。,특정 크리에이티브의 Graph Score·연결 SKU·관련 인플루언서·파생 주문 수를 분석합니다. 크리에이티브별 ROI 최적화에 활용할 수 있습니다.,top500_fallback,T500
現在のスコア,현재 점수,b8_batch,05
現在のセッショントークン,현재 세션 토큰,b8_batch,05
現在のプラン,현재 플랜,top500_fallback,T500
現在のプラン確認,현재 플랜 확인,b8_batch,08
現在のペースでは月末まで予算内です。,현재 페이스라면 월말까지 예산 내에서 운영 가능합니다.,b8_batch,10
現在のユーザー,현재 사용자,b8_batch,05
現在の価格に対する上乗せ率を適用します。,현재 가격에 추가 마크업률을 적용합니다.,b8_batch,05
現在の価格に対する割引率を適用します。,현재 가격에 할인율을 적용합니다.,b8_batch,05
現在の商品リストをエクスポートします。,현재 상품 목록을 내보냅니다.,b8_batch,05
現在の在庫,현재 재고,b8_batch,05
現在アクティブ,현재 활성,b8_batch,05
現在スコア,현재 점수,b8_batch,05
現在価格から%割引,현재 가격에서 % 할인,b8_batch,05
現在価格に%を上乗せ,현재 가격에 % 추가,b8_batch,05
現在異常項目がないため対応不要です。,현재 이상 항목이 없어 대응이 필요하지 않습니다.,b8_batch,05
環境・社会・ガバナンス,환경·사회·거버넌스,b8_batch,08
環境・社会・ガバナンス指標をモニタリングします。,환경·사회·거버넌스 지표를 모니터링합니다.,b8_batch,08
生成されたデザイン,생성된 디자인,b8_batch,05
生活・雑貨,생활·잡화,b8_batch,10
申請済み,신청 완료,b8_batch,05
画像をドラッグまたはクリックしてアップロード,이미지를 드래그하거나 클릭하여 업로드,b8_batch,05
画像を削除,이미지 삭제,b8_batch,05
画像アップロード,이미지 업로드,top500_fallback,T500
画像変更リクエスト,이미지 변경 요청,b8_batch,10
番号リスト,번호 목록,b8_batch,05
異常が検出されました,이상이 감지되었습니다,b8_batch,08
異常なし,이상 없음,b8_batch,05
異常なアクセスが検出され、ブロックされました。しばらくしてから再試行してください。,비정상 접근이 감지되어 차단되었습니다. 잠시 후 다시 시도해주세요.,top500_fallback,T500
異常なアクセスが検出されブロックされました。,비정상 접근이 감지되어 차단되었습니다.,top500_fallback,T500
異常なアクセスが検知され一時的にロックされました。管理者にお問い合わせください。,비정상 접근이 감지되어 일시적으로 잠금되었습니다. 관리자에게 문의해주세요.,b8_batch,05
異常なリクエストパターンが検知されました。30秒後に自動解除されます。,비정상 요청 패턴이 감지되었습니다. 30초 후 자동 해제됩니다.,b8_batch,05
異常なリクエストパターンが検知されました。セキュリティロックが有効化されました。,비정상 요청 패턴이 감지되었습니다. 보안 잠금이 활성화되었습니다.,b8_batch,05
異常のみ,이상만,b8_batch,08
異常の概要,이상 현황,b8_batch,01
異常は検出されませんでした,이상이 감지되지 않았습니다,b8_batch,08
異常アクセスが検出されました。一時ロック。,비정상 접근이 감지되었습니다. 일시 잠금.,b8_batch,05
異常アクセス検出,비정상 접근 감지,top500_fallback,T500
異常アラート,이상 알림,b8_batch,05
異常検知・競合AI分析,이상 감지·경쟁사 AI 분석,b8_batch,08
異常検知結果に基づきAIが収益改善策を自動提案します。,이상 감지 결과를 기반으로 AI가 수익 개선 방안을 자동 제안합니다.,b8_batch,05
異常項目は検出されませんでした,이상 항목이 감지되지 않았습니다,b8_batch,05
発動履歴なし,실행 이력 없음,b8_batch,05
登録されたWebhookがありません,등록된 Webhook이 없습니다,b8_batch,05
登録されたインフルエンサーはいません。,등록된 인플루언서가 없습니다.,b8_batch,10
登録されたキャンペーンがありません。,등록된 캠페인이 없습니다.,b8_batch,08
登録されたキャンペーンはありません。,등록된 캠페인이 없습니다.,b8_batch,10
登録されたコンテンツがありません。,등록된 콘텐츠가 없습니다.,b8_batch,05
登録されたコンテンツがありません。+ コンテンツ登録ボタンで開始してください。,등록된 콘텐츠가 없습니다. + 콘텐츠 등록 버튼으로 시작해주세요.,b8_batch,05
登録されたチャネルがありません。,등록된 채널이 없습니다.,b8_batch,05
登録されたプラットフォームなし,등록된 플랫폼 없음,b8_batch,05
登録されたプロモーションはありません。,등록된 프로모션이 없습니다.,b8_batch,10
登録された事例がありません,등록된 사례가 없습니다,b8_batch,05
登録された商品はありません。,등록된 상품이 없습니다.,b8_batch,05
登録された商品はありません。商品を登録してください。,등록된 상품이 없습니다. 상품을 등록해주세요.,b8_batch,10
登録された控除項目なし,등록된 공제 항목 없음,b8_batch,05
登録チャネル,등록 채널,b8_batch,05
登録ルール履歴,등록 규칙 이력,b8_batch,05
登録・編集・停止・価格・在庫・プロモ,등록·편집·중지·가격·재고·프로모션,b8_batch,10
登録後3ステップ自動ケア,가입 후 3단계 자동 케어,b8_batch,06
監査ログなし,감사 로그 없음,top500_fallback,T500
監査ログのエクスポート,감사 로그 내보내기,b8_batch,01
監査ログセンターへ移動,감사 로그 센터로 이동,b8_batch,05
監査ログ全体エクスポート — Enterprise,전체 감사 로그 내보내기 — Enterprise,b8_batch,08
監査ログ自動記録,감사 로그 자동 기록,b8_batch,05
目標を選択してください,목표를 선택해주세요,b8_batch,01
目標タイプ,목표 유형,b8_batch,10
目標値を管理,목표값 관리,top500_fallback,T500
直接入力（ウォン）,직접 입력(원),b8_batch,10
直接戦略を設計するには、以下の設定を進めてください。,직접 전략을 설계하려면 아래 설정을 진행해주세요.,b8_batch,10
確定済み,확정됨,b8_batch,05
確認・提出,확인·제출,b8_batch,05
社内カテゴリ,사내 카테고리,b8_batch,05
社内カテゴリを各チャネルのカテゴリにマッピングします。,사내 카테고리를 각 채널의 카테고리로 매핑합니다.,b8_batch,05
福利厚生モール,복지 몰,b8_batch,05
空白の場合、タイトル/イベント/季節から自動生成,공란일 경우 제목/이벤트/시즌을 기준으로 자동 생성,b8_batch,10
競合レビュー比較分析,경쟁사 리뷰 비교 분석,b8_batch,08
競合広告トラッキング（AI）,경쟁사 광고 트래킹(AI),b8_batch,08
管理6ステップ,관리 6단계,b8_batch,10
管理センター,관리 센터,b8_batch,10
箱あたりの数量,박스당 수량,b8_batch,05
箱ごとの数量を入力してください。,박스당 수량을 입력해주세요.,b8_batch,05
箱の詳細,박스 상세,b8_batch,05
精算CSV自動ダウンロード→S3ロード,정산 CSV 자동 다운로드→S3 로드,b8_batch,05
精算インポート,정산 데이터 가져오기,b8_batch,01
精算センター,정산 센터,b8_batch,10
精算データなし,정산 데이터 없음,top500_fallback,T500
精算データをインポートしました。,정산 데이터를 가져왔습니다.,b8_batch,05
精算データ検索,정산 데이터 검색,b8_batch,05
精算レポート金額,정산 리포트 금액,b8_batch,05
精算・手数料データ,정산·수수료 데이터,b8_batch,05
精算履歴・チャネル・Excel,정산 이력·채널·Excel,b8_batch,08
精算待ち,정산 대기,b8_batch,05
素材/キャンペーン名,소재/캠페인명,b8_batch,10
素材別クリック・CV分析,소재별 클릭·전환 분석,b8_batch,10
素材別パフォーマンス,소재별 성과,b8_batch,10
素材別成果テーブル,소재별 성과 테이블,b8_batch,10
素材効率スコア,소재 효율 점수,b8_batch,10
終了地点です。,종료 지점입니다.,b8_batch,05
経営レポート,경영 리포트,b8_batch,05
経営陣向けの主要KPIサマリーダッシュボードです。,경영진을 위한 주요 KPI 요약 대시보드입니다.,b8_batch,05
経営陣用週次/月次レポートをPDF・Excelでスケジュール自動送信設定します。,경영진용 주간/월간 리포트를 PDF·Excel 형식으로 예약 자동 발송 설정합니다.,top500_fallback,T500
結合ノード,결합 노드,b8_batch,08
統合に失敗しました,통합에 실패했습니다,b8_batch,08
統合ハブから自動検出されたSMSチャネル：,통합 허브에서 자동 감지된 SMS 채널:,b8_batch,05
統合ハブでAPIキーを登録すると、チャネル分析データが自動的に表示されます。,통합 허브에서 API 키를 등록하면 채널 분석 데이터가 자동으로 표시됩니다.,b8_batch,05
統合ハブでMeta、Google、Naverなどの APIキーを登録します。接続されたチャネルのみキャンペーンで使用できます。,"통합 허브에서 Meta, Google, Naver 등의 API 키를 등록합니다. 연결된 채널만 캠페인에 사용할 수 있습니다.",b8_batch,10
統合ハブへ,통합 허브로 이동,top500_fallback,T500
統合ハブへ移動,통합 허브로 이동,top500_fallback,T500
統合ハブ自動検出,통합 허브 자동 감지,b8_batch,05
統合レビュー監視·AI感情分析·自動返信生成·ネガティブレビューエスカレーション·リアルタイム同期,통합 리뷰 모니터링·AI 감성 분석·자동 답변 생성·부정 리뷰 에스컬레이션·실시간 동기화,b8_batch,05
統合商品リスト・SKU検索,통합 상품 목록·SKU 검색,b8_batch,08
統合成功！商品 {{products}}件・注文 {{orders}}件を同期しました,통합 성공! 상품 {{products}}건·주문 {{orders}}건을 동기화했습니다,b8_batch,08
統合注文管理・ステータス変更,통합 주문 관리·상태 변경,b8_batch,08
統合注文閲覧・ステータス更新,통합 주문 조회·상태 업데이트,b8_batch,05
統合監査ログセンター,통합 감사 로그 센터,b8_batch,05
統合販売チャネル管理,통합 판매 채널 관리,b8_batch,05
緊急広告配信レビューバナー,긴급 광고 배포 검토 배너,b8_batch,05
総エッジ数：,총 엣지 수:,top500_fallback,T500
総キャンペーン,총 캠페인,b8_batch,08
総クリック,총 클릭 수,b8_batch,08
総コスト,총 비용,b8_batch,08
総ソリューション,전체 솔루션,b8_batch,05
総リクエスト,총 요청 수,top500_fallback,T500
総予算、実績、残高、バーンレート、カテゴリ配分、月次トレンドを一画面で確認します。,"총예산, 실적, 잔액, 번레이트, 카테고리 배분, 월별 트렌드를 한 화면에서 확인합니다.",b8_batch,10
総予算を入力,총예산 입력,b8_batch,10
総売上、広告費、ROAS等の主要KPIをリアルタイム監視します。,"총매출, 광고비, ROAS 등 주요 KPI를 실시간으로 모니터링합니다.",b8_batch,08
自作イメージ登録,직접 만든 이미지 등록,b8_batch,05
自作画像をアップロードしてポップアップや広告コンテンツに使用。,직접 만든 이미지를 업로드하여 팝업이나 광고 콘텐츠에 사용합니다.,b8_batch,05
自分でデザインしたポップアップ/広告画像をドラッグ＆ドロップでアップロード。,직접 디자인한 팝업/광고 이미지를 드래그 앤 드롭으로 업로드합니다.,b8_batch,05
自分のアクティビティ履歴,내 활동 이력,b8_batch,08
自分の履歴,내 이력,b8_batch,08
自動アラート有効,자동 알림 활성화,b8_batch,05
自動エスカレーション,자동 에스컬레이션,top500_fallback,T500
自動スキーマ,자동 스키마,b8_batch,05
自動スケジュール有効化,자동 스케줄 활성화,b8_batch,05
自動スケーリング,자동 스케일링,b8_batch,05
自動ネガティブアラート有効,자동 부정 알림 활성화,b8_batch,05
自動マッピング提案,자동 매핑 추천,b8_batch,05
自動リトライ,자동 재시도,top500_fallback,T500
自動ルーティング,자동 라우팅,b8_batch,10
自動ルーティングエンジン,자동 라우팅 엔진,top500_fallback,T500
自動ルーティングタブで条件別ルールを作成・管理します。,자동 라우팅 탭에서 조건별 규칙을 생성·관리합니다.,b8_batch,10
自動レポート・予約送信 — Enterprise,자동 리포트·예약 발송 — Enterprise,b8_batch,08
自動レポート生成・予約送信,자동 리포트 생성·예약 발송,b8_batch,08
自動・予約・共有,자동·예약·공유,b8_batch,08
自動化&ルールエンジン,자동화 & 규칙 엔진,b8_batch,08
自動化トリガー,자동화 트리거,b8_batch,05
自動化ルール・承認・実行,자동화 규칙·승인·실행,top500_fallback,T500
自動化ルール管理,자동화 규칙 관리,b8_batch,05
自動化・AIルール,자동화·AI 규칙,b8_batch,10
自動同期の間隔を設定します。,자동 동기화 간격을 설정합니다.,b8_batch,05
自動同期スケジュール,자동 동기화 스케줄,b8_batch,05
自動検出されたアラート,자동 감지된 알림,b8_batch,01
自動精算検証と異常検出,자동 정산 검증 및 이상 감지,b8_batch,08
自動連携エンジン,자동 연동 엔진,b8_batch,05
自社ストア,자사 스토어,b8_batch,05
行をクリックして項目別スコア·コミッション推薦·契約更新勧告の詳細を確認,행을 클릭하면 항목별 점수·커미션 추천·계약 갱신 권고 상세를 확인할 수 있습니다,b8_batch,05
行クリックでドリルダウン,행 클릭으로 드릴다운,top500_fallback,T500
行クリックで詳細表示,행 클릭 시 상세 표시,b8_batch,05
表示・クリック・ROAS・ACOS,노출·클릭·ROAS·ACOS,b8_batch,08
表示名（例: デジタル > タブレット）,표시명(예: 디지털 > 태블릿),b8_batch,05
複数アカウント検出,복수 계정 감지,b8_batch,08
複数宛先に同時送信,여러 수신자에게 동시 발송,b8_batch,05
複数画像のスライド構成,여러 이미지 슬라이드 구성,b8_batch,10
視聴者に関する洞察,시청자 인사이트,b8_batch,08
言語コード,언어 코드,b8_batch,05
設定から実行・分析までのステップガイド,설정부터 실행·분석까지의 단계별 가이드,b8_batch,05
設定へ移動 →,설정으로 이동 →,b8_batch,10
評価対象クリエイター,평가 대상 크리에이터,b8_batch,05
評価項目別スコア,평가 항목별 점수,b8_batch,05
該当ステータスのチケットがありません。,해당 상태의 티켓이 없습니다.,b8_batch,05
該当データソースが連携されていません。0値または空の状態が表示されます。,해당 데이터 소스가 연동되지 않았습니다. 0 값 또는 빈 상태로 표시됩니다.,b8_batch,05
該当プラットフォームに登録された控除項目なし,해당 플랫폼에 등록된 공제 항목 없음,b8_batch,05
詳細ペーシング,상세 페이싱,b8_batch,10
詳細精算・照合機能は専用モジュールで確認できます。,상세 정산·대조 기능은 전용 모듈에서 확인할 수 있습니다.,b8_batch,10
認知＆リマケ,인지도 & 리마케팅,b8_batch,10
認証が必要なすべてのAPIにヘッダーを含める,인증이 필요한 모든 API에 헤더를 포함,b8_batch,05
認証キー,인증 키,b8_batch,05
認証キー設定,인증 키 설정,b8_batch,08
誕生日自動クーポン,생일 자동 쿠폰,b8_batch,06
負担者・比率分解,부담자·비율 분해,b8_batch,05
財務・経営者,재무·경영진,top500_fallback,T500
貢献インフルエンサー,기여 인플루언서,top500_fallback,T500
貢献クリエイティブ,기여 크리에이티브,top500_fallback,T500
販売チャネル,판매 채널,b8_batch,10
販売チャネル連携,판매 채널 연동,top500_fallback,T500
販売・広告・分析チャネルのAPIキーを登録します。,판매·광고·분석 채널의 API 키를 등록합니다.,b8_batch,05
販売・広告・分析チャネルのAPIキーを登録し接続状態を管理します。,판매·광고·분석 채널의 API 키를 등록하고 연결 상태를 관리합니다.,b8_batch,08
販売単位の選択,판매 단위 선택,b8_batch,05
購入後フォロー,구매 후 팔로업,b8_batch,05
購読する,구독하기,b8_batch,08
購読により利用規約に同意したものとみなされます。,구독 시 이용약관에 동의한 것으로 간주됩니다.,b8_batch,08
購読開始後7日以内は全額返金。以降は残期間の部分返金が適用されます。,"구독 시작 후 7일 이내에는 전액 환불되며, 이후에는 잔여 기간 기준 부분 환불이 적용됩니다.",b8_batch,08
超過チャネルは即調整,초과 채널은 즉시 조정,b8_batch,10
迅速な処理が必要です。,신속한 처리가 필요합니다.,b8_batch,05
返信を表示,답변 보기,top500_fallback,T500
返信を隠す,답변 숨기기,top500_fallback,T500
返品/クレーム,반품/클레임,b8_batch,05
返品ポータル,반품 포털,b8_batch,10
返品ポータル設定,반품 포털 설정,top500_fallback,T500
返品・クレーム,반품·클레임,b8_batch,05
返金ポリシーは？,환불 정책은?,b8_batch,08
送り状番号を入力してください。,운송장 번호를 입력해주세요.,b8_batch,10
送信しますか?,발송하시겠습니까?,b8_batch,05
送信するメッセージを入力...,발송할 메시지 입력...,b8_batch,05
送信元メール,발송 이메일,b8_batch,05
送信履歴がありません。,발송 이력이 없습니다.,b8_batch,05
送信履歴なし,발송 이력 없음,b8_batch,05
送信済み,발송 완료,b8_batch,05
送信者名を入力,발신자명 입력,b8_batch,06
途中でプラン変更できますか？,이용 중 플랜을 변경할 수 있나요?,b8_batch,08
通知のみ,알림만,b8_batch,08
通貨コード,통화 코드,b8_batch,06
通貨・言語変更,통화·언어 변경,b8_batch,06
通貨選択（KRW/USD/JPY/EURグローバル）,통화 선택(KRW/USD/JPY/EUR 글로벌),b8_batch,08
連動ハブ,연동 허브,b8_batch,10
連動ハブでAPI登録されたチャネルは自動追加されます。,연동 허브에서 API가 등록된 채널은 자동으로 추가됩니다.,b8_batch,06
連動ハブへ移動,연동 허브로 이동,b8_batch,10
連動済み,연동 완료,b8_batch,10
連携を保存,연동 저장,b8_batch,06
連携チャネルAPI,연동 채널 API,b8_batch,06
連携チャネルからリアルタイムで自動収集します。,연동 채널에서 실시간으로 자동 수집합니다.,b8_batch,10
連携チャネルから時系列データが収集されると自動的に分析が開始されます。連携ハブでチャネルを接続してください。,연동 채널에서 시계열 데이터가 수집되면 자동으로 분석이 시작됩니다. 연동 허브에서 채널을 연결해주세요.,b8_batch,08
連携チャネルから注文データをリアルタイムで自動収集します。,연동 채널에서 주문 데이터를 실시간으로 자동 수집합니다.,b8_batch,10
連携チャネルがありません,연동 채널이 없습니다,b8_batch,06
連携チャネルが多いほどAIの配分精度が向上します。最低3チャネル以上連携してください。,연동 채널이 많을수록 AI 배분 정확도가 높아집니다. 최소 3개 채널 이상 연동해주세요.,b8_batch,10
連携チャネルの手数料率を確認,연동 채널 수수료율 확인,b8_batch,10
連携ハブでAPIキーが登録されたチャネルが自動表示されます。各チャネルのプラットフォーム手数料も確認できます。,연동 허브에서 API 키가 등록된 채널이 자동으로 표시됩니다. 각 채널의 플랫폼 수수료도 확인할 수 있습니다.,b8_batch,06
連携ハブでAPIキーを登録してください,연동 허브에서 API 키를 등록해주세요,b8_batch,10
連携ハブでAPIキーを登録すると、チャネルが自動的に表示されます。,연동 허브에서 API 키를 등록하면 채널이 자동으로 표시됩니다.,b8_batch,06
連携ハブでAPIキーを管理,연동 허브에서 API 키 관리,b8_batch,06
連携ハブでMeta、Google、TikTokなどのAPIキーを登録すると、AI予算配分に自動的にチャネルが追加されます。各チャネルの過去実績データに基づいてAIが最適な配分を計算します。,"연동 허브에서 Meta, Google, TikTok 등의 API 키를 등록하면 AI 예산 배분에 채널이 자동 추가됩니다. AI는 각 채널의 과거 실적 데이터를 기반으로 최적 배분을 계산합니다.",b8_batch,10
連携ハブでチャネルを接続してください,연동 허브에서 채널을 연결해주세요,b8_batch,06
連携ハブでチャネルを接続するとAI分析が自動的に有効になります。,연동 허브에서 채널을 연결하면 AI 분석이 자동으로 활성화됩니다.,b8_batch,06
連携ハブでチャネルを接続すると精算データが自動収集されます,연동 허브에서 채널을 연결하면 정산 데이터가 자동 수집됩니다,top500_fallback,T500
連携ハブでチャネルを接続すると自動登録されます,연동 허브에서 채널을 연결하면 자동으로 등록됩니다,b8_batch,06
連携ハブでチャネルを追加するとダッシュボードに自動反映されます。,연동 허브에서 채널을 추가하면 대시보드에 자동으로 반영됩니다.,b8_batch,08
連携ハブでチャネル接続,연동 허브에서 채널 연결,b8_batch,08
連携ハブに登録されたチャネルの手数料率が自動反映されます。,연동 허브에 등록된 채널의 수수료율이 자동으로 반영됩니다.,b8_batch,06
連携ハブへ移動,연동 허브로 이동,top500_fallback,T500
連携ハブメニューで販売チャネル（Naver、Coupangなど）と広告チャネル（Meta、Googleなど）のAPIキーを登録してください。登録されたチャネルはダッシュボードに自動反映されます。,"연동 허브 메뉴에서 판매 채널(Naver, Coupang 등)과 광고 채널(Meta, Google 등)의 API 키를 등록해주세요. 등록된 채널은 대시보드에 자동으로 반영됩니다.",b8_batch,08
連携後にイベントが表示されます。,연동 후 이벤트가 표시됩니다.,b8_batch,06
連携成功：商品{{products}}件、注文{{orders}}件を収集,"연동 성공: 상품 {{products}}건, 주문 {{orders}}건 수집",b8_batch,06
連携済み,연동 완료,top500_fallback,T500
連携設定とAPIキー管理は連携ハブで一元管理されています,연동 설정과 API 키 관리는 연동 허브에서 통합 관리됩니다,b8_batch,06
連携設定の変更とシステムイベントの記録を追跡します,연동 설정 변경과 시스템 이벤트 기록을 추적합니다,b8_batch,06
連携設定を変更するとここに記録されます,연동 설정을 변경하면 여기에 기록됩니다,b8_batch,06
連絡先、支払条件、リードタイム、評価でサプライヤーを登録・管理します。サプライヤー別発注履歴を追跡します。,"연락처, 지급 조건, 리드타임, 평가 정보를 기준으로 공급사를 등록·관리합니다. 공급사별 발주 이력을 추적합니다.",b8_batch,10
週次コホートのリテンション率をヒートマップで可視化。,주별 코호트 리텐션율을 히트맵으로 시각화합니다.,b8_batch,08
週次リテンション,주별 리텐션,b8_batch,08
週間購入パターン,주간 구매 패턴,b8_batch,06
進行中のA/Bテストデータがありません。キャンペーンマネージャーからA/Bテストを作成してください。,진행 중인 A/B 테스트 데이터가 없습니다. 캠페인 매니저에서 A/B 테스트를 생성해주세요.,b8_batch,08
運営アラート設定,운영 알림 설정,top500_fallback,T500
運用チーム,운영 팀,top500_fallback,T500
運用ハブアラート送信（管理者通知）,운영 허브 알림 발송(관리자 알림),b8_batch,08
運用＆ガバナンス全体（新）,운영 & 거버넌스 전체(신규),b8_batch,08
過払い,초과 지급,top500_fallback,T500
過払い検出,초과 지급 감지,b8_batch,06
適用チャネル,적용 채널,b8_batch,06
適用済み,적용됨,b8_batch,06
選択されたセクション,선택된 섹션,b8_batch,01
選択された目標,선택된 목표,b8_batch,08
選択したチャネルから商品を解除します。,선택한 채널에서 상품을 해제합니다.,b8_batch,06
選択したチャネルで商品を無効化,선택한 채널에서 상품 비활성화,b8_batch,06
選択したチャネルで販売を登録/有効化,선택한 채널에 판매 등록/활성화,b8_batch,06
選択したチャネルに商品を登録します。,선택한 채널에 상품을 등록합니다.,b8_batch,06
部分的に連携されたか間接的に収集されたデータです。制限された精度を持ち、API直接連携で品質向上が可能です。,부분적으로 연동되었거나 간접적으로 수집된 데이터입니다. 정확도에 제한이 있으며 API 직접 연동으로 품질을 향상시킬 수 있습니다.,b8_batch,06
配分後の実績をモニタリングし、次回配分時にAIがより精密な推奨を提供します。,배분 후 실적을 모니터링하면 다음 배분 시 AI가 더 정밀한 추천을 제공합니다.,b8_batch,10
配分後の数量,배분 후 수량,b8_batch,06
配分結果をPDF/Excelでダウンロード、または「適用」ボタンで実際のキャンペーン予算に即座に反映できます。,배분 결과를 PDF/Excel로 다운로드하거나 ‘적용’ 버튼으로 실제 캠페인 예산에 즉시 반영할 수 있습니다.,b8_batch,10
配分結果をダウンロードしてチームと共有し承認後に適用しましょう。,배분 결과를 다운로드해 팀과 공유하고 승인 후 적용해보세요.,b8_batch,10
配列形式ではありません。,배열 형식이 아닙니다.,b8_batch,06
配送ガイド,배송 가이드,b8_batch,10
配送データなし,배송 데이터 없음,b8_batch,10
配送業者APIによるリアルタイム配送追跡とタイムライン可視化。,배송업체 API를 통한 실시간 배송 추적 및 타임라인 시각화,b8_batch,10
配送業者を登録し、API接続をテストし、国内外の配送パートナーを管理します。,배송업체를 등록하고 API 연결을 테스트하며 국내외 배송 파트너를 관리합니다.,b8_batch,10
配送遅延、在庫切迫、システムエラー発生時に即座にSlack・Emailアラートを受け取ります。,배송 지연·재고 부족·시스템 오류 발생 시 즉시 Slack·Email 알림을 받습니다.,top500_fallback,T500
重み,가중치,top500_fallback,T500
重み設定,가중치 설정,top500_fallback,T500
重み適用,가중치 적용,top500_fallback,T500
重複疑い,중복 의심,b8_batch,08
閉じる ▲,닫기 ▲,b8_batch,08
開始する,시작하기,top500_fallback,T500
開封率・クリック率の分析,오픈율·클릭률 분석,b8_batch,06
開発者ハブ,개발자 허브,b8_batch,10
開発者フレンドリーAPI,개발자 친화적 API,b8_batch,06
開発者・IT管理者,개발자·IT 관리자,b8_batch,08
開発者向けAPI,개발자 대상 API,b8_batch,06
閲覧200K+·注文<50 — コンテンツ最適化またはLP改善必要,조회 200K+·주문 <50 — 콘텐츠 최적화 또는 랜딩페이지 개선 필요,b8_batch,06
閾値アラートルール,임계값 알림 규칙,b8_batch,06
閾値超のAI変更に事前承認を要求,임계값 초과 AI 변경에 사전 승인 요구,b8_batch,06
限定オファー,한정 오퍼,b8_batch,06
除去効果+ダブルML,제거 효과 + 더블 ML,b8_batch,08
除去効果とダブルMLベース純増分効果を分析。,제거 효과와 더블 ML 기반 순증분 효과를 분석합니다.,b8_batch,08
離脱ポップアップ・Webポップアップ（基本）,이탈 팝업·웹 팝업(기본),b8_batch,08
離脱リスク,이탈 리스크,b8_batch,06
