path,ko_current,ja_value,proposed_ko,ns,type
pages.marketingIntel.attrData.markovTitle,🔗 マルコフ連鎖 — 除去効果,🔗 マルコフ連鎖 — 除去効果,,pages,string
pages.marketingIntel.attrData.upliftTitle,📐 増分モデル (ダブルMLアップリフト),📐 増分モデル (ダブルMLアップリフト),,pages,string
pages.marketingIntel.attrData.upliftSub,ロビンソン偏回帰による純増分効果を算出,ロビンソン偏回帰による純増分効果を算出,,pages,string
pages.marketingIntel.attrData.firstTouch,ファーストタッチ,ファーストタッチ,,pages,string
pages.marketingIntel.attrData.lastTouch,ラストタッチ,ラストタッチ,,pages,string
pages.marketingIntel.attrData.linear,リニア,リニア,,pages,string
pages.marketingIntel.attrData.timeDecay,タイムディケイ,タイムディケイ,,pages,string
pages.marketingIntel.attrData.position,ポジションベース,ポジションベース,,pages,string
pages.marketingIntel.attrData.channelContrib,チャネル別貢献売上,チャネル別貢献売上,,pages,string
pages.marketingIntel.attrData.topPaths,主要コンバージョンパス,主要コンバージョンパス,,pages,string
pages.marketingIntel.attrData.thompsonInProgress,"トンプソンサンプリング(5,000回)実行中…","トンプソンサンプリング(5,000回)実行中…",,pages,string
pages.marketingIntel.attrData.betaBinomial,ベータ二項分布 · {{count}}名参加,ベータ二項分布 · {{count}}名参加,,pages,string
pages.marketingIntel.attrData.abWinner,{{name}}が{{prob}}%の確率で最適です。,{{name}}が{{prob}}%の確率で最適です。,,pages,string
pages.marketingIntel.attrData.abDeploy, ✅ 即時デプロイ推奨, ✅ 即時デプロイ推奨,,pages,string
pages.marketingIntel.attrData.abCollectMore, 🟡 追加データ収集推奨, 🟡 追加データ収集推奨,,pages,string
pages.marketingIntel.attrData.cohortTitle,📅 週次購入コホート — リテンション率(%),📅 週次購入コホート — リテンション率(%),,pages,string
pages.marketingIntel.attrData.cohortHdr,コホート,コホート,,pages,string
pages.marketingIntel.attrData.ltvcacTitle,💰 チャネル別 LTV vs CAC,💰 チャネル別 LTV vs CAC,,pages,string
pages.marketingIntel.attrData.anomalyHeadDesc,リアルタイム異常検知,リアルタイム異常検知,,pages,string
pages.marketingIntel.attrData.anomalyBodyText,Zスコアベース監視。|z|>2.0時自動アラート、7日移動平均トレンド分析。,Zスコアベース監視。|z|>2.0時自動アラート、7日移動平均トレンド分析。,,pages,string
pages.marketingIntel.attrData.filterIssue,異常のみ,異常のみ,,pages,string
pages.marketingIntel.attrData.anomalySummary,📊 異常検知サマリー,📊 異常検知サマリー,,pages,string
pages.marketingIntel.attrData.radarCompare,🕸️ チャネル貢献度レーダー比較,🕸️ チャネル貢献度レーダー比較,,pages,string
pages.marketingIntel.attrData.ascoreTitle,A-Score (アトリビューション信頼度),A-Score (アトリビューション信頼度),,pages,string
pages.marketingIntel.attrData.aScoreSub,モデル間一貫性ベース — 高いほど全モデルが同意する高信頼チャネル,モデル間一貫性ベース — 高いほど全モデルが同意する高信頼チャネル,,pages,string
pages.marketingIntel.attrData.compareDescText,5つのモデルの貢献度をレーダーチャートで比較しA-Scoreを算定。,5つのモデルの貢献度をレーダーチャートで比較しA-Scoreを算定。,,pages,string
pages.marketingIntel.attrData.modelCompareTable,📋 モデル別チャネル貢献度比較表 (%),📋 モデル別チャネル貢献度比較表 (%),,pages,string
pages.marketingIntel.attrData.hubRun,AIマーケティングハブ実行結果,AIマーケティングハブ実行結果,,pages,string
pages.marketingIntel.attrData.autoRefl,件がアトリビューションに自動反映,件がアトリビューションに自動反映,,pages,string
pages.marketingIntel.attrData.dataIncluded,ジャーニー実行・AI推奨データがモデル貢献度に含まれます,ジャーニー実行・AI推奨データがモデル貢献度に含まれます,,pages,string
pages.marketingIntel.attrData.realtimeSync,リアルタイム同期 ✓,リアルタイム同期 ✓,,pages,string
pages.marketingIntel.attrData.guideMtaName,📊 マルチタッチMTA,📊 マルチタッチMTA,,pages,string
pages.marketingIntel.attrData.guideMtaDesc,5つのモデルでチャネル別貢献売上と変換パスを分析。,5つのモデルでチャネル別貢献売上と変換パスを分析。,,pages,string
pages.marketingIntel.attrData.guideShapleyDesc,2^n精密貢献度、シナジー分析、予算推奨を提供。,2^n精密貢献度、シナジー分析、予算推奨を提供。,,pages,string
pages.marketingIntel.attrData.guideMmmName,📈 ベイジアンMMM,📈 ベイジアンMMM,,pages,string
pages.marketingIntel.attrData.guideMmmDesc,52週時系列回帰分析、残留効果、飽和度、予算シミュレーター。,52週時系列回帰分析、残留効果、飽和度、予算シミュレーター。,,pages,string
pages.marketingIntel.attrData.guideMarkovName,🔗 マルコフ+アップリフト,🔗 マルコフ+アップリフト,,pages,string
pages.marketingIntel.attrData.guideMarkovDesc,除去効果とダブルMLベース純増分効果を分析。,除去効果とダブルMLベース純増分効果を分析。,,pages,string
pages.marketingIntel.attrData.guideAbName,🧪 ベイジアンA/B,🧪 ベイジアンA/B,,pages,string
pages.marketingIntel.attrData.guideAbDesc,"5,000回シミュレーションでA/Bテスト勝者を統計判定。","5,000回シミュレーションでA/Bテスト勝者を統計判定。",,pages,string
pages.marketingIntel.attrData.guideCohortName,📅 コホート分析,📅 コホート分析,,pages,string
pages.marketingIntel.attrData.guideCohortDesc,週次コホートのリテンション率をヒートマップで可視化。,週次コホートのリテンション率をヒートマップで可視化。,,pages,string
pages.marketingIntel.attrData.guideLtvDesc,チャネル別LTVとCACを比較し投資効率を評価。,チャネル別LTVとCACを比較し投資効率を評価。,,pages,string
pages.marketingIntel.attrData.guideAnomalyDesc,Zスコアリアルタイム検知、急変時自動アラート。,Zスコアリアルタイム検知、急変時自動アラート。,,pages,string
pages.marketingIntel.attrData.guideCompareName,🕸️ モデル比較,🕸️ モデル比較,,pages,string
pages.marketingIntel.attrData.guideCompareDesc,5モデルをレーダー比較しA-Scoreを算定。,5モデルをレーダー比較しA-Scoreを算定。,,pages,string
pages.marketingIntel.campaignMgr.pageTitle,キャンペーン管理,キャンペーン管理,,pages,string
pages.marketingIntel.campaignMgr.pageSub,AIマーケティングキャンペーン統合管理・素材・予算・成果・リアルタイム,AIマーケティングキャンペーン統合管理・素材・予算・成果・リアルタイム,,pages,string
pages.marketingIntel.campaignMgr.btnAutoMarketing,AI自動化へ,AI自動化へ,,pages,string
pages.marketingIntel.campaignMgr.newCampaignBtn,🎯 新規キャンペーン承認登録,🎯 新規キャンペーン承認登録,,pages,string
pages.marketingIntel.campaignMgr.btnAiRecommend,✨ AIマーケティング推奨,✨ AIマーケティング推奨,,pages,string
pages.marketingIntel.campaignMgr.tabOverview,キャンペーン現況,キャンペーン現況,,pages,string
pages.marketingIntel.campaignMgr.tabAbTest,A/Bテスト,A/Bテスト,,pages,string
pages.marketingIntel.campaignMgr.tabGantt,📅 スケジュール,📅 スケジュール,,pages,string
pages.marketingIntel.campaignMgr.tabCrm,🔗 CRMチャネル,🔗 CRMチャネル,,pages,string
pages.marketingIntel.campaignMgr.tabMonitor,📡 モニタリング,📡 モニタリング,,pages,string
pages.marketingIntel.campaignMgr.tabBudgetAlert,🔔 予算アラート,🔔 予算アラート,,pages,string
pages.marketingIntel.campaignMgr.tabCopywriter,🤖 AIコピー,🤖 AIコピー,,pages,string
pages.marketingIntel.campaignMgr.kpiTotal,全キャンペーン,全キャンペーン,,pages,string
pages.marketingIntel.campaignMgr.statusScheduled,予約済み,予約済み,,pages,string
pages.marketingIntel.campaignMgr.noCampaigns,登録されたキャンペーンがありません。,登録されたキャンペーンがありません。,,pages,string
pages.marketingIntel.campaignMgr.monitorTitle,リアルタイムモニター,リアルタイムモニター,,pages,string
pages.marketingIntel.campaignMgr.monitoring,モニタリング,モニタリング,,pages,string
pages.marketingIntel.campaignMgr.months,ヶ月,ヶ月,,pages,string
pages.marketingIntel.campaignMgr.source,ソース,ソース,,pages,string
pages.marketingIntel.campaignMgr.emailTitle,メールA/Bテスト,メールA/Bテスト,,pages,string
pages.marketingIntel.campaignMgr.emailAb,メール送信履歴,メール送信履歴,,pages,string
pages.marketingIntel.campaignMgr.noEmail,メール履歴なし,メール履歴なし,,pages,string
pages.marketingIntel.campaignMgr.kakaoTitle,カカオ通知,カカオ通知,,pages,string
pages.marketingIntel.campaignMgr.noKakao,カカオ履歴なし,カカオ履歴なし,,pages,string
pages.marketingIntel.campaignMgr.abTitle,A/Bテスト,A/Bテスト,,pages,string
pages.marketingIntel.campaignMgr.abSub,キャンペーン素材A/Bテスト,キャンペーン素材A/Bテスト,,pages,string
pages.marketingIntel.campaignMgr.startEmailAb,メールA/Bテスト開始,メールA/Bテスト開始,,pages,string
pages.marketingIntel.campaignMgr.budgetAlertTitle,予算アラート設定,予算アラート設定,,pages,string
pages.marketingIntel.campaignMgr.budgetAlertDesc,予算消化率アラートを管理,予算消化率アラートを管理,,pages,string
pages.marketingIntel.campaignMgr.noBudgetAlerts,予算アラート未設定,予算アラート未設定,,pages,string
pages.marketingIntel.campaignMgr.alertOnly,通知のみ,通知のみ,,pages,string
pages.marketingIntel.campaignMgr.aiCopyTitle,AIコピーライティング,AIコピーライティング,,pages,string
pages.marketingIntel.campaignMgr.copyPrompt,プロンプト,プロンプト,,pages,string
pages.marketingIntel.campaignMgr.copyScore,スコア,スコア,,pages,string
pages.marketingIntel.campaignMgr.copyTone,トーン,トーン,,pages,string
pages.marketingIntel.campaignMgr.toneProfessional,プロフェッショナル,プロフェッショナル,,pages,string
pages.marketingIntel.campaignMgr.toneFriendly,フレンドリー,フレンドリー,,pages,string
pages.marketingIntel.campaignMgr.toneCasual,カジュアル,カジュアル,,pages,string
pages.marketingIntel.campaignMgr.toneLuxury,プレミアム,プレミアム,,pages,string
pages.marketingIntel.campaignMgr.ganttTitle,キャンペーンスケジュール,キャンペーンスケジュール,,pages,string
pages.marketingIntel.campaignMgr.roiRanking,ランキング,ランキング,,pages,string
pages.marketingIntel.campaignMgr.newCampaignTitle,新規キャンペーン登録,新規キャンペーン登録,,pages,string
pages.marketingIntel.campaignMgr.newCampaignSubtitle,基本情報を入力,基本情報を入力,,pages,string
pages.marketingIntel.campaignMgr.newCampaignWarn,必須項目を入力してください,必須項目を入力してください,,pages,string
pages.marketingIntel.campaignMgr.approvalTitle,キャンペーン承認,キャンペーン承認,,pages,string
pages.marketingIntel.campaignMgr.approvalWarn1,承認後すぐに運用されます,承認後すぐに運用されます,,pages,string
pages.marketingIntel.campaignMgr.approvalWarn2,承認取消はできません,承認取消はできません,,pages,string
pages.marketingIntel.campaignMgr.afterApprovalDesc,承認後に自動有効化,承認後に自動有効化,,pages,string
pages.marketingIntel.campaignMgr.manager,マネージャー,マネージャー,,pages,string
pages.marketingIntel.campaignMgr.managerAI,AIマネージャー,AIマネージャー,,pages,string
pages.marketingIntel.campaignMgr.noActive,アクティブなし,アクティブなし,,pages,string
pages.marketingIntel.campaignMgr.todayNote,今日のメモ,今日のメモ,,pages,string
pages.marketingIntel.campaignMgr.ruleEngine,ルールエンジン,ルールエンジン,,pages,string
pages.marketingIntel.campaignMgr.aiHubLinked,AIハブ連携済,AIハブ連携済,,pages,string
pages.marketingIntel.campaignMgr.viewAiHub,AIハブを見る,AIハブを見る,,pages,string
pages.marketingIntel.campaignMgr.selectCampaignHint,キャンペーンを選択,キャンペーンを選択,,pages,string
pages.marketingIntel.campaignMgr.activeRules,アクティブルール,アクティブルール,,pages,string
pages.marketingIntel.campaignMgr.rulesFired,ルール実行,ルール実行,,pages,string
pages.marketingIntel.campaignMgr.guideTabsTitle,タブガイド,タブガイド,,pages,string
pages.marketingIntel.channelKpiPage.guideGoalDesc,ビジネス目標を選択,ビジネス目標を選択,,pages,string
pages.marketingIntel.channelKpiPage.guideRoleName,チャネル役割,チャネル役割,,pages,string
pages.marketingIntel.channelKpiPage.guideRoleDesc,役割と指標を定義,役割と指標を定義,,pages,string
pages.marketingIntel.channelKpiPage.guideSetupDesc,目標値を管理,目標値を管理,,pages,string
pages.marketingIntel.channelKpiPage.guideContentDesc,ブログ分析,ブログ分析,,pages,string
pages.marketingIntel.channelKpiPage.guideCommunityName,コミュニティ,コミュニティ,,pages,string
pages.marketingIntel.channelKpiPage.guideCommunityDesc,コミュニティ分析,コミュニティ分析,,pages,string
pages.marketingIntel.channelKpiPage.guideMonitorName,AIモニタリング,AIモニタリング,,pages,string
pages.marketingIntel.channelKpiPage.guideMonitorDesc,AI分析と改善,AI分析と改善,,pages,string
pages.marketingIntel.cmpVal.domestic_core,国内コア,国内コア,,pages,string
pages.marketingIntel.cmpVal.dom_global,国内+グローバル,国内+グローバル,,pages,string
pages.marketingIntel.cmpVal.market_share,市場シェア,市場シェア,,pages,string
pages.marketingIntel.cmpVal.advanced_custom,高度カスタム,高度カスタム,,pages,string
pages.marketingIntel.cmpVal.conv_path_all,全コンバージョンパス,全コンバージョンパス,,pages,string
pages.marketingIntel.cmpVal.trend_forecast,トレンド予測,トレンド予測,,pages,string
pages.marketingIntel.cmpVal.bizboard,ビズボード,ビズボード,,pages,string
pages.marketingIntel.cmpVal.location_barcode,ロケーション・バーコード,ロケーション・バーコード,,pages,string
pages.marketingIntel.cmpVal.policy_review,ポリシー・レビュー,ポリシー・レビュー,,pages,string
pages.marketingIntel.cmpVal.cohort_pl,コホート・P&L,コホート・P&L,,pages,string
pages.marketingIntel.cmpVal.rule_writeback,ルール・ライトバック,ルール・ライトバック,,pages,string
pages.marketingIntel.cmpVal.instant_rollback,即時ロールバック,即時ロールバック,,pages,string
pages.marketingIntel.cmpVal.partner_api,パートナーAPI,パートナーAPI,,pages,string
pages.marketingIntel.cmpVal.install_analysis,インストール・分析,インストール・分析,,pages,string
pages.marketingIntel.cmpVal.server_side,サーバーサイド,サーバーサイド,,pages,string
pages.marketingIntel.cmpVal.schema_quality_view,スキーマ・品質表示,スキーマ・品質表示,,pages,string
pages.marketingIntel.cmpVal.owner_streaming,担当者・ストリーミング,担当者・ストリーミング,,pages,string
pages.marketingIntel.cmpVal.custom_excel,カスタム・Excel,カスタム・Excel,,pages,string
pages.marketingIntel.cmpVal.auto_scheduled_share,自動・予約・共有,自動・予約・共有,,pages,string
pages.marketingIntel.cmpVal.realtime_rate,リアルタイムレート,リアルタイムレート,,pages,string
pages.marketingIntel.cmpVal.perf_view,パフォーマンス表示,パフォーマンス表示,,pages,string
pages.marketingIntel.cmpVal.campaign_settle,キャンペーン・精算,キャンペーン・精算,,pages,string
pages.marketingIntel.cmpVal.own_history,自分の履歴,自分の履歴,,pages,string
pages.marketingIntel.cmpVal.list_invite,一覧・招待,一覧・招待,,pages,string
pages.marketingIntel.cmpVal.activity_history,アクティビティ履歴,アクティビティ履歴,,pages,string
pages.marketingIntel.cmpVal.rbac_role,ロールベースアクセス,ロールベースアクセス,,pages,string
pages.marketingIntel.cmpVal.chat_support,チャットサポート,チャットサポート,,pages,string
pages.marketingIntel.cmpVal.dedicated_manager,専任マネージャー,専任マネージャー,,pages,string
pages.marketingIntel.graph.contribPath,🛤 貢献パス,🛤 貢献パス,,pages,string
pages.marketingIntel.graph.contribCreative,貢献クリエイティブ,貢献クリエイティブ,,pages,string
pages.marketingIntel.graph.contribInfluencer,貢献インフルエンサー,貢献インフルエンサー,,pages,string
pages.marketingIntel.graph.topInfluencer,🏆 トップ貢献インフルエンサー,🏆 トップ貢献インフルエンサー,,pages,string
pages.marketingIntel.graph.sourceNode,ソースノード,ソースノード,,pages,string
pages.marketingIntel.graph.targetNode,ターゲットノード,ターゲットノード,,pages,string
pages.marketingIntel.graph.weight,重み,重み,,pages,string
pages.marketingIntel.graph.noEdge,エッジなし — 統合ハブでチャネルを接続してください,エッジなし — 統合ハブでチャネルを接続してください,,pages,string
pages.marketingIntel.graph.noPath,接続された貢献パスなし,接続された貢献パスなし,,pages,string
pages.marketingIntel.graph.pathW,パス重み,パス重み,,pages,string
pages.marketingIntel.graphScore.summaryScore,サマリースコア,サマリースコア,,pages,string
pages.marketingIntel.graphScore.tabBrowser,グラフブラウザ,グラフブラウザ,,pages,string
pages.marketingIntel.graphScore.tabInfluencer,インフルエンサースコア,インフルエンサースコア,,pages,string
pages.marketingIntel.graphScore.tabSku,SKUスコア,SKUスコア,,pages,string
pages.marketingIntel.graphScore.weightDesc,エッジ重み = 貢献度指標,エッジ重み = 貢献度指標,,pages,string
pages.marketingIntel.graphScore.connectionCount,結合ノード,結合ノード,,pages,string
pages.marketingIntel.graphScore.totalEdge,総エッジ数：,総エッジ数：,,pages,string
pages.marketingIntel.graphScore.count,カウント,カウント,,pages,string
pages.marketingIntel.graphScore.topInfluencer,トップ貢献インフルエンサー,トップ貢献インフルエンサー,,pages,string
pages.marketingIntel.graphScore.topCreative,最も効果的なクリエイティブ,最も効果的なクリエイティブ,,pages,string
pages.marketingIntel.graphScore.topSku,商品別コンバージョン貢献度,商品別コンバージョン貢献度,,pages,string
pages.marketingIntel.graphScore.noData,データがありません。統合ハブでチャネルを接続し、データを収集してください。,データがありません。統合ハブでチャネルを接続し、データを収集してください。,,pages,string
pages.marketingIntel.graphScore.pageTitle,グラフスコアリング,グラフスコアリング,,pages,string
pages.marketingIntel.graphScore.heroDesc,インフルエンサー・クリエイティブ・SKU・注文間のグラフネットワークを分析し、各ノードの貢献度をスコアリングします。,インフルエンサー・クリエイティブ・SKU・注文間のグラフネットワークを分析し、各ノードの貢献度をスコアリングします。,,pages,string
pages.marketingIntel.graphScore.tabSummary,サマリースコア,サマリースコア,,pages,string
pages.marketingIntel.graphScore.tabCreative,クリエイティブスコア,クリエイティブスコア,,pages,string
pages.marketingIntel.graphScore.lbl_creative,クリエイティブ（広告素材）,クリエイティブ（広告素材）,,pages,string
pages.marketingIntel.graphScore.nodes,接続ノード,接続ノード,,pages,string
pages.marketingIntel.graphScore.phInfId,インフルエンサーIDを選択または入力,インフルエンサーIDを選択または入力,,pages,string
pages.marketingIntel.graphScore.phSkuId,SKU IDを選択または入力,SKU IDを選択または入力,,pages,string
pages.marketingIntel.graphScore.phCreativeId,クリエイティブIDを選択または入力,クリエイティブIDを選択または入力,,pages,string
pages.marketingIntel.graphScore.phNodeIdFilter,ノードIDでフィルタ,ノードIDでフィルタ,,pages,string
pages.marketingIntel.graphScore.graphScoreLabel,グラフスコア,グラフスコア,,pages,string
pages.marketingIntel.graphScore.connectedSku,接続済みSKU,接続済みSKU,,pages,string
pages.marketingIntel.graphScore.connectedOrders,接続済み注文,接続済み注文,,pages,string
pages.marketingIntel.graphScore.connectedCreatives,接続済みクリエイティブ,接続済みクリエイティブ,,pages,string
pages.marketingIntel.graphScore.connectedInfluencers,接続済みインフルエンサー,接続済みインフルエンサー,,pages,string
pages.marketingIntel.graphScore.label,ラベル,ラベル,,pages,string
pages.marketingIntel.graphScore.weight,重み,重み,,pages,string
pages.marketingIntel.graphScore.weightSettings,重み設定,重み設定,,pages,string
pages.marketingIntel.graphScore.weightSettingsDesc,ノードタイプ別の重みを調整してスコアリング基準をカスタマイズします。,ノードタイプ別の重みを調整してスコアリング基準をカスタマイズします。,,pages,string
pages.marketingIntel.graphScore.weightInfluencer,インフルエンサー重み,インフルエンサー重み,,pages,string
pages.marketingIntel.graphScore.weightCreative,クリエイティブ重み,クリエイティブ重み,,pages,string
pages.marketingIntel.graphScore.weightSku,SKU重み,SKU重み,,pages,string
pages.marketingIntel.graphScore.weightOrder,注文重み,注文重み,,pages,string
pages.marketingIntel.graphScore.weightApply,重み適用,重み適用,,pages,string
pages.marketingIntel.graphScore.weightReset,デフォルトに戻す,デフォルトに戻す,,pages,string
pages.marketingIntel.graphScore.exportCsv,CSVエクスポート,CSVエクスポート,,pages,string
pages.marketingIntel.graphScore.exportExcel,Excelエクスポート,Excelエクスポート,,pages,string
pages.marketingIntel.graphScore.channelFee,チャネル手数料,チャネル手数料,,pages,string
pages.marketingIntel.graphScore.channelFeeDesc,接続チャネルの手数料を反映した純貢献度です。,接続チャネルの手数料を反映した純貢献度です。,,pages,string
pages.marketingIntel.graphScore.connectedChannels,接続チャネル,接続チャネル,,pages,string
pages.marketingIntel.graphScore.noConnectedChannels,接続チャネルがありません。統合ハブでAPIキーを登録してください。,接続チャネルがありません。統合ハブでAPIキーを登録してください。,,pages,string
pages.marketingIntel.graphScore.goIntegrationHub,統合ハブへ移動,統合ハブへ移動,,pages,string
pages.marketingIntel.graphScore.pathWeight,パス重み,パス重み,,pages,string
pages.marketingIntel.graphScore.contribPath,🛤 貢献パス,🛤 貢献パス,,pages,string
pages.marketingIntel.graphScore.contribCreative,貢献クリエイティブ,貢献クリエイティブ,,pages,string
pages.marketingIntel.graphScore.contribInfluencer,貢献インフルエンサー,貢献インフルエンサー,,pages,string
pages.marketingIntel.graphScore.sourceNode,ソースノード,ソースノード,,pages,string
pages.marketingIntel.graphScore.targetNode,ターゲットノード,ターゲットノード,,pages,string
pages.marketingIntel.graphScore.noEdge,エッジなし — 統合ハブでチャネルを接続してください,エッジなし — 統合ハブでチャネルを接続してください,,pages,string
pages.marketingIntel.graphScore.noPath,接続された貢献パスなし,接続された貢献パスなし,,pages,string
pages.marketingIntel.graphScore.secLockDesc,異常なアクセスが検出され、ブロックされました。しばらくしてから再試行してください。,異常なアクセスが検出され、ブロックされました。しばらくしてから再試行してください。,,pages,string
pages.marketingIntel.graphScore.liveSyncStatus,リアルタイムクロスタブ同期有効 — すべてのメニューのデータがリアルタイムで反映されます。,リアルタイムクロスタブ同期有効 — すべてのメニューのデータがリアルタイムで反映されます。,,pages,string
pages.marketingIntel.graphScore.guideTabsTitle,タブ別詳細ガイド,タブ別詳細ガイド,,pages,string
pages.marketingIntel.graphScore.guideSummaryName,📊 サマリーダッシュボード,📊 サマリーダッシュボード,,pages,string
pages.marketingIntel.graphScore.guideSummaryTitle,サマリーダッシュボード,サマリーダッシュボード,,pages,string
pages.marketingIntel.graphScore.guideSummaryDesc,ネットワーク全体のノード数、エッジ数、トップ貢献者を一覧する総合ダッシュボード。ノードタイプ別の色分けで直感的に視覚化します。,ネットワーク全体のノード数、エッジ数、トップ貢献者を一覧する総合ダッシュボード。ノードタイプ別の色分けで直感的に視覚化します。,,pages,string
pages.marketingIntel.graphScore.guideBrowserName,🔍 グラフブラウザ,🔍 グラフブラウザ,,pages,string
pages.marketingIntel.graphScore.guideBrowserTitle,グラフブラウザ,グラフブラウザ,,pages,string
pages.marketingIntel.graphScore.guideBrowserDesc,全エッジをテーブル形式で閲覧し、ノードIDで検索・フィルタリングする探索ツールです。ソースノード、ターゲットノード、重み、ラベルを確認できます。,全エッジをテーブル形式で閲覧し、ノードIDで検索・フィルタリングする探索ツールです。ソースノード、ターゲットノード、重み、ラベルを確認できます。,,pages,string
pages.marketingIntel.graphScore.guideInfluencerName,🤝 インフルエンサースコア,🤝 インフルエンサースコア,,pages,string
pages.marketingIntel.graphScore.guideInfluencerTitle,インフルエンサースコア,インフルエンサースコア,,pages,string
pages.marketingIntel.graphScore.guideInfluencerDesc,特定インフルエンサーのGraph Score、接続SKU数、接続注文数をKPIカードで表示。貢献パステーブルで完全な変換経路を追跡します。,特定インフルエンサーのGraph Score、接続SKU数、接続注文数をKPIカードで表示。貢献パステーブルで完全な変換経路を追跡します。,,pages,string
pages.marketingIntel.graphScore.guideSkuName,📦 SKUスコア,📦 SKUスコア,,pages,string
pages.marketingIntel.graphScore.guideSkuTitle,SKUスコア,SKUスコア,,pages,string
pages.marketingIntel.graphScore.guideSkuDesc,特定SKUに貢献したクリエイティブ数、注文数、インフルエンサーランキングを分析します。メダル表示（🥇🥈🥉）で最大貢献者を可視化します。,特定SKUに貢献したクリエイティブ数、注文数、インフルエンサーランキングを分析します。メダル表示（🥇🥈🥉）で最大貢献者を可視化します。,,pages,string
pages.marketingIntel.graphScore.guideCreativeName,🎬 クリエイティブスコア,🎬 クリエイティブスコア,,pages,string
pages.marketingIntel.graphScore.guideCreativeTitle,クリエイティブスコア,クリエイティブスコア,,pages,string
pages.marketingIntel.graphScore.guideCreativeDesc,特定クリエイティブのGraph Score、接続SKU、関連インフルエンサー、派生注文数を分析します。クリエイティブ別ROI最適化に活用できます。,特定クリエイティブのGraph Score、接続SKU、関連インフルエンサー、派生注文数を分析します。クリエイティブ別ROI最適化に活用できます。,,pages,string
pages.marketingIntel.krChannel.noRules,ルールなし,ルールなし,,pages,string
pages.marketingIntel.omniChannel.badgeChannelCount,{{n}}チャネル対応,{{n}}チャネル対応,,pages,string
pages.marketingIntel.omniChannel.badgeRegion,グローバル+国内,グローバル+国内,,pages,string
pages.marketingIntel.omniChannel.badgeFree,無料基本プラン,無料基本プラン,,pages,string
pages.marketingIntel.omniChannel.tabChannels,チャネル連携,チャネル連携,,pages,string
pages.marketingIntel.omniChannel.tabChannelsDesc,チャネル一覧・接続状態,チャネル一覧・接続状態,,pages,string
pages.marketingIntel.omniChannel.tabInventoryDesc,リアルタイム在庫監視,リアルタイム在庫監視,,pages,string
pages.marketingIntel.omniChannel.tabOverviewDesc,チャネルKPIダッシュボード,チャネルKPIダッシュボード,,pages,string
pages.marketingIntel.omniChannel.tabGuideDesc,ステップ別設定案内,ステップ別設定案内,,pages,string
pages.marketingIntel.omniChannel.groupGlobal,🌍 グローバルマーケットプレイス,🌍 グローバルマーケットプレイス,,pages,string
pages.marketingIntel.omniChannel.groupJapan,🇯🇵 日本マーケットプレイス,🇯🇵 日本マーケットプレイス,,pages,string
pages.marketingIntel.omniChannel.groupDomestic,🇰🇷 韓国マーケットプレイス,🇰🇷 韓国マーケットプレイス,,pages,string
pages.marketingIntel.omniChannel.btnAuthKey,🔑 認証キー設定,🔑 認証キー設定,,pages,string
pages.marketingIntel.omniChannel.guideDashName,チャネル連携,チャネル連携,,pages,string
pages.marketingIntel.omniChannel.guideDashDesc,13チャネル APIキー登録・テスト・同期,13チャネル APIキー登録・テスト・同期,,pages,string
pages.marketingIntel.omniChannel.guideFeedDesc,統合商品リスト・SKU検索,統合商品リスト・SKU検索,,pages,string
pages.marketingIntel.omniChannel.guideTrendDesc,統合注文管理・ステータス変更,統合注文管理・ステータス変更,,pages,string
pages.marketingIntel.omniChannel.guideSettingsName,在庫モニタリング,在庫モニタリング,,pages,string
pages.marketingIntel.omniChannel.guideSettingsDesc,リアルタイム在庫・低在庫アラート,リアルタイム在庫・低在庫アラート,,pages,string
pages.marketingIntel.omniChannel.guideGuideDesc,チャネルKPIダッシュボード,チャネルKPIダッシュボード,,pages,string
pages.marketingIntel.omniChannel.planPro,🔑 Pro実連携：全チャネルAPI統合有効,🔑 Pro実連携：全チャネルAPI統合有効,,pages,string
pages.marketingIntel.omniChannel.planFree,🎮 無料体験：実データ連携はPro購読時利用可能,🎮 無料体験：実データ連携はPro購読時利用可能,,pages,string
pages.marketingIntel.omniChannel.statusUntested,未テスト,未テスト,,pages,string
pages.marketingIntel.omniChannel.searchPlaceholder,商品名またはSKUで検索,商品名またはSKUで検索,,pages,string
pages.marketingIntel.omniChannel.btnSaveSync,保存して同期,保存して同期,,pages,string
pages.marketingIntel.omniChannel.authTitle,認証キー設定,認証キー設定,,pages,string
pages.marketingIntel.omniChannel.demoSaveMsg,デモモードでは保存できません,デモモードでは保存できません,,pages,string
pages.marketingIntel.omniChannel.demoTestMsg,デモモードではテストできません,デモモードではテストできません,,pages,string
pages.marketingIntel.omniChannel.demoStatusMsg,デモモードでは変更できません,デモモードでは変更できません,,pages,string
pages.marketingIntel.omniChannel.integSuccess,統合成功！商品 {{products}}件・注文 {{orders}}件を同期しました,統合成功！商品 {{products}}件・注文 {{orders}}件を同期しました,,pages,string
pages.marketingIntel.omniChannel.integFail,統合に失敗しました,統合に失敗しました,,pages,string
pages.marketingIntel.omniChannel.statusShipPending,出荷待ち,出荷待ち,,pages,string
pages.marketingIntel.omniChannel.statusCancelReq,キャンセル要請,キャンセル要請,,pages,string
pages.marketingIntel.omniChannel.overviewTitle,チャネル別統合分析,チャネル別統合分析,,pages,string
