path,ko_current,ja_value,ns
pages.marketingIntel.guideContractDesc,契約条件、e-Sign、ホワイトリスト管理,契約条件、e-Sign、ホワイトリスト管理,pages
pages.marketingIntel.guideSettleDesc,自動精算検証と異常検出,自動精算検証と異常検出,pages
pages.marketingIntel.guideRoiDesc,クリエイター/コンテンツROI分析,クリエイター/コンテンツROI分析,pages
pages.marketingIntel.guideUgcDesc,レビュー感性分析とネガティブキーワード監視,レビュー感性分析とネガティブキーワード監視,pages
pages.marketingIntel.guideAiDesc,AI基盤総合評価とコミッション推薦,AI基盤総合評価とコミッション推薦,pages
pages.marketingIntel.creatorRevenue,クリエイター売上,クリエイター売上,pages
pages.marketingIntel.allTeams,全チーム,全チーム,pages
pages.marketingIntel.allAccounts,全アカウント,全アカウント,pages
pages.marketingIntel.livePerformance,リアルタイム成果,リアルタイム成果,pages
pages.marketingIntel.descPerformance,表示・クリック・ROAS・ACOS,表示・クリック・ROAS・ACOS,pages
pages.marketingIntel.descSettlement,手数料・広告費・為替,手数料・広告費・為替,pages
pages.marketingIntel.tabCreator,🤝 クリエイター精算,🤝 クリエイター精算,pages
pages.marketingIntel.descCreator,支払・貢献度・著作権,支払・貢献度・著作権,pages
pages.marketingIntel.descSkuProfit,売上・原価・広告費・P&L,売上・原価・広告費・P&L,pages
pages.marketingIntel.tabCohort,👥 コホート分析,👥 コホート分析,pages
pages.marketingIntel.descCohort,リテンション・LTV・新規ユーザー,リテンション・LTV・新規ユーザー,pages
pages.marketingIntel.tabEsg,🌿 ESGレポート,🌿 ESGレポート,pages
pages.marketingIntel.descEsg,環境・社会・ガバナンス,環境・社会・ガバナンス,pages
pages.marketingIntel.descGuide,ステップガイド・プロのヒント,ステップガイド・プロのヒント,pages
pages.marketingIntel.totalClicks,総クリック,総クリック,pages
pages.marketingIntel.cartAdds,カート追加,カート追加,pages
pages.marketingIntel.channelPerfDetail,チャネル別成果詳細,チャネル別成果詳細,pages
pages.marketingIntel.teamSpecificTotal,チーム別合計,チーム別合計,pages
pages.marketingIntel.liveFxRates,リアルタイム為替,リアルタイム為替,pages
pages.marketingIntel.settleByChannel,チャネル別精算,チャネル別精算,pages
pages.marketingIntel.totalCreators,クリエイター数,クリエイター数,pages
pages.marketingIntel.contentAttribution,コンテンツ貢献度,コンテンツ貢献度,pages
pages.marketingIntel.contentAttribRate,コンテンツ貢献率,コンテンツ貢献率,pages
pages.marketingIntel.contentAttribBreakdown,コンテンツ別貢献度,コンテンツ別貢献度,pages
pages.marketingIntel.creatorSettlement,クリエイター精算,クリエイター精算,pages
pages.marketingIntel.skuTotalMargin,SKU総マージン,SKU総マージン,pages
pages.marketingIntel.skuTopMarginSku,最高マージンSKU,最高マージンSKU,pages
pages.marketingIntel.cohortSub,月別新規ユーザーのリテンションとLTVを分析します。,月別新規ユーザーのリテンションとLTVを分析します。,pages
pages.marketingIntel.retentionRate,リテンション率,リテンション率,pages
pages.marketingIntel.retention90,90日リテンション,90日リテンション,pages
pages.marketingIntel.newUsers,新規ユーザー,新規ユーザー,pages
pages.marketingIntel.esgSub,環境・社会・ガバナンス指標をモニタリングします。,環境・社会・ガバナンス指標をモニタリングします。,pages
pages.marketingIntel.esgGovernance,ガバナンス,ガバナンス,pages
pages.marketingIntel.esgEnergy,エネルギー使用量,エネルギー使用量,pages
pages.marketingIntel.esgRecycleRate,リサイクル率,リサイクル率,pages
pages.marketingIntel.guideStep9Desc,ESG指標をモニタリングします。,ESG指標をモニタリングします。,pages
pages.marketingIntel.guideStep10Desc,ハッキング試行を検知・ブロックします。,ハッキング試行を検知・ブロックします。,pages
pages.marketingIntel.dashGuide.subtitle,GeniegoROIダッシュボードの全機能を活用する方法をご案内します。各タブの役割とデータフローを理解し、リアルタイムKPIを効果的にモニタリングしましょう。,GeniegoROIダッシュボードの全機能を活用する方法をご案内します。各タブの役割とデータフローを理解し、リアルタイムKPIを効果的にモニタリングしましょう。,pages
pages.marketingIntel.dashGuide.stepsTitle,🚀 クイックスタートガイド,🚀 クイックスタートガイド,pages
pages.marketingIntel.dashGuide.step1Title,連携ハブでチャネル接続,連携ハブでチャネル接続,pages
pages.marketingIntel.dashGuide.step1Desc,連携ハブメニューで販売チャネル（Naver、Coupangなど）と広告チャネル（Meta、Googleなど）のAPIキーを登録してください。登録されたチャネルはダッシュボードに自動反映されます。,連携ハブメニューで販売チャネル（Naver、Coupangなど）と広告チャネル（Meta、Googleなど）のAPIキーを登録してください。登録されたチャネルはダッシュボードに自動反映されます。,pages
pages.marketingIntel.dashGuide.step2Desc,ダッシュボードのメイン画面で総売上、広告費、ROAS、注文数、コンバージョン率、平均注文額をリアルタイムで確認できます。,ダッシュボードのメイン画面で総売上、広告費、ROAS、注文数、コンバージョン率、平均注文額をリアルタイムで確認できます。,pages
pages.marketingIntel.dashGuide.step3Title,マーケティング成果分析,マーケティング成果分析,pages
pages.marketingIntel.dashGuide.step3Desc,マーケティング成果タブでキャンペーン別ROI、チャネル別広告費、コンバージョン推移を分析できます。,マーケティング成果タブでキャンペーン別ROI、チャネル別広告費、コンバージョン推移を分析できます。,pages
pages.marketingIntel.dashGuide.step4Title,チャネルKPIモニタリング,チャネルKPIモニタリング,pages
pages.marketingIntel.dashGuide.step4Desc,各連携チャネルの支出、クリック、コンバージョン、ROASをリアルタイムで追跡できます。,各連携チャネルの支出、クリック、コンバージョン、ROASをリアルタイムで追跡できます。,pages
pages.marketingIntel.dashGuide.step5Title,コマース・精算管理,コマース・精算管理,pages
pages.marketingIntel.dashGuide.step5Desc,オムニチャネル売上、注文処理状況、精算内訳を確認できます。各チャネルの手数料が自動反映されます。,オムニチャネル売上、注文処理状況、精算内訳を確認できます。各チャネルの手数料が自動反映されます。,pages
pages.marketingIntel.dashGuide.step6Desc,システム現況タブでAPI状態、インフラレイテンシ、セキュリティ脅威をリアルタイムで監視できます。,システム現況タブでAPI状態、インフラレイテンシ、セキュリティ脅威をリアルタイムで監視できます。,pages
pages.marketingIntel.dashGuide.tabsTitle,📋 タブ別機能案内,📋 タブ別機能案内,pages
pages.marketingIntel.dashGuide.tabOverview,総売上、広告費、ROAS等の主要KPIをリアルタイム監視します。,総売上、広告費、ROAS等の主要KPIをリアルタイム監視します。,pages
pages.marketingIntel.dashGuide.tabMarketing,マーケティングキャンペーンのROIとチャネル別広告成果を分析します。,マーケティングキャンペーンのROIとチャネル別広告成果を分析します。,pages
pages.marketingIntel.dashGuide.tabChannel,各チャネルのKPI（支出、クリック、コンバージョン、ROAS）を詳細分析します。,各チャネルのKPI（支出、クリック、コンバージョン、ROAS）を詳細分析します。,pages
pages.marketingIntel.dashGuide.tabCommerce,オムニチャネルコマース売上と精算を統合管理します。,オムニチャネルコマース売上と精算を統合管理します。,pages
pages.marketingIntel.dashGuide.tabSales,グローバル市場別売上データをワールドマップと共に可視化します。,グローバル市場別売上データをワールドマップと共に可視化します。,pages
pages.marketingIntel.dashGuide.tabInfluencer,インフルエンサーマーケティング成果を追跡し、AI評価エンジンを活用できます。,インフルエンサーマーケティング成果を追跡し、AI評価エンジンを活用できます。,pages
pages.marketingIntel.dashGuide.tabSystem,システムインフラ状態とセキュリティ監視を提供します。,システムインフラ状態とセキュリティ監視を提供します。,pages
pages.marketingIntel.dashGuide.featuresTitle,✨ 主な機能,✨ 主な機能,pages
pages.marketingIntel.dashGuide.feat1Title,リアルタイムデータ同期,リアルタイムデータ同期,pages
pages.marketingIntel.dashGuide.feat1Desc,全連携チャネルのデータがリアルタイムで同期されます。,全連携チャネルのデータがリアルタイムで同期されます。,pages
pages.marketingIntel.dashGuide.feat2Title,クロスモジュール統合,クロスモジュール統合,pages
pages.marketingIntel.dashGuide.feat2Desc,全モジュールの主要指標がダッシュボードに自動集計されます。,全モジュールの主要指標がダッシュボードに自動集計されます。,pages
pages.marketingIntel.dashGuide.feat3Title,グローバル多言語対応,グローバル多言語対応,pages
pages.marketingIntel.dashGuide.feat3Desc,9言語で全インターフェースを利用できます。,9言語で全インターフェースを利用できます。,pages
pages.marketingIntel.dashGuide.feat4Title,チャネル手数料自動反映,チャネル手数料自動反映,pages
pages.marketingIntel.dashGuide.feat4Desc,各チャネルの手数料率が精算に自動反映されます。,各チャネルの手数料率が精算に自動反映されます。,pages
pages.marketingIntel.dashGuide.feat5Title,エンタープライズセキュリティ,エンタープライズセキュリティ,pages
pages.marketingIntel.dashGuide.feat5Desc,XSS、CSRF等のセキュリティ脅威をリアルタイムで検知・ブロックします。,XSS、CSRF等のセキュリティ脅威をリアルタイムで検知・ブロックします。,pages
pages.marketingIntel.dashGuide.feat6Title,モバイル対応,モバイル対応,pages
pages.marketingIntel.dashGuide.feat6Desc,全画面がモバイル・タブレットに最適化されています。,全画面がモバイル・タブレットに最適化されています。,pages
pages.marketingIntel.dashGuide.tipsTitle,活用ヒント,活用ヒント,pages
pages.marketingIntel.dashGuide.tip1,連携ハブでチャネルを追加するとダッシュボードに自動反映されます。,連携ハブでチャネルを追加するとダッシュボードに自動反映されます。,pages
pages.marketingIntel.dashGuide.tip2,KPIカードのスパークラインチャートでトレンドを素早く把握できます。,KPIカードのスパークラインチャートでトレンドを素早く把握できます。,pages
pages.marketingIntel.dashGuide.tip3,セキュリティアラート発生時は即座に確認してください。,セキュリティアラート発生時は即座に確認してください。,pages
pages.marketingIntel.dashGuide.tip4,グローバル売上タブで国をクリックすると詳細分析が表示されます。,グローバル売上タブで国をクリックすると詳細分析が表示されます。,pages
pages.marketingIntel.dashGuide.tip5,API応答時間が200msを超えた場合はインフラ点検を推奨します。,API応答時間が200msを超えた場合はインフラ点検を推奨します。,pages
pages.marketingIntel.onboarding.guideSecMarketer,広告、アトリビューション、AI、CRM、A/B。,広告、アトリビューション、AI、CRM、A/B。,pages
pages.marketingIntel.onboarding.roleDev,開発者・IT管理者,開発者・IT管理者,pages
pages.marketingIntel.onboarding.stepReturnsDesc,顧客返品申請→検品→再入庫→返金を自動化し、返品原因を分析します。,顧客返品申請→検品→再入庫→返金を自動化し、返品原因を分析します。,pages
pages.marketingIntel.onboarding.stepAsiaLogisticsDesc,韓国・日本・東南アジア3PL、関税・通関自動化、多国倉庫管理を設定します。,韓国・日本・東南アジア3PL、関税・通関自動化、多国倉庫管理を設定します。,pages
pages.marketingIntel.pricingDetail.free_tagline,無料で始めるプラットフォーム体験,無料で始めるプラットフォーム体験,pages
pages.marketingIntel.pricingDetail.free_headline,体験プラン,体験プラン,pages
pages.marketingIntel.pricingDetail.free_desc,Geniego-ROIプラットフォームの基本機能を即座に無料でお試しください。,Geniego-ROIプラットフォームの基本機能を即座に無料でお試しください。,pages
pages.marketingIntel.pricingDetail.free_s1i1,KPIウィジェット,KPIウィジェット,pages
pages.marketingIntel.pricingDetail.free_s1i2,クイックリンク,クイックリンク,pages
pages.marketingIntel.pricingDetail.free_s1i3,オンボーディングガイド,オンボーディングガイド,pages
pages.marketingIntel.pricingDetail.free_s2,チーム＆ヘルプ,チーム＆ヘルプ,pages
pages.marketingIntel.pricingDetail.free_s2i2,動画チュートリアル,動画チュートリアル,pages
pages.marketingIntel.pricingDetail.free_s2i3,リリースノート,リリースノート,pages
pages.marketingIntel.pricingDetail.free_s3,サブスクリプション＆請求,サブスクリプション＆請求,pages
pages.marketingIntel.pricingDetail.free_s3i1,現在のプラン確認,現在のプラン確認,pages
pages.marketingIntel.pricingDetail.free_s3i2,プランアップグレード,プランアップグレード,pages
pages.marketingIntel.pricingDetail.free_l1,リアルタイムデータなし,リアルタイムデータなし,pages
pages.marketingIntel.pricingDetail.free_l2,チャネル連携なし,チャネル連携なし,pages
pages.marketingIntel.pricingDetail.free_l3,保存/ダウンロード不可,保存/ダウンロード不可,pages
pages.marketingIntel.pricingDetail.growth_tagline,成長期の中小セラー・ブランド,成長期の中小セラー・ブランド,pages
pages.marketingIntel.pricingDetail.growth_headline,マーケティング成長プラン,マーケティング成長プラン,pages
pages.marketingIntel.pricingDetail.growth_desc,国内コマースチャネルと基本CRM自動化で売上を伸ばしましょう。,国内コマースチャネルと基本CRM自動化で売上を伸ばしましょう。,pages
pages.marketingIntel.pricingDetail.growth_s1,AIマーケティング自動化（コア）,AIマーケティング自動化（コア）,pages
pages.marketingIntel.pricingDetail.growth_s1i1,AI広告クリエイティブ生成,AI広告クリエイティブ生成,pages
pages.marketingIntel.pricingDetail.growth_s1i2,キャンペーン設定・管理・リスト・レポート,キャンペーン設定・管理・リスト・レポート,pages
pages.marketingIntel.pricingDetail.growth_s1i5,アラートポリシー一覧＆ログ,アラートポリシー一覧＆ログ,pages
pages.marketingIntel.pricingDetail.growth_s2,広告・チャネル分析（国内）,広告・チャネル分析（国内）,pages
pages.marketingIntel.pricingDetail.growth_s2i1,広告要約・チャネル・商品分析,広告要約・チャネル・商品分析,pages
pages.marketingIntel.pricingDetail.growth_s2i4,チャネルKPI（表示・CTR・CVR・CPA/CPC）,チャネルKPI（表示・CTR・CVR・CPA/CPC）,pages
pages.marketingIntel.pricingDetail.growth_s3i1,顧客DB・360°ビュー・タグ管理,顧客DB・360°ビュー・タグ管理,pages
pages.marketingIntel.pricingDetail.growth_s3i2,RFM分析・セグメントビルダー・メッセージ送信,RFM分析・セグメントビルダー・メッセージ送信,pages
pages.marketingIntel.pricingDetail.growth_s3i3,メールキャンペーン（送信・A/B・成果・予約）,メールキャンペーン（送信・A/B・成果・予約）,pages
pages.marketingIntel.pricingDetail.growth_s3i4,カカオ通知トーク・フレンドトーク・統計,カカオ通知トーク・フレンドトーク・統計,pages
pages.marketingIntel.pricingDetail.growth_s3i5,SMS/LMSキャンペーン・テンプレート,SMS/LMSキャンペーン・テンプレート,pages
pages.marketingIntel.pricingDetail.growth_s3i6,離脱ポップアップ・Webポップアップ（基本）,離脱ポップアップ・Webポップアップ（基本）,pages
pages.marketingIntel.pricingDetail.growth_s4,コマース＆物流（国内）,コマース＆物流（国内）,pages
pages.marketingIntel.pricingDetail.growth_s4i1,Coupang・Naver・Cafe24チャネル連携,Coupang・Naver・Cafe24チャネル連携,pages
pages.marketingIntel.pricingDetail.growth_s4i2,注文ハブ（全注文・クレーム・返品・配送）,注文ハブ（全注文・クレーム・返品・配送）,pages
pages.marketingIntel.pricingDetail.growth_s4i3,一括商品登録・カタログ同期・価格ルール,一括商品登録・カタログ同期・価格ルール,pages
pages.marketingIntel.pricingDetail.growth_s4i4,基本WMS（在庫・アラート・入出庫）,基本WMS（在庫・アラート・入出庫）,pages
pages.marketingIntel.pricingDetail.growth_s4i5,月次精算・配送・Excel出力,月次精算・配送・Excel出力,pages
pages.marketingIntel.pricingDetail.growth_s5,分析＆パフォーマンス,分析＆パフォーマンス,pages
pages.marketingIntel.pricingDetail.growth_s5i1,パフォーマンス要約・チャネル・商品・キャンペーン,パフォーマンス要約・チャネル・商品・キャンペーン,pages
pages.marketingIntel.pricingDetail.growth_s5i3,AIインサイトフィード,AIインサイトフィード,pages
pages.marketingIntel.pricingDetail.growth_s5i4,カスタムレポート・Excel出力,カスタムレポート・Excel出力,pages
pages.marketingIntel.pricingDetail.growth_s6i1,精算履歴・チャネル・Excel,精算履歴・チャネル・Excel,pages
pages.marketingIntel.pricingDetail.growth_s6i2,決済一覧・Excel,決済一覧・Excel,pages
pages.marketingIntel.pricingDetail.growth_s6i3,プラン表示・決済履歴・インボイス,プラン表示・決済履歴・インボイス,pages
pages.marketingIntel.pricingDetail.growth_s6i4,ライセンス有効化・状態,ライセンス有効化・状態,pages
pages.marketingIntel.pricingDetail.growth_s7,チャネル＆データ連携（国内）,チャネル＆データ連携（国内）,pages
pages.marketingIntel.pricingDetail.growth_s7i1,Meta・Google・TikTok・Naver・カカオ広告連携,Meta・Google・TikTok・Naver・カカオ広告連携,pages
pages.marketingIntel.pricingDetail.growth_s7i2,Coupangコネクタ,Coupangコネクタ,pages
pages.marketingIntel.pricingDetail.growth_s7i3,通貨選択（KRW/USD/JPY/EURグローバル）,通貨選択（KRW/USD/JPY/EURグローバル）,pages
pages.marketingIntel.pricingDetail.growth_s8i1,チームメンバー一覧・招待,チームメンバー一覧・招待,pages
pages.marketingIntel.pricingDetail.growth_s8i2,自分のアクティビティ履歴,自分のアクティビティ履歴,pages
pages.marketingIntel.pricingDetail.growth_s8i3,サポートチケット,サポートチケット,pages
pages.marketingIntel.pricingDetail.growth_l1,AI予測（離脱・LTV）— Pro以上,AI予測（離脱・LTV）— Pro以上,pages
pages.marketingIntel.pricingDetail.growth_l2,カスタマージャーニービルダー — Pro以上,カスタマージャーニービルダー — Pro以上,pages
pages.marketingIntel.pricingDetail.growth_l3,グローバルチャネル — Pro以上,グローバルチャネル — Pro以上,pages
pages.marketingIntel.pricingDetail.growth_l4,AIルールエンジン — Pro以上,AIルールエンジン — Pro以上,pages
pages.marketingIntel.pricingDetail.growth_l5,1st-Partyピクセル・APIキー — Pro以上,1st-Partyピクセル・APIキー — Pro以上,pages
pages.marketingIntel.pricingDetail.pro_tagline,プロのeコマースブランド・エージェンシー,プロのeコマースブランド・エージェンシー,pages
pages.marketingIntel.pricingDetail.pro_headline,AI自動化プラン,AI自動化プラン,pages
pages.marketingIntel.pricingDetail.pro_desc,Growth全機能 + AI予測・ジャーニービルダー・グローバルチャネル・ルールエンジン・SmartConnect・1st-Partyピクセル・高度なBI。,Growth全機能 + AI予測・ジャーニービルダー・グローバルチャネル・ルールエンジン・SmartConnect・1st-Partyピクセル・高度なBI。,pages
pages.marketingIntel.pricingDetail.pro_s1,AI予測エンジン（新）,AI予測エンジン（新）,pages
pages.marketingIntel.pricingDetail.pro_s1i1,離脱・LTV・購買確率予測,離脱・LTV・購買確率予測,pages
pages.marketingIntel.pricingDetail.pro_s1i3,ネクストベストアクション推奨,ネクストベストアクション推奨,pages
pages.marketingIntel.pricingDetail.pro_s1i5,AI広告インサイト,AI広告インサイト,pages
pages.marketingIntel.pricingDetail.pro_s1i6,AIセグメント（VIP・離脱リスク・潜在VIP自動分類）,AIセグメント（VIP・離脱リスク・潜在VIP自動分類）,pages
pages.marketingIntel.pricingDetail.pro_s2,カスタマージャーニービルダー（新）,カスタマージャーニービルダー（新）,pages
pages.marketingIntel.pricingDetail.pro_s2i1,ジャーニーキャンバス（ドラッグ＆ドロップ）,ジャーニーキャンバス（ドラッグ＆ドロップ）,pages
pages.marketingIntel.pricingDetail.pro_s2i2,トリガー設定・アクションノード管理,トリガー設定・アクションノード管理,pages
pages.marketingIntel.pricingDetail.pro_s2i3,ジャーニーパフォーマンス統計分析,ジャーニーパフォーマンス統計分析,pages
pages.marketingIntel.pricingDetail.pro_s2i4,A/Bテスト（メール・ポップアップ）,A/Bテスト（メール・ポップアップ）,pages
pages.marketingIntel.pricingDetail.pro_s3,グローバルチャネル全体（新）,グローバルチャネル全体（新）,pages
pages.marketingIntel.pricingDetail.pro_s3i1,Shopify・Amazon・LINE Ads連携,Shopify・Amazon・LINE Ads連携,pages
pages.marketingIntel.pricingDetail.pro_s3i2,WhatsAppブロードキャスト・自動化,WhatsAppブロードキャスト・自動化,pages
pages.marketingIntel.pricingDetail.pro_s3i3,Instagram DM・Facebook DM・DMキャンペーン,Instagram DM・Facebook DM・DMキャンペーン,pages
pages.marketingIntel.pricingDetail.pro_s3i4,LINEメッセージキャンペーン・統計,LINEメッセージキャンペーン・統計,pages
pages.marketingIntel.pricingDetail.pro_s3i5,ポップアップA/Bテスト・トリガー設定,ポップアップA/Bテスト・トリガー設定,pages
pages.marketingIntel.pricingDetail.pro_s4,高度なWMS+コマース拡張,高度なWMS+コマース拡張,pages
pages.marketingIntel.pricingDetail.pro_s4i1,在庫調整・ロケーション管理・バーコード連携,在庫調整・ロケーション管理・バーコード連携,pages
pages.marketingIntel.pricingDetail.pro_s4i2,月次精算連携・税金請求書・決済承認,月次精算連携・税金請求書・決済承認,pages
pages.marketingIntel.pricingDetail.pro_s4i3,3PL追加・編集,3PL追加・編集,pages
pages.marketingIntel.pricingDetail.pro_s4i4,収集ログ基本表示,収集ログ基本表示,pages
pages.marketingIntel.pricingDetail.pro_s5,AIルールエンジン＆自動化（新）,AIルールエンジン＆自動化（新）,pages
pages.marketingIntel.pricingDetail.pro_s5i1,AIポリシー設定・ルール一覧・テスト,AIポリシー設定・ルール一覧・テスト,pages
pages.marketingIntel.pricingDetail.pro_s5i2,アラート評価モデル,アラート評価モデル,pages
pages.marketingIntel.pricingDetail.pro_s5i3,アクションプリセット管理,アクションプリセット管理,pages
pages.marketingIntel.pricingDetail.pro_s6,レビュー＆UGC分析（新）,レビュー＆UGC分析（新）,pages
pages.marketingIntel.pricingDetail.pro_s6i1,チャネルレビュー収集・感情分析,チャネルレビュー収集・感情分析,pages
pages.marketingIntel.pricingDetail.pro_s6i2,AI自動返信ドラフト生成,AI自動返信ドラフト生成,pages
pages.marketingIntel.pricingDetail.pro_s6i3,UGC（Instagram・YouTube）パフォーマンス分析,UGC（Instagram・YouTube）パフォーマンス分析,pages
pages.marketingIntel.pricingDetail.pro_s7,SmartConnectハブ（新）,SmartConnectハブ（新）,pages
pages.marketingIntel.pricingDetail.pro_s7i1,ERP・SCM・3PL基本連携設定,ERP・SCM・3PL基本連携設定,pages
pages.marketingIntel.pricingDetail.pro_s7i3,フィールドマッピング設定,フィールドマッピング設定,pages
pages.marketingIntel.pricingDetail.pro_s7i4,基本同期ログ表示,基本同期ログ表示,pages
pages.marketingIntel.pricingDetail.pro_s8,1st-Partyピクセル+データ,1st-Partyピクセル+データ,pages
pages.marketingIntel.pricingDetail.pro_s8i1,ピクセルコードインストール・検証,ピクセルコードインストール・検証,pages
pages.marketingIntel.pricingDetail.pro_s8i2,リアルタイムイベントストリーム表示,リアルタイムイベントストリーム表示,pages
pages.marketingIntel.pricingDetail.pro_s8i3,アトリビューション分析（タッチモデル・ROAS）,アトリビューション分析（タッチモデル・ROAS）,pages
pages.marketingIntel.pricingDetail.pro_s8i4,イベント収集・データスキーマ・マッピング,イベント収集・データスキーマ・マッピング,pages
pages.marketingIntel.pricingDetail.pro_s8i5,APIキー・Webhook・OAuth連携,APIキー・Webhook・OAuth連携,pages
pages.marketingIntel.pricingDetail.pro_s9,高度な分析＆BI,高度な分析＆BI,pages
pages.marketingIntel.pricingDetail.pro_s9i2,チャネル・商品・トレンド別P&L,チャネル・商品・トレンド別P&L,pages
pages.marketingIntel.pricingDetail.pro_s9i3,異常検知・競合AI分析,異常検知・競合AI分析,pages
pages.marketingIntel.pricingDetail.pro_s9i4,インフルエンサー実績表示,インフルエンサー実績表示,pages
pages.marketingIntel.pricingDetail.pro_s10,リアルタイム為替+チーム管理,リアルタイム為替+チーム管理,pages
pages.marketingIntel.pricingDetail.pro_s10i1,リアルタイム為替（グローバル通貨）,リアルタイム為替（グローバル通貨）,pages
pages.marketingIntel.pricingDetail.pro_s10i2,チームアクティビティ監査,チームアクティビティ監査,pages
pages.marketingIntel.pricingDetail.pro_s10i3,システム状態・APIモニタリング,システム状態・APIモニタリング,pages
pages.marketingIntel.pricingDetail.pro_s10i4,バッチジョブ実行・再処理,バッチジョブ実行・再処理,pages
pages.marketingIntel.pricingDetail.pro_l1,ライトバック即時ロールバック — Enterprise,ライトバック即時ロールバック — Enterprise,pages
pages.marketingIntel.pricingDetail.pro_l2,Amazonポリシー・レビュー管理 — Enterprise,Amazonポリシー・レビュー管理 — Enterprise,pages
pages.marketingIntel.pricingDetail.pro_l3,市場シェア・トレンドAI — Enterprise,市場シェア・トレンドAI — Enterprise,pages
pages.marketingIntel.pricingDetail.pro_l4,データ製品SLA・ガバナンス — Enterprise,データ製品SLA・ガバナンス — Enterprise,pages
pages.marketingIntel.pricingDetail.pro_l5,SmartConnectパートナーAPI双方向 — Enterprise,SmartConnectパートナーAPI双方向 — Enterprise,pages
pages.marketingIntel.pricingDetail.pro_l6,インフルエンサーDB・キャンペーン実行 — Enterprise,インフルエンサーDB・キャンペーン実行 — Enterprise,pages
pages.marketingIntel.pricingDetail.pro_l7,監査ログ全体エクスポート — Enterprise,監査ログ全体エクスポート — Enterprise,pages
pages.marketingIntel.pricingDetail.pro_l8,自動レポート・予約送信 — Enterprise,自動レポート・予約送信 — Enterprise,pages
pages.marketingIntel.pricingDetail.pro_l9,APIデータストリーミングエクスポート — Enterprise,APIデータストリーミングエクスポート — Enterprise,pages
pages.marketingIntel.pricingDetail.ent_tagline,大規模eコマース・エージェンシー・グループ,大規模eコマース・エージェンシー・グループ,pages
pages.marketingIntel.pricingDetail.ent_headline,全機能無制限プラン,全機能無制限プラン,pages
pages.marketingIntel.pricingDetail.ent_desc,Pro全機能 + 即時ロールバック・Amazonポリシー・市場シェア・データガバナンス・SmartConnectパートナーAPI。,Pro全機能 + 即時ロールバック・Amazonポリシー・市場シェア・データガバナンス・SmartConnectパートナーAPI。,pages
pages.marketingIntel.pricingDetail.ent_s1,ライトバック即時ロールバック（新）,ライトバック即時ロールバック（新）,pages
pages.marketingIntel.pricingDetail.ent_s1i2,即時ロールバック（即座のエラー復旧）,即時ロールバック（即座のエラー復旧）,pages
pages.marketingIntel.pricingDetail.ent_s1i3,マルチブランド自動実行,マルチブランド自動実行,pages
pages.marketingIntel.pricingDetail.ent_s1i4,全ロールバック履歴表示,全ロールバック履歴表示,pages
pages.marketingIntel.pricingDetail.ent_s2i1,Amazonアカウント状態モニター,Amazonアカウント状態モニター,pages
pages.marketingIntel.pricingDetail.ent_s2i2,ポリシーコンプライアンス管理,ポリシーコンプライアンス管理,pages
pages.marketingIntel.pricingDetail.ent_s2i3,全レビューモニタリング,全レビューモニタリング,pages
pages.marketingIntel.pricingDetail.ent_s2i4,リスティング品質監査,リスティング品質監査,pages
pages.marketingIntel.pricingDetail.ent_s3,市場インテリジェンス（新）,市場インテリジェンス（新）,pages
pages.marketingIntel.pricingDetail.ent_s3i1,市場シェア分析,市場シェア分析,pages
pages.marketingIntel.pricingDetail.ent_s3i2,競合広告トラッキング（AI）,競合広告トラッキング（AI）,pages
pages.marketingIntel.pricingDetail.ent_s3i3,トレンドAI予測モデル,トレンドAI予測モデル,pages
pages.marketingIntel.pricingDetail.ent_s3i4,チャネルアトリビューション全モデル,チャネルアトリビューション全モデル,pages
pages.marketingIntel.pricingDetail.ent_s3i5,コンバージョンパス分析,コンバージョンパス分析,pages
pages.marketingIntel.pricingDetail.ent_s4,データ製品ガバナンス（新）,データ製品ガバナンス（新）,pages
pages.marketingIntel.pricingDetail.ent_s4i1,データ製品スキーマ・品質指標,データ製品スキーマ・品質指標,pages
pages.marketingIntel.pricingDetail.ent_s4i2,SLA管理・担当者割当,SLA管理・担当者割当,pages
pages.marketingIntel.pricingDetail.ent_s4i3,APIベースデータストリーミング出力,APIベースデータストリーミング出力,pages
pages.marketingIntel.pricingDetail.ent_s4i4,イベント正規化全管理,イベント正規化全管理,pages
pages.marketingIntel.pricingDetail.ent_s4i5,OAuthパートナー管理,OAuthパートナー管理,pages
pages.marketingIntel.pricingDetail.ent_s4i6,高度なデータマッピング,高度なデータマッピング,pages
pages.marketingIntel.pricingDetail.ent_s5,SmartConnectパートナーAPI（新）,SmartConnectパートナーAPI（新）,pages
pages.marketingIntel.pricingDetail.ent_s5i1,パートナーレベル双方向リアルタイム連携,パートナーレベル双方向リアルタイム連携,pages
pages.marketingIntel.pricingDetail.ent_s5i2,全リアルタイム同期ログ,全リアルタイム同期ログ,pages
pages.marketingIntel.pricingDetail.ent_s5i3,ERP・SCM・WMS全連携,ERP・SCM・WMS全連携,pages
pages.marketingIntel.pricingDetail.ent_s5i4,カスタムWebhook高度設定,カスタムWebhook高度設定,pages
pages.marketingIntel.pricingDetail.ent_s6,高度なマーケティング（新）,高度なマーケティング（新）,pages
pages.marketingIntel.pricingDetail.ent_s6i1,全インフルエンサーDB・キャンペーン実行・精算,全インフルエンサーDB・キャンペーン実行・精算,pages
