ns,path,pollution_type,ko_value,ja_value,en_value,ko_length,suggested_ko
ruleEnginePage,ruleEnginePage.dash.platRevShare,LATIN_LONG,Revenue Share by Platform,Revenue Share by Platform,Revenue Share by Platform,25,
ruleEnginePage,ruleEnginePage.dash.recentOrdersClick,LATIN_LONG,Recent Orders (Click → Detail Search),Recent Orders (Click → Detail Search),Recent Orders (Click → Detail Search),37,
ruleEnginePage,ruleEnginePage.dash.regDist,LATIN_LONG,Conversion Analysis by Region,Conversion Analysis by Region,Conversion Analysis by Region,29,
ruleEnginePage,ruleEnginePage.dash.regionOrders,LATIN_LONG,Orders by Region,Orders by Region,Orders by Region,16,
ruleEnginePage,ruleEnginePage.dash.roleCommerce1,LATIN_LONG,Check Inventory Alerts,Check Inventory Alerts,Check Inventory Alerts,22,
ruleEnginePage,ruleEnginePage.dash.roleCommerce1Desc,LATIN_LONG,Check Near-Stockout Products,Check Near-Stockout Products,Check Near-Stockout Products,28,
ruleEnginePage,ruleEnginePage.dash.roleCommerce2,LATIN_LONG,Order Processing Status,Order Processing Status,Order Processing Status,23,
ruleEnginePage,ruleEnginePage.dash.roleCommerce2Desc,LATIN_LONG,Check Unprocessed Orders,Check Unprocessed Orders,Check Unprocessed Orders,24,
ruleEnginePage,ruleEnginePage.dash.roleCommerce3,LATIN_LONG,Returns/Exchange Management,Returns/Exchange Management,Returns/Exchange Management,27,
ruleEnginePage,ruleEnginePage.dash.roleCommerce3Desc,LATIN_LONG,Process Return Requests,Process Return Requests,Process Return Requests,23,
ruleEnginePage,ruleEnginePage.dash.roleDev1,LATIN_LONG,System Errors,System Errors,System Errors,13,
ruleEnginePage,ruleEnginePage.dash.roleDev1Desc,LATIN_LONG,Check Error Logs,Check Error Logs,Check Error Logs,16,
ruleEnginePage,ruleEnginePage.dash.roleDev2,LATIN_LONG,API Key Management,API Key Management,API Key Management,18,
ruleEnginePage,ruleEnginePage.dash.roleDev2Desc,LATIN_LONG,Renew Expiring Keys,Renew Expiring Keys,Renew Expiring Keys,19,
ruleEnginePage,ruleEnginePage.dash.roleDev3Desc,LATIN_LONG,Review Schema Changes,Review Schema Changes,Review Schema Changes,21,
ruleEnginePage,ruleEnginePage.dash.roleFinance1,LATIN_LONG,P&L Status,P&L Status,P&L Status,10,
ruleEnginePage,ruleEnginePage.dash.roleFinance1Desc,LATIN_LONG,Check Today's P&L,Check Today's P&L,Check Today's P&L,17,
ruleEnginePage,ruleEnginePage.dash.roleFinance2,LATIN_LONG,Settlement Reconciliation,Settlement Reconciliation,Settlement Reconciliation,25,
ruleEnginePage,ruleEnginePage.dash.roleFinance2Desc,LATIN_LONG,Review Unmatched Transactions,Review Unmatched Transactions,Review Unmatched Transactions,29,
ruleEnginePage,ruleEnginePage.dash.roleFinance3,LATIN_LONG,Generate Report,Generate Report,Generate Report,15,
ruleEnginePage,ruleEnginePage.dash.roleFinance3Desc,LATIN_LONG,Create Weekly Report,Create Weekly Report,Create Weekly Report,20,
ruleEnginePage,ruleEnginePage.dash.roleMarketer1,LATIN_LONG,Crisis Response Guide,Crisis Response Guide,Crisis Response Guide,21,
ruleEnginePage,ruleEnginePage.dash.roleMarketer1Desc,LATIN_LONG,Check ROAS declining channels,Check ROAS declining channels,Check ROAS declining channels,29,
ruleEnginePage,ruleEnginePage.dash.roleMarketer2,LATIN_LONG,Campaign Optimization Suggestions,Campaign Optimization Suggestions,Campaign Optimization Suggestions,33,
ruleEnginePage,ruleEnginePage.dash.roleMarketer2Desc,LATIN_LONG,AI-based Auto Optimization,AI-based Auto Optimization,AI-based Auto Optimization,26,
ruleEnginePage,ruleEnginePage.dash.roleMarketer3,LATIN_LONG,Team Feedback Review,Team Feedback Review,Team Feedback Review,20,
ruleEnginePage,ruleEnginePage.dash.roleMarketer3Desc,LATIN_LONG,CRM Insights Review,CRM Insights Review,CRM Insights Review,19,
ruleEnginePage,ruleEnginePage.dash.roleOps1,LATIN_LONG,Logistics Issues,Logistics Issues,Logistics Issues,16,
ruleEnginePage,ruleEnginePage.dash.roleOps1Desc,LATIN_LONG,Check Shipping Delays,Check Shipping Delays,Check Shipping Delays,21,
ruleEnginePage,ruleEnginePage.dash.roleOps2,LATIN_LONG,Asia Logistics,Asia Logistics,Asia Logistics,14,
ruleEnginePage,ruleEnginePage.dash.roleOps2Desc,LATIN_LONG,Overseas Logistics Status,Overseas Logistics Status,Overseas Logistics Status,25,
ruleEnginePage,ruleEnginePage.dash.roleOps3,LATIN_LONG,Warehouse Management,Warehouse Management,Warehouse Management,20,
ruleEnginePage,ruleEnginePage.dash.roleOps3Desc,LATIN_LONG,Monitor Inventory Levels,Monitor Inventory Levels,Monitor Inventory Levels,24,
ruleEnginePage,ruleEnginePage.dash.securityAlert,LATIN_LONG,Security Alert,Security Alert,Security Alert,14,
ruleEnginePage,ruleEnginePage.dash.securityMonitor,LATIN_LONG,Security Monitor,Security Monitor,Security Monitor,16,
ruleEnginePage,ruleEnginePage.dash.selectRoleDesc,LATIN_LONG,We provide customized dashboards,We provide customized dashboards,We provide customized dashboards,32,
ruleEnginePage,ruleEnginePage.dash.selectRoleTitle,LATIN_LONG,Please Select Your Role,Please Select Your Role,Please Select Your Role,23,
ruleEnginePage,ruleEnginePage.dash.settlementChs,LATIN_LONG,Settlement Chs,Settlement Chs,Settlement Chs,14,
ruleEnginePage,ruleEnginePage.dash.shopeeName,LATIN_LONG,Shopee SG,Shopee SG,Shopee SG,9,
ruleEnginePage,ruleEnginePage.dash.smartstoreName,LATIN_LONG,Naver Store,Naver Store,Naver Store,11,
ruleEnginePage,ruleEnginePage.dash.syncSettled,LATIN_LONG,Settlement Complete,Settlement Complete,Settlement Complete,19,
ruleEnginePage,ruleEnginePage.dash.threatDetected,LATIN_LONG,Threat Detected,Threat Detected,Threat Detected,15,
ruleEnginePage,ruleEnginePage.dash.threatsDetected,LATIN_LONG,threats detected,threats detected,threats detected,16,
ruleEnginePage,ruleEnginePage.dash.topRegRev,LATIN_LONG,Top Regions,Top Regions,Top Regions,11,
ruleEnginePage,ruleEnginePage.dash.totalStock,LATIN_LONG,Total Stock,Total Stock,Total Stock,11,
ruleEnginePage,ruleEnginePage.dash.unitTimes,LATIN_LONG, times, times, times,6,
ruleEnginePage,ruleEnginePage.marketing.adAccountFilter,LATIN_LONG,Ad Account,Ad Account,Ad Account,10,
ruleEnginePage,ruleEnginePage.marketing.adFilterAll,LATIN_LONG,All Accounts,All Accounts,All Accounts,12,
ruleEnginePage,ruleEnginePage.marketing.adFilterSub,LATIN_LONG,Sub Account 1,Sub Account 1,Sub Account 1,13,
ruleEnginePage,ruleEnginePage.marketing.adMetaDynChart,LATIN_LONG,Ad Meta Dynamic Chart Performance,Ad Meta Dynamic Chart Performance,Ad Meta Dynamic Chart Performance,33,
ruleEnginePage,ruleEnginePage.marketing.adTableSub,LATIN_LONG,Performance during the selected active period.,Performance during the selected active period.,Performance during the selected active period.,46,
ruleEnginePage,ruleEnginePage.marketing.adTableTitle,LATIN_LONG,Ad Performance Detail (Campaign/Ad Set),Ad Performance Detail (Campaign/Ad Set),Ad Performance Detail (Campaign/Ad Set),39,
ruleEnginePage,ruleEnginePage.marketing.aiReasonDetail,LATIN_LONG,Ai Reason Detail,Ai Reason Detail,Ai Reason Detail,16,
ruleEnginePage,ruleEnginePage.marketing.approvedBy,LATIN_LONG,Approved By,Approved By,Approved By,11,
ruleEnginePage,ruleEnginePage.marketing.bgPeriodMonthly,LATIN_LONG,Bg Period Monthly,Bg Period Monthly,Bg Period Monthly,17,
ruleEnginePage,ruleEnginePage.marketing.bgPeriodQuarterly,LATIN_LONG,Bg Period Quarterly,Bg Period Quarterly,Bg Period Quarterly,19,
ruleEnginePage,ruleEnginePage.marketing.bgPeriodYearly,LATIN_LONG,Bg Period Yearly,Bg Period Yearly,Bg Period Yearly,16,
ruleEnginePage,ruleEnginePage.marketing.bgPlannerDesc,LATIN_LONG,Bg Planner,Bg Planner,Bg Planner,10,
ruleEnginePage,ruleEnginePage.marketing.ch_google,LATIN_LONG,Google（YouTube）,Google（YouTube）,Google（YouTube）,15,
ruleEnginePage,ruleEnginePage.marketing.chPerfDash,LATIN_LONG,Channel Performance Dashboard,Channel Performance Dashboard,Channel Performance Dashboard,29,
ruleEnginePage,ruleEnginePage.marketing.chTrendKpi,LATIN_LONG,Key KPI Trends by Media,Key KPI Trends by Media,Key KPI Trends by Media,23,
ruleEnginePage,ruleEnginePage.marketing.colAchieve,LATIN_LONG,Goal Achievement,Goal Achievement,Goal Achievement,16,
ruleEnginePage,ruleEnginePage.marketing.colChan,LATIN_LONG,Channel Name,Channel Name,Channel Name,12,
ruleEnginePage,ruleEnginePage.marketing.colCpa,LATIN_LONG,CPA Cost,CPA Cost,CPA Cost,8,
ruleEnginePage,ruleEnginePage.marketing.colItemName,LATIN_LONG,Col Item Name,Col Item Name,Col Item Name,13,
ruleEnginePage,ruleEnginePage.marketing.colResultConv,LATIN_LONG,Actual Conversions,Actual Conversions,Actual Conversions,18,
ruleEnginePage,ruleEnginePage.marketing.commerceDesc,LATIN_LONG,Order · Inventory · Settlement Unified Status,Order · Inventory · Settlement Unified Status,Order · Inventory · Settlement Unified Status,45,
ruleEnginePage,ruleEnginePage.marketing.convFunnel,LATIN_LONG,Conversion Funnel Analysis,Conversion Funnel Analysis,Conversion Funnel Analysis,26,
ruleEnginePage,ruleEnginePage.marketing.defaultTeam,LATIN_LONG,Default Team,Default Team,Default Team,12,
ruleEnginePage,ruleEnginePage.marketing.explainCatInsight,LATIN_LONG,Explain Cat Insight,Explain Cat Insight,Explain Cat Insight,19,
ruleEnginePage,ruleEnginePage.marketing.explainChWhy,LATIN_LONG,Explain Ch Why,Explain Ch Why,Explain Ch Why,14,
ruleEnginePage,ruleEnginePage.marketing.explainEditNote,LATIN_LONG,Explain Edit Note,Explain Edit Note,Explain Edit Note,17,
ruleEnginePage,ruleEnginePage.marketing.explainTitle,LATIN_LONG,Explain Title,Explain Title,Explain Title,13,
ruleEnginePage,ruleEnginePage.marketing.genderDist,LATIN_LONG,Gender Distribution,Gender Distribution,Gender Distribution,19,
ruleEnginePage,ruleEnginePage.marketing.influencerDesc,LATIN_LONG,Influencer · UGC Performance Analysis,Influencer · UGC Performance Analysis,Influencer · UGC Performance Analysis,37,
ruleEnginePage,ruleEnginePage.marketing.KRChannel,LATIN_LONG,KR Channel,KR Channel,KR Channel,10,
ruleEnginePage,ruleEnginePage.marketing.liveActivity,LATIN_LONG,Live Activity,Live Activity,Live Activity,13,
ruleEnginePage,ruleEnginePage.marketing.LockBadge,LATIN_LONG,🔒 Demo,🔒 Demo,🔒 Demo,7,
ruleEnginePage,ruleEnginePage.marketing.marketingDesc,LATIN_LONG,Ad · Campaign Integrated Analysis,Ad · Campaign Integrated Analysis,Ad · Campaign Integrated Analysis,33,
ruleEnginePage,ruleEnginePage.marketing.memAccessSaved,LATIN_LONG,Mem Access Saved,Mem Access Saved,Mem Access Saved,16,
ruleEnginePage,ruleEnginePage.marketing.metricCpc,LATIN_LONG,Average CPC,Average CPC,Average CPC,11,
ruleEnginePage,ruleEnginePage.marketing.metricCpm,LATIN_LONG,Average CPM,Average CPM,Average CPM,11,
ruleEnginePage,ruleEnginePage.marketing.metricCtr,LATIN_LONG,Average CTR,Average CTR,Average CTR,11,
ruleEnginePage,ruleEnginePage.marketing.metricRoas,LATIN_LONG,Return on Ad Spend (ROAS),Return on Ad Spend (ROAS),Return on Ad Spend (ROAS),25,
ruleEnginePage,ruleEnginePage.marketing.metricSpend,LATIN_LONG,Daily Spend,Daily Spend,Daily Spend,11,
ruleEnginePage,ruleEnginePage.marketing.mktHierTitle,LATIN_LONG,Detailed Ad Media Performance,Detailed Ad Media Performance,Detailed Ad Media Performance,29,
ruleEnginePage,ruleEnginePage.marketing.moduleShortcuts,LATIN_LONG,Module Shortcuts,Module Shortcuts,Module Shortcuts,16,
ruleEnginePage,ruleEnginePage.marketing.naverName,LATIN_LONG,Naver Search Ads,Naver Search Ads,Naver Search Ads,16,
ruleEnginePage,ruleEnginePage.marketing.overviewDesc,LATIN_LONG,All platform KPIs at a glance,All platform KPIs at a glance,All platform KPIs at a glance,29,
ruleEnginePage,ruleEnginePage.marketing.PriceCheck,LATIN_LONG,Price Check,Price Check,Price Check,11,
ruleEnginePage,ruleEnginePage.marketing.PriceOpt,LATIN_LONG,Price Opt,Price Opt,Price Opt,9,
ruleEnginePage,ruleEnginePage.marketing.PricingView,LATIN_LONG,Check Pricing Plans,Check Pricing Plans,Check Pricing Plans,19,
ruleEnginePage,ruleEnginePage.marketing.realModeLabel,LATIN_LONG,🔴 LIVE,🔴 LIVE,🔴 LIVE,7,
ruleEnginePage,ruleEnginePage.marketing.sales,LATIN_LONG,Global Sales,Global Sales,Global Sales,12,
ruleEnginePage,ruleEnginePage.marketing.salesDesc,LATIN_LONG,Revenue Status by Country/Region,Revenue Status by Country/Region,Revenue Status by Country/Region,32,
ruleEnginePage,ruleEnginePage.marketing.SampleDesc2,LATIN_LONG,This feature only fetches real data after paid plan integration. Current screen uses sample data.,This feature only fetches real data after paid plan integration. Current screen uses sample data.,This feature only fetches real data after paid plan integration. Current screen uses sample data.,97,
ruleEnginePage,ruleEnginePage.marketing.SampleDesc3,LATIN_LONG,Virtual data is being displayed.,Virtual data is being displayed.,Virtual data is being displayed.,32,
ruleEnginePage,ruleEnginePage.marketing.selectRoleDesc,LATIN_LONG,We suggest customized options and quick actions for your role.,We suggest customized options and quick actions for your role.,We suggest customized options and quick actions for your role.,62,
ruleEnginePage,ruleEnginePage.marketing.selectRoleTitle,LATIN_LONG,Please select your role,Please select your role,Please select your role,23,
ruleEnginePage,ruleEnginePage.marketing.statusApproved,LATIN_LONG,Status Approved,Status Approved,Status Approved,15,
ruleEnginePage,ruleEnginePage.marketing.statusPaused,LATIN_LONG,Status Paused,Status Paused,Status Paused,13,
ruleEnginePage,ruleEnginePage.marketing.statusPending,LATIN_LONG,Status Pending,Status Pending,Status Pending,14,
ruleEnginePage,ruleEnginePage.marketing.statusRejected,LATIN_LONG,Status Rejected,Status Rejected,Status Rejected,15,
ruleEnginePage,ruleEnginePage.marketing.systemDesc,LATIN_LONG,API · Pipeline · Server Status,API · Pipeline · Server Status,API · Pipeline · Server Status,30,
ruleEnginePage,ruleEnginePage.marketing.tabAdset,LATIN_LONG,Ad Set Level,Ad Set Level,Ad Set Level,12,
ruleEnginePage,ruleEnginePage.marketing.topRegion,LATIN_LONG,Top Visited Regions,Top Visited Regions,Top Visited Regions,19,
ruleEnginePage,ruleEnginePage.marketing.upgradeBarCoupon,LATIN_LONG,Your account has a free coupon.,Your account has a free coupon.,Your account has a free coupon.,31,
ruleEnginePage,ruleEnginePage.marketing.upgradeBarDesc,LATIN_LONG,Connect your API now and fully utilize the platform with your data.,Connect your API now and fully utilize the platform with your data.,Connect your API now and fully utilize the platform with your data.,67,
ruleEnginePage,ruleEnginePage.marketing.upgradeBarMembership,LATIN_LONG,Membership Coupon Application Guide,Membership Coupon Application Guide,Membership Coupon Application Guide,35,
ruleEnginePage,ruleEnginePage.marketing.upgradeBarTitle,LATIN_LONG,🎉 Connect real business data and try all features free for 7 days!,🎉 Connect real business data and try all features free for 7 days!,🎉 Connect real business data and try all features free for 7 days!,67,
ruleEnginePage,ruleEnginePage.marketing.vsYesterday,LATIN_LONG,vs Yesterday,vs Yesterday,vs Yesterday,12,
ruleEnginePage,ruleEnginePage.root_pageTitle_aiPolicy,LATIN_LONG,Root_page Title_ai Policy,Root_page Title_ai Policy,Root_page Title_ai Policy,25,
ruleEnginePage,ruleEnginePage.root_pageTitle_approvals,LATIN_LONG,Root_page Title_approvals,Root_page Title_approvals,Root_page Title_approvals,25,
ruleEnginePage,ruleEnginePage.root_pageTitle_integrationHub,LATIN_LONG,Root_page Title_integration Hub,Root_page Title_integration Hub,Root_page Title_integration Hub,31,
ruleEnginePage,ruleEnginePage.root_pageTitle_marketing,LATIN_LONG,Root_page Title_marketing,Root_page Title_marketing,Root_page Title_marketing,25,
ruleEnginePage,ruleEnginePage.root_pageTitle_onboarding,LATIN_LONG,Root_page Title_onboarding,Root_page Title_onboarding,Root_page Title_onboarding,26,
ruleEnginePage,ruleEnginePage.root_pageTitle_writeback,LATIN_LONG,Root_page Title_writeback,Root_page Title_writeback,Root_page Title_writeback,25,
ruleEnginePage,ruleEnginePage.super.aaAddCmt,LATIN_LONG,Add a comment to the current view...,Add a comment to the current view...,Add a comment to the current view...,36,
ruleEnginePage,ruleEnginePage.super.conTabDw,LATIN_LONG,🔷 Data Warehouse,🔷 Data Warehouse,🔷 Data Warehouse,17,
ruleEnginePage,ruleEnginePage.super.ihConnected,LATIN_LONG,🟢 Connected,🟢 Connected,🟢 Connected,12,
ruleEnginePage,ruleEnginePage.super.ihConnecting,LATIN_LONG,Connecting...,Connecting...,Connecting...,13,
ruleEnginePage,ruleEnginePage.super.ihGoogle,LATIN_LONG,Google Ads,Google Ads,Google Ads,10,
ruleEnginePage,ruleEnginePage.super.ihMeta,LATIN_LONG,Meta Ads,Meta Ads,Meta Ads,8,
ruleEnginePage,ruleEnginePage.super.rbLib,LATIN_LONG,📊 Widget Library,📊 Widget Library,📊 Widget Library,17,
ruleEnginePage,ruleEnginePage.super.rbTitle,LATIN_LONG,🛠️ Custom Report Builder,🛠️ Custom Report Builder,🛠️ Custom Report Builder,25,
ruleEnginePage,ruleEnginePage.wms.adjustInventory,LATIN_LONG,Adjust Inventory,Adjust Inventory,Adjust Inventory,16,
ruleEnginePage,ruleEnginePage.wms.auditAdjAlert,LATIN_LONG,Stock adjustment will be reflected in In/Out tab.,Stock adjustment will be reflected in In/Out tab.,Stock adjustment will be reflected in In/Out tab.,49,
ruleEnginePage,ruleEnginePage.wms.auditAllSku,LATIN_LONG,All SKUs,All SKUs,All SKUs,8,
ruleEnginePage,ruleEnginePage.wms.auditBulkAdj,LATIN_LONG,🔧 Bulk Adjust,🔧 Bulk Adjust,🔧 Bulk Adjust,14,
ruleEnginePage,ruleEnginePage.wms.auditColBook,LATIN_LONG,Book Stock,Book Stock,Book Stock,10,
ruleEnginePage,ruleEnginePage.wms.auditColInput,LATIN_LONG,Count Input,Count Input,Count Input,11,
ruleEnginePage,ruleEnginePage.wms.auditCompleted,LATIN_LONG,✅ Completed,✅ Completed,✅ Completed,11,
ruleEnginePage,ruleEnginePage.wms.auditConfirmMsg,LATIN_LONG,{n} SKUs uncounted. Complete?,{n} SKUs uncounted. Complete?,{n} SKUs uncounted. Complete?,29,
ruleEnginePage,ruleEnginePage.wms.auditCounting,LATIN_LONG,🔄 Counting,🔄 Counting,🔄 Counting,11,
ruleEnginePage,ruleEnginePage.wms.auditDateLabel,LATIN_LONG,Audit Date,Audit Date,Audit Date,10,
ruleEnginePage,ruleEnginePage.wms.auditDiffQty,LATIN_LONG,Discrepancy,Discrepancy,Discrepancy,11,
ruleEnginePage,ruleEnginePage.wms.auditDiffReport,LATIN_LONG,🖨️ Diff Report,🖨️ Diff Report,🖨️ Diff Report,15,
ruleEnginePage,ruleEnginePage.wms.auditDiscTitle,LATIN_LONG,⚠️ Discrepancy Items,⚠️ Discrepancy Items,⚠️ Discrepancy Items,20,
ruleEnginePage,ruleEnginePage.wms.auditDoneBtn,LATIN_LONG,✅ Complete,✅ Complete,✅ Complete,10,
ruleEnginePage,ruleEnginePage.wms.auditDraft,LATIN_LONG,📝 Draft,📝 Draft,📝 Draft,8,
ruleEnginePage,ruleEnginePage.wms.auditExcess,LATIN_LONG,📈 Excess,📈 Excess,📈 Excess,9,
ruleEnginePage,ruleEnginePage.wms.auditLogBtn,LATIN_LONG,Movement History,Movement History,Movement History,16,
ruleEnginePage,ruleEnginePage.wms.auditLogClearBtn,LATIN_LONG,Delete History,Delete History,Delete History,14,
ruleEnginePage,ruleEnginePage.wms.auditLogClearConfirm,LATIN_LONG,Delete all history? This cannot be undone.,Delete all history? This cannot be undone.,Delete all history? This cannot be undone.,42,
ruleEnginePage,ruleEnginePage.wms.auditLogDesc,LATIN_LONG,Immutable log of all stock changes. Up to 500 records.,Immutable log of all stock changes. Up to 500 records.,Immutable log of all stock changes. Up to 500 records.,54,
ruleEnginePage,ruleEnginePage.wms.auditLogEmpty,LATIN_LONG,No movement history recorded.,No movement history recorded.,No movement history recorded.,29,
ruleEnginePage,ruleEnginePage.wms.auditLogTitle,LATIN_LONG,Stock Movement History (Audit Trail),Stock Movement History (Audit Trail),Stock Movement History (Audit Trail),36,
ruleEnginePage,ruleEnginePage.wms.auditNoDiff,LATIN_LONG,No Issues,No Issues,No Issues,9,
ruleEnginePage,ruleEnginePage.wms.auditNormal,LATIN_LONG,✅ Normal,✅ Normal,✅ Normal,8,
ruleEnginePage,ruleEnginePage.wms.auditNotCounted,LATIN_LONG,Not Counted,Not Counted,Not Counted,11,
ruleEnginePage,ruleEnginePage.wms.auditNotDone,LATIN_LONG,Not Counted,Not Counted,Not Counted,11,
ruleEnginePage,ruleEnginePage.wms.auditPrintBtn,LATIN_LONG,🖨️ Print,🖨️ Print,🖨️ Print,9,
ruleEnginePage,ruleEnginePage.wms.auditSearchPh,LATIN_LONG,Search SKU or product...,Search SKU or product...,Search SKU or product...,24,
ruleEnginePage,ruleEnginePage.wms.auditShort,LATIN_LONG,📉 Short,📉 Short,📉 Short,8,
ruleEnginePage,ruleEnginePage.wms.auditStartBtn,LATIN_LONG,🔄 Start,🔄 Start,🔄 Start,8,
ruleEnginePage,ruleEnginePage.wms.auditTotalDiff,LATIN_LONG,Total Discrepancy Qty,Total Discrepancy Qty,Total Discrepancy Qty,21,
ruleEnginePage,ruleEnginePage.wms.bdlAddBtn,LATIN_LONG,+ Add Bundle,+ Add Bundle,+ Add Bundle,12,
ruleEnginePage,ruleEnginePage.wms.bdlAddComp,LATIN_LONG,+ Add,+ Add,+ Add,5,
ruleEnginePage,ruleEnginePage.wms.bdlAssemble,LATIN_LONG,Assemblable,Assemblable,Assemblable,11,
ruleEnginePage,ruleEnginePage.wms.bdlBomTitle,LATIN_LONG,Components (BOM),Components (BOM),Components (BOM),16,
ruleEnginePage,ruleEnginePage.wms.bdlNameLabel,LATIN_LONG,Bundle Name,Bundle Name,Bundle Name,11,
ruleEnginePage,ruleEnginePage.wms.bdlNamePh,LATIN_LONG,Bdl Name Ph,Bdl Name Ph,Bdl Name Ph,11,
ruleEnginePage,ruleEnginePage.wms.bdlNewTitle,LATIN_LONG,New Bundle,New Bundle,New Bundle,10,
ruleEnginePage,ruleEnginePage.wms.bdlRegAlert,LATIN_LONG,Bundle Registration Complete:,Bundle Registration Complete:,Bundle Registration Complete:,29,
ruleEnginePage,ruleEnginePage.wms.bdlSaveBtn,LATIN_LONG,💾 Register,💾 Register,💾 Register,11,
ruleEnginePage,ruleEnginePage.wms.bdlShip1,LATIN_LONG,📦 Ship 1 Set,📦 Ship 1 Set,📦 Ship 1 Set,13,
ruleEnginePage,ruleEnginePage.wms.bdlShip10,LATIN_LONG,📦 Ship 10 Sets,📦 Ship 10 Sets,📦 Ship 10 Sets,15,
ruleEnginePage,ruleEnginePage.wms.bdlShipAlert,LATIN_LONG,Bundle Shipment:,Bundle Shipment:,Bundle Shipment:,16,
ruleEnginePage,ruleEnginePage.wms.bdlSkuLabel,LATIN_LONG,Bundle SKU,Bundle SKU,Bundle SKU,10,
ruleEnginePage,ruleEnginePage.wms.carrAddBtn,LATIN_LONG,+ Add Carrier,+ Add Carrier,+ Add Carrier,13,
ruleEnginePage,ruleEnginePage.wms.carrAllReg,LATIN_LONG,Total Registered,Total Registered,Total Registered,16,
ruleEnginePage,ruleEnginePage.wms.carrApiDone,LATIN_LONG,API Connected,API Connected,API Connected,13,
ruleEnginePage,ruleEnginePage.wms.carrApiKeyLabel,LATIN_LONG,API Key,API Key,API Key,7,
ruleEnginePage,ruleEnginePage.wms.carrApiKeyPh,LATIN_LONG,Enter API Key,Enter API Key,Enter API Key,13,
ruleEnginePage,ruleEnginePage.wms.carrApiKeyRequired,LATIN_LONG,Enter API Key first.,Enter API Key first.,Enter API Key first.,20,
ruleEnginePage,ruleEnginePage.wms.carrCodeLabel,LATIN_LONG,Code *,Code *,Code *,6,
ruleEnginePage,ruleEnginePage.wms.carrEditTitle,LATIN_LONG,✏️ Edit Carrier,✏️ Edit Carrier,✏️ Edit Carrier,15,
ruleEnginePage,ruleEnginePage.wms.carrFailMsg,LATIN_LONG,❌ Auth failed for {name},❌ Auth failed for {name},❌ Auth failed for {name},24,
ruleEnginePage,ruleEnginePage.wms.carrIntegFail,LATIN_LONG,❌ Failed,❌ Failed,❌ Failed,8,
ruleEnginePage,ruleEnginePage.wms.carrIntegOk,LATIN_LONG,✅ Connected,✅ Connected,✅ Connected,11,
ruleEnginePage,ruleEnginePage.wms.carrKeyReg,LATIN_LONG,🔑 Key Registered,🔑 Key Registered,🔑 Key Registered,17,
ruleEnginePage,ruleEnginePage.wms.carrLoadingMsg,LATIN_LONG,🔄 Testing {name} API...,🔄 Testing {name} API...,🔄 Testing {name} API...,24,
ruleEnginePage,ruleEnginePage.wms.carrNameLabel,LATIN_LONG,Company *,Company *,Company *,9,
ruleEnginePage,ruleEnginePage.wms.carrNameRequired,LATIN_LONG,Name and code required.,Name and code required.,Name and code required.,23,
ruleEnginePage,ruleEnginePage.wms.carrNewTitle,LATIN_LONG,➕ New Carrier,➕ New Carrier,➕ New Carrier,13,
ruleEnginePage,ruleEnginePage.wms.carrNoApi,LATIN_LONG,Not Connected,Not Connected,Not Connected,13,
ruleEnginePage,ruleEnginePage.wms.carrNoInteg,LATIN_LONG,⚠️ Not Connected,⚠️ Not Connected,⚠️ Not Connected,16,
ruleEnginePage,ruleEnginePage.wms.carrOkMsg,LATIN_LONG,✅ {name} API connected,✅ {name} API connected,✅ {name} API connected,22,
ruleEnginePage,ruleEnginePage.wms.carrTestBtn,LATIN_LONG,🔌 Test,🔌 Test,🔌 Test,7,
ruleEnginePage,ruleEnginePage.wms.carrTestLoading,LATIN_LONG,🔄 Testing,🔄 Testing,🔄 Testing,10,
ruleEnginePage,ruleEnginePage.wms.carrTestOk,LATIN_LONG,✅ Re-test,✅ Re-test,✅ Re-test,9,
ruleEnginePage,ruleEnginePage.wms.carrTrackUrlLabel,LATIN_LONG,Tracking URL,Tracking URL,Tracking URL,12,
ruleEnginePage,ruleEnginePage.wms.carrTypeLabel,LATIN_LONG,Type *,Type *,Type *,6,
ruleEnginePage,ruleEnginePage.wms.combApproveBtn,LATIN_LONG,✓ Approve,✓ Approve,✓ Approve,9,
ruleEnginePage,ruleEnginePage.wms.combApproved,LATIN_LONG,✓ Approved,✓ Approved,✓ Approved,10,
ruleEnginePage,ruleEnginePage.wms.combCarrierLabel,LATIN_LONG,Bundle Carrier,Bundle Carrier,Bundle Carrier,14,
ruleEnginePage,ruleEnginePage.wms.combDone,LATIN_LONG,✅ Complete,✅ Complete,✅ Complete,10,
ruleEnginePage,ruleEnginePage.wms.combInfo,LATIN_LONG,💡 Bundle multiple orders from the same buyer into one package.,💡 Bundle multiple orders from the same buyer into one package.,💡 Bundle multiple orders from the same buyer into one package.,63,
ruleEnginePage,ruleEnginePage.wms.combListTitle,LATIN_LONG,📋 Bundle Request List,📋 Bundle Request List,📋 Bundle Request List,22,
ruleEnginePage,ruleEnginePage.wms.combOrderListLabel,LATIN_LONG,Order Numbers,Order Numbers,Order Numbers,13,
ruleEnginePage,ruleEnginePage.wms.combOrderRequired,LATIN_LONG,Enter order numbers.,Enter order numbers.,Enter order numbers.,20,
ruleEnginePage,ruleEnginePage.wms.combPending,LATIN_LONG,⏳ Pending,⏳ Pending,⏳ Pending,9,
