ns,path,ko_value,suggested_ko
pages,pages.pricingDetail.ent_s4i4,Event Normalization Full Mgmt,이벤트 정규화 통합 관리
pages,pages.pricingDetail.ent_s4i5,OAuth Partner Management,OAuth 파트너 관리
pages,pages.pricingDetail.ent_s4i6,Advanced Data Mapping,고급 데이터 매핑
pages,pages.pricingDetail.ent_s5,SmartConnect Partner API (New),SmartConnect 파트너 API (신규)
pages,pages.pricingDetail.ent_s5i1,Partner-level Bidirectional Real-time Integration,파트너 단위 양방향 실시간 연동
pages,pages.pricingDetail.ent_s5i2,Full Real-time Sync Logs,전체 실시간 동기화 로그
pages,pages.pricingDetail.ent_s5i3,ERP·SCM·WMS Full Integration,ERP·SCM·WMS 통합 연동
pages,pages.pricingDetail.ent_s5i4,Custom Webhook Advanced Setup,커스텀 Webhook 고급 설정
pages,pages.pricingDetail.ent_s6,Advanced Marketing (New),고급 마케팅 (신규)
pages,pages.pricingDetail.ent_s6i1,Full Influencer DB·Campaign Execution·Settlement,인플루언서 DB·캠페인 운영·정산 통합 지원
pages,pages.pricingDetail.ent_s6i2,Kakao Bizboard (Large-scale Ads),카카오 비즈보드 (대규모 광고)
pages,pages.pricingDetail.ent_s6i3,WhatsApp Advanced Setup (Channel API),WhatsApp 고급 설정 (Channel API)
pages,pages.pricingDetail.ent_s6i4,LINE Channel Advanced Setup,LINE 채널 고급 설정
pages,pages.pricingDetail.ent_s6i5,AI Segment Advanced (Custom Criteria),AI 세그먼트 고급 설정 (커스텀 기준)
pages,pages.pricingDetail.ent_s6i6,Competitor Review Comparison Analysis,경쟁사 리뷰 비교 분석
pages,pages.pricingDetail.ent_s7,Operations & Governance All (New),운영·거버넌스 통합 관리 (신규)
pages,pages.pricingDetail.ent_s7i1,Ops Hub Alert Send (Admin Notice),운영 허브 알림 발송 (관리자 공지)
pages,pages.pricingDetail.ent_s7i2,3PL Delete·Contract Management,3PL 삭제·계약 관리
pages,pages.pricingDetail.ent_s7i3,Full Audit Log·CSV Export,전체 감사 로그·CSV 내보내기
pages,pages.pricingDetail.ent_s7i4,System Monitor Alert Setup,시스템 모니터 알림 설정
pages,pages.pricingDetail.ent_s7i5,Auto Report Generate·Scheduled Send,자동 리포트 생성·예약 발송
pages,pages.pricingDetail.ent_s7i6,Dashboard External Share·Embed,대시보드 외부 공유·임베드
pages,pages.pricingDetail.ent_s8,Pro All Included + Unlimited,Pro 전체 기능 포함 + 무제한
pages,pages.pricingDetail.ent_s8i1,All Pro Plan Features Included,Pro 플랜 전체 기능 포함
pages,pages.pricingDetail.ent_s8i2,Unlimited Accounts·Users·Team Members,계정·사용자·팀원 무제한
pages,pages.pricingDetail.ent_s8i3,Priority Support SLA,우선 지원 SLA
pages,pages.pricingDetail.ent_s8i4,Dedicated Onboarding Consulting·Annual Training,전담 온보딩 컨설팅·연간 교육
pages,pages.pricingDetail.ent_s9,Custom & Dedicated Services,맞춤형·전담 서비스
pages,pages.pricingDetail.ent_s9i1,Custom Dashboard Configuration,맞춤 대시보드 구성
pages,pages.pricingDetail.ent_s9i2,Dedicated Manager Assignment,전담 매니저 배정
pages,pages.pricingDetail.ent_s9i3,Annual Contract-based Custom Discount,연간 계약 기반 맞춤 할인
pages,pages.pricingDetail.ent_s9i4,Custom Training·Workshop,맞춤 교육·워크숍
pages,pages.pricingDetail.ent_tagline,Ent_tagline,엔터프라이즈 플랜 태그라인
pages,pages.pricingDetail.free_desc,Experience the full Geniego-ROI platform instantly upon signup.,가입 즉시 Geniego-ROI 플랫폼 전체 기능을 체험해보세요.
pages,pages.pricingDetail.free_headline, Experience Plan,체험 플랜
pages,pages.pricingDetail.free_l1,No real-time data,실시간 데이터 미지원
pages,pages.pricingDetail.free_l2,No live channel integration,실시간 채널 연동 미지원
pages,pages.pricingDetail.free_l3,No save or download,저장·다운로드 미지원
pages,pages.pricingDetail.free_s1,Home Dashboard,홈 대시보드
pages,pages.pricingDetail.free_s1i1,KPI Widgets (),KPI 위젯
pages,pages.pricingDetail.free_s1i2,Quick Links,빠른 링크
pages,pages.pricingDetail.free_s1i3,Onboarding Guide,온보딩 가이드
pages,pages.pricingDetail.free_s2,My Team & Help,내 팀 & 도움말
pages,pages.pricingDetail.free_s2i2,Video Tutorials,동영상 튜토리얼
pages,pages.pricingDetail.free_s2i3,Release Notes,릴리스 노트
pages,pages.pricingDetail.free_s3,Subscription & Billing,구독 & 결제
pages,pages.pricingDetail.free_s3i1,View Current Plan,현재 플랜 보기
pages,pages.pricingDetail.free_s3i2,Upgrade Plan,플랜 업그레이드
pages,pages.pricingDetail.free_tagline,Free_tagline,무료 플랜 태그라인
pages,pages.pricingDetail.growth_desc,Grow your revenue with domestic commerce channels and basic CRM automation.,국내 커머스 채널과 기본 CRM 자동화로 매출 성장을 시작해보세요.
pages,pages.pricingDetail.growth_headline,Growth_headline,그로스 플랜
pages,pages.pricingDetail.growth_l1,AI Forecast (Churn·LTV) — Pro+,AI 예측(이탈·LTV) — Pro+
pages,pages.pricingDetail.growth_l2,Customer Journey Builder — Pro+,고객 여정 빌더 — Pro+
pages,pages.pricingDetail.growth_l3,Global Channels (WhatsApp·LINE·DM) — Pro+,글로벌 채널(WhatsApp·LINE·DM) — Pro+
pages,pages.pricingDetail.growth_l4,AI Rule Engine — Pro+,AI 룰 엔진 — Pro+
pages,pages.pricingDetail.growth_l5,1st-Party Pixel·API Keys — Pro+,퍼스트파티 픽셀·API 키 — Pro+
pages,pages.pricingDetail.growth_l6,SmartConnect ERP Integration — Pro+,SmartConnect ERP 연동 — Pro+
pages,pages.pricingDetail.growth_s1,AI Marketing Automation (Core),AI 마케팅 자동화(Core)
pages,pages.pricingDetail.growth_s1i1,AI Ad Creative Generation,AI 광고 크리에이티브 생성
pages,pages.pricingDetail.growth_s1i2,Campaign Setup·Manage·List·Report,캠페인 설정·관리·목록·리포트
pages,pages.pricingDetail.growth_s1i3,Content Calendar,콘텐츠 캘린더
pages,pages.pricingDetail.growth_s1i4,Budget Planner,예산 플래너
pages,pages.pricingDetail.growth_s1i5,Alert Policy List & Logs,알림 정책 목록·로그
pages,pages.pricingDetail.growth_s2,Ad & Channel Analytics (Domestic),광고·채널 분석(국내)
pages,pages.pricingDetail.growth_s2i1,Ad Summary·Channel·Product Analysis,광고 요약·채널·상품 분석
pages,pages.pricingDetail.growth_s2i2,ROAS Analysis,ROAS 분석
pages,pages.pricingDetail.growth_s2i3,Keyword Analysis,키워드 분석
pages,pages.pricingDetail.growth_s2i4,Channel KPI (Impressions·CTR·CVR·CPA/CPC),채널 KPI(노출·CTR·CVR·CPA/CPC)
pages,pages.pricingDetail.growth_s2i5,ROAS Calculator,ROAS 계산기
pages,pages.pricingDetail.growth_s3,Customer CRM (Basic),고객 CRM(기본)
pages,pages.pricingDetail.growth_s3i1,Customer DB·360° View·Tag Management,고객 DB·360° 뷰·태그 관리
pages,pages.pricingDetail.growth_s3i2,RFM Analysis·Segment Builder·Message Send,RFM 분석·세그먼트 빌더·메시지 발송
pages,pages.pricingDetail.growth_s3i3,Email Campaign (Send·A/B·Performance·Schedule),이메일 캠페인(발송·A/B 테스트·성과·예약)
pages,pages.pricingDetail.growth_s3i4,Kakao Notification·FriendTalk·Stats,카카오 알림톡·친구톡·통계
pages,pages.pricingDetail.growth_s3i5,SMS/LMS Campaign·Text Templates,SMS/LMS 캠페인·문자 템플릿
pages,pages.pricingDetail.growth_s3i6,Exit Popup·Web Popup (Basic),이탈 팝업·웹 팝업(기본)
pages,pages.pricingDetail.growth_s4,Commerce & Logistics (Domestic),커머스·물류(국내)
pages,pages.pricingDetail.growth_s4i1,Coupang·Naver·Cafe24 Channel Integration,쿠팡·네이버·Cafe24 채널 연동
pages,pages.pricingDetail.growth_s4i2,Order Hub (All Orders·Claims·Returns·Shipping),주문 허브(주문·클레임·반품·배송 통합 관리)
pages,pages.pricingDetail.growth_s4i3,Bulk Product Register·Catalog Sync·Price Rules,대량 상품 등록·카탈로그 동기화·가격 규칙
pages,pages.pricingDetail.growth_s4i4,Basic WMS (Stock·Alerts·Inbound·Outbound),기본 WMS(재고·알림·입고·출고)
pages,pages.pricingDetail.growth_s4i5,Monthly Settlement·Shipping·Excel Export,월별 정산·배송·Excel 내보내기
pages,pages.pricingDetail.growth_s4i6,3PL Carrier List View,3PL 운송사 목록 조회
pages,pages.pricingDetail.growth_s5,Analytics & Performance,분석·성과
pages,pages.pricingDetail.growth_s5i1,Performance Summary·Channel·Product·Campaign,성과 요약·채널·상품·캠페인
pages,pages.pricingDetail.growth_s5i2,P&L Overview,P&L 개요
pages,pages.pricingDetail.growth_s5i3,AI Insight Feed,AI 인사이트 피드
pages,pages.pricingDetail.growth_s5i4,Custom Report·Excel Export,맞춤 리포트·Excel 내보내기
pages,pages.pricingDetail.growth_s6,Settlement & Finance,정산·재무
pages,pages.pricingDetail.growth_s6i1,Settlement History·Channel·Excel,정산 이력·채널·Excel
pages,pages.pricingDetail.growth_s6i2,Payment List·Excel,결제 목록·Excel
pages,pages.pricingDetail.growth_s6i3,Plan View·Billing History·Invoice,플랜 조회·결제 이력·인보이스
pages,pages.pricingDetail.growth_s6i4,License Activation·Status,라이선스 활성화·상태
pages,pages.pricingDetail.growth_s7,Channel & Data Integration (Domestic),채널·데이터 연동(국내)
pages,pages.pricingDetail.growth_s7i1,Meta·Google·TikTok·Naver·Kakao Ad Integration,Meta·Google·TikTok·네이버·카카오 광고 연동
pages,pages.pricingDetail.growth_s7i2,Coupang Connector,쿠팡 커넥터
pages,pages.pricingDetail.growth_s7i3,Currency Selection (KRW/USD/JPY/EUR Global),통화 선택(KRW/USD/JPY/EUR 글로벌)
pages,pages.pricingDetail.growth_s8,Team Management,팀 관리
pages,pages.pricingDetail.growth_s8i1,Team Member List·Invite,팀원 목록·초대
pages,pages.pricingDetail.growth_s8i2,My Activity History,내 활동 이력
pages,pages.pricingDetail.growth_s8i3,Support Ticket,지원 티켓
pages,pages.pricingDetail.growth_tagline,Growth_tagline,그로스 플랜 태그라인
pages,pages.pricingDetail.pro_desc,Growth All + AI Forecast·Journey Builder·Global Channels·Rule Engine·SmartConnect·1st-Party Pixel·Advanced BI.,그로스 전체 기능 + AI 예측·여정 빌더·글로벌 채널·룰 엔진·SmartConnect·퍼스트파티 픽셀·고급 BI 제공
pages,pages.pricingDetail.pro_headline,Pro_headline,프로 플랜
pages,pages.pricingDetail.pro_l1,Writeback Instant Rollback — Enterprise,Writeback 즉시 롤백 — 엔터프라이즈
pages,pages.pricingDetail.pro_l2,Amazon Policy·Review Mgmt — Enterprise,Amazon 정책·리뷰 관리 — 엔터프라이즈
pages,pages.pricingDetail.pro_l3,Market Share·Trend AI — Enterprise,시장 점유율·트렌드 AI — 엔터프라이즈
pages,pages.pricingDetail.pro_l4,Data Product SLA·Governance — Enterprise,데이터 프로덕트 SLA·거버넌스 — 엔터프라이즈
pages,pages.pricingDetail.pro_l5,SmartConnect Partner API Bidirectional — Enterprise,SmartConnect 파트너 API 양방향 연동 — 엔터프라이즈
pages,pages.pricingDetail.pro_l6,Influencer DB·Campaign Execution — Enterprise,인플루언서 DB·캠페인 운영 — 엔터프라이즈
pages,pages.pricingDetail.pro_l7,Audit Log Full Export — Enterprise,감사 로그 전체 내보내기 — 엔터프라이즈
pages,pages.pricingDetail.pro_l8,Auto Report·Scheduled Send — Enterprise,자동 리포트·예약 발송 — 엔터프라이즈
pages,pages.pricingDetail.pro_l9,API Data Streaming Export — Enterprise,API 데이터 스트리밍 내보내기 — 엔터프라이즈
pages,pages.pricingDetail.pro_s1,AI Forecast Engine (New),AI 예측 엔진(신규)
pages,pages.pricingDetail.pro_s10,Real-time FX + Team Mgmt,실시간 환율·팀 관리
pages,pages.pricingDetail.pro_s10i1,Real-time Exchange Rate (Global Currency),실시간 환율(글로벌 통화)
pages,pages.pricingDetail.pro_s10i2,Team Activity Audit,팀 활동 감사
pages,pages.pricingDetail.pro_s10i3,System Status·API Monitoring,시스템 상태·API 모니터링
pages,pages.pricingDetail.pro_s10i4,Batch Job Run·Reprocess,배치 작업 실행·재처리
pages,pages.pricingDetail.pro_s1i1,Churn·LTV·Purchase Probability Forecast,이탈·LTV·구매 확률 예측
pages,pages.pricingDetail.pro_s1i2,Graph Scoring,그래프 스코어링
pages,pages.pricingDetail.pro_s1i3,Next Best Action Recommendation,다음 최적 액션 추천
pages,pages.pricingDetail.pro_s1i4,Product Recommendation AI,상품 추천 AI
pages,pages.pricingDetail.pro_s1i5,AI Ad Insights,AI 광고 인사이트
pages,pages.pricingDetail.pro_s1i6,AI Segment (VIP·Churn Risk·Potential VIP Auto-classify),AI 세그먼트(VIP·이탈 위험·잠재 VIP 자동 분류)
pages,pages.pricingDetail.pro_s2,Customer Journey Builder (New),고객 여정 빌더(신규)
pages,pages.pricingDetail.pro_s2i1,Journey Canvas (Drag&Drop),여정 캔버스(드래그 앤 드롭)
pages,pages.pricingDetail.pro_s2i2,Trigger Setup·Action Node Management,트리거 설정·액션 노드 관리
pages,pages.pricingDetail.pro_s2i3,Journey Performance Stats Analysis,여정 성과 통계 분석
pages,pages.pricingDetail.pro_s2i4,A/B Test (Email·Popup),A/B 테스트(이메일·팝업)
pages,pages.pricingDetail.pro_s3,Global Channel All (New),글로벌 채널 통합(신규)
pages,pages.pricingDetail.pro_s3i1,Shopify·Amazon·LINE Ads Integration,Shopify·Amazon·LINE Ads 연동
pages,pages.pricingDetail.pro_s3i2,WhatsApp Broadcast·Automation,WhatsApp 브로드캐스트·자동화
pages,pages.pricingDetail.pro_s3i3,Instagram DM·Facebook DM·DM Campaign,Instagram DM·Facebook DM·DM 캠페인
pages,pages.pricingDetail.pro_s3i4,LINE Message Campaign·Statistics,LINE 메시지 캠페인·통계
pages,pages.pricingDetail.pro_s3i5,Popup A/B Test·Trigger Setup,팝업 A/B 테스트·트리거 설정
pages,pages.pricingDetail.pro_s4,Advanced WMS + Commerce Expansion,고급 WMS·커머스 확장
pages,pages.pricingDetail.pro_s4i1,Stock Adjustment·Location Mgmt·Barcode Integration,재고 조정·위치 관리·바코드 연동
pages,pages.pricingDetail.pro_s4i2,Monthly Settlement Integration·Tax Invoice·Payment Approval,월별 정산 연동·세금계산서·결제 승인
pages,pages.pricingDetail.pro_s4i3,3PL Add·Edit,3PL 추가·수정
pages,pages.pricingDetail.pro_s4i4,Collection Log Basic View,수집 로그 기본 보기
pages,pages.pricingDetail.pro_s5,AI Rule Engine & Automation (New),AI 룰 엔진·자동화(신규)
pages,pages.pricingDetail.pro_s5i1,AI Policy Setup·Rule List·Test,AI 정책 설정·룰 목록·테스트
pages,pages.pricingDetail.pro_s5i2,Alert Evaluation Model,알림 평가 모델
pages,pages.pricingDetail.pro_s5i3,Action Preset Management,액션 프리셋 관리
pages,pages.pricingDetail.pro_s5i4,Writeback Setup·Logs,Writeback 설정·로그
pages,pages.pricingDetail.pro_s5i5,Approval Decision Automation,승인 결정 자동화
pages,pages.pricingDetail.pro_s6,Review & UGC Analytics (New),리뷰·UGC 분석(신규)
pages,pages.pricingDetail.pro_s6i1,Channel Review Collection·Sentiment Analysis,채널 리뷰 수집·감성 분석
pages,pages.pricingDetail.pro_s6i2,AI Auto-Reply Draft Generation,AI 자동 답변 초안 생성
pages,pages.pricingDetail.pro_s6i3,UGC (Instagram·YouTube) Performance Analysis,UGC(Instagram·YouTube) 성과 분석
pages,pages.pricingDetail.pro_s6i4,Keyword Analysis,키워드 분석
pages,pages.pricingDetail.pro_s7,SmartConnect Hub (New),SmartConnect 허브(신규)
pages,pages.pricingDetail.pro_s7i1,ERP·SCM·3PL Basic Integration Setup,ERP·SCM·3PL 기본 연동 설정
pages,pages.pricingDetail.pro_s7i2,REST API / Webhook / SFTP Integration,REST API·Webhook·SFTP 연동
pages,pages.pricingDetail.pro_s7i3,Field Mapping Setup,필드 매핑 설정
pages,pages.pricingDetail.pro_s7i4,Basic Sync Log View,기본 동기화 로그 보기
pages,pages.pricingDetail.pro_s8,1st-Party Pixel + Data,퍼스트파티 픽셀·데이터
pages,pages.pricingDetail.pro_s8i1,Pixel Code Install·Verification,픽셀 코드 설치·검증
pages,pages.pricingDetail.pro_s8i2,Real-time Event Stream View,실시간 이벤트 스트림 보기
pages,pages.pricingDetail.pro_s8i3,Attribution Analysis (Touch Model·ROAS),어트리뷰션 분석(터치 모델·ROAS)
pages,pages.pricingDetail.pro_s8i4,Event Collection·Data Schema·Mapping,이벤트 수집·데이터 스키마·매핑
pages,pages.pricingDetail.pro_s8i5,API Key·Webhook·OAuth Integration,API 키·Webhook·OAuth 연동
pages,pages.pricingDetail.pro_s9,Advanced Analytics & BI,고급 분석·BI
pages,pages.pricingDetail.pro_s9i1,Cohort Analysis,코호트 분석
pages,pages.pricingDetail.pro_s9i2,P&L by Channel·Product·Trend,채널·상품·트렌드별 P&L
pages,pages.pricingDetail.pro_s9i3,Anomaly Detection·Competitor AI Analysis,이상 징후 감지·경쟁사 AI 분석
pages,pages.pricingDetail.pro_s9i4,Influencer Performance View,인플루언서 성과 보기
pages,pages.pricingDetail.pro_tagline,Pro_tagline,프로 플랜 태그라인
pages,pages.reconciliation.adFeeCharged,Ad spend deduction,광고비 차감
pages,pages.reconciliation.adFeeRate,Ad Fee Rate,광고 수수료율
pages,pages.reconciliation.analyzing,Analyzing...,분석 중...
pages,pages.reconciliation.clickReport,Click a report for details,상세 내용은 리포트를 클릭해주세요
pages,pages.reconciliation.effectiveFrom,Effective from:,적용 시작일:
pages,pages.reconciliation.endDate,End Date,종료일
pages,pages.reconciliation.feeDiff,Fee Difference,수수료 차액
pages,pages.reconciliation.feeDiffLabel,Fee Difference,수수료 차액
pages,pages.reconciliation.feeRulesTitle,Fee Rules Title,수수료 규칙
pages,pages.reconciliation.mismatchTickets,Mismatch Tickets,불일치 티켓
pages,pages.reconciliation.netDiffLabel,Net Difference,순차액
pages,pages.reconciliation.noReports,No reconciliation reports,정산 대조 보고서 없음
pages,pages.reconciliation.noTickets,✅ No Tickets (Below threshold),✅ 티켓 없음 (임계값 미만)
pages,pages.reconciliation.orderNo,Order No,주문 번호
pages,pages.reconciliation.platformFee,Platform Fee,플랫폼 수수료
pages,pages.reconciliation.platformFeeRate,Platform Fee Rate,플랫폼 수수료율
pages,pages.reconciliation.pnlAutoUpdate,P&L auto-updates on settlement changes,정산 변경 시 P&L이 자동 업데이트됩니다.
pages,pages.reconciliation.realtimePnl,🔴 Real-time P&L Operating Profit,🔴 실시간 P&L 영업이익
pages,pages.reconciliation.reconDesc,Recon Desc,정산 대조 안내
pages,pages.reconciliation.reconTitle,⚖️ Run Reconciliation,⚖️ 정산 대조 실행
pages,pages.reconciliation.reportDetail,Report Detail,리포트 상세
pages,pages.reconciliation.reportId,Report ID,리포트 ID
pages,pages.reconciliation.reportList,Report List,리포트 목록
pages,pages.reconciliation.ruleHistory,Rule History,규칙 이력
pages,pages.reconciliation.runRecon,⚖️ Run Reconciliation,⚖️ 정산 대조 실행
pages,pages.reconciliation.saved,✓ Save Complete,✓ 저장 완료
pages,pages.reconciliation.saveFeeRule,💾 Save Rules,💾 규칙 저장
pages,pages.reconciliation.settleDiff,Settlement Difference,정산 차액
pages,pages.reconciliation.startDate,Start Date,시작일
pages,pages.reconciliation.status_investigating,Investigating,조사 중
pages,pages.reconciliation.status_open,Status_open,진행 중
pages,pages.reconciliation.tabFeeRules,⚙️ Fee Rules,⚙️ 수수료 규칙
pages,pages.reconciliation.tabRecon,🔍 Settlement Reconciliation,🔍 정산 대조
pages,pages.reconciliation.tabReports,Tab Reports,리포트
pages,pages.reconciliation.tabTickets,🎫 Tickets,🎫 티켓
pages,pages.reconciliation.ticketsCreated,Tickets created,생성된 티켓
pages,pages.reconciliation.ticketsTitle,Tickets Title,티켓
pages,pages.reconciliation.totalOrders,Total Orders,총 주문
pages,pages.reconciliation.uploadHint,Upload Hint,업로드 안내
pages,pages.reconciliation.uploading,Uploading...,업로드 중...
pages,pages.reconciliation.uploadSuccess,Upload Success,업로드 완료
pages,pages.reconciliation.viewPnl,🌊 View in P&L Dashboard →,🌊 P&L 대시보드에서 보기 →
pages,pages.report.addRecipient,Add Recipient,수신자 추가
pages,pages.report.addWidget,Add Widget,위젯 추가
pages,pages.report.colLastRun,Last Run,마지막 실행
pages,pages.report.colReportName,Report Name,리포트명
pages,pages.report.exportExcel,Excel Export,Excel 내보내기
pages,pages.report.exportPdf,PDF Export,PDF 내보내기
pages,pages.report.lastRun,Last Run,마지막 실행
pages,pages.report.nextRun,Next Run,다음 실행
pages,pages.report.reportName,Report Name,리포트명
pages,pages.report.reportNamePh,Report Name Ph,리포트명을 입력해주세요
pages,pages.report.runReport,Run Report,리포트 실행
pages,pages.report.scheduleReport,Schedule Report,리포트 예약
pages,pages.report.selectDimensions,Select Dimensions,차원 선택
pages,pages.report.selectMetrics,Select Metrics,지표 선택
pages,pages.report.subtitle,Precision Shapley (2^n) · Bayesian MMM · Markov Chain · Incremental Uplift (Dual ML) · Thompson Sampling A/B,정밀 Shapley (2^n) · 베이지안 MMM · 마르코프 체인 · 인크리멘털 업리프트 (Dual ML) · 톰슨 샘플링 A/B
pages,pages.report.tabBuilder,Report Builder,리포트 빌더
pages,pages.report.tabScheduled,Scheduled Reports,예약된 리포트
pages,pages.report.title,Email Marketing,이메일 마케팅
pages,pages.subtitle,Precision Shapley (2^n) · Bayesian MMM · Markov Chain · Incremental Uplift (Dual ML) · Thompson Sampling A/B,정밀 Shapley (2^n) · 베이지안 MMM · 마르코프 체인 · 인크리멘털 업리프트 (Dual ML) · 톰슨 샘플링 A/B
pages,pages.units.perDay, days,일
pages,pages.writeback.payloadPlaceholder,"{ ""sku"": ""..."", ""title"": ""..."", ""price"": 0 }","{ ""sku"": ""..."", ""title"": ""..."", ""price"": 0 }"
payRemaining,payRemaining,Pay Remaining,잔금 결제
PDF,PDF, P D F,PDF
perContract,perContract,Per Contract,계약별
performance,performance.compareTo,Compare to,비교 대상
pricing,pricing.influencer.attrData.guideLtvName,LTV vs CAC,LTV vs CAC
pricing,pricing.influencer.attrData.tabLtvLabel,LTV vs CAC,LTV vs CAC
productPage,productPage,Product Page,상품 페이지
reportBuilder,reportBuilder.downloadPdf,⬇ PDF,⬇ PDF 다운로드
reportBuilder,reportBuilder.kpiRoas,Blended ROAS,Blended ROAS
reportBuilder,reportBuilder.periodQ1,Q1 2026,2026년 1분기
"rgba(99,140,255,0","rgba(99,140,255,0.12)",var(--text-1),var(--text-1)
ruleEnginePage,ruleEnginePage.auto.11t2zj,⏸ Not Scanned,⏸ 미스캔
ruleEnginePage,ruleEnginePage.auto.4wtmsx,📲 Social Media & Content,📲 소셜 미디어·콘텐츠
ruleEnginePage,ruleEnginePage.auto.cc2qm0,Key Detected,키 감지됨
ruleEnginePage,ruleEnginePage.auto.event_empty,Event empty,이벤트 없음
ruleEnginePage,ruleEnginePage.auto.gzkv91,Not Scanned,미스캔
ruleEnginePage,ruleEnginePage.auto.json_err,Json err,JSON 오류
ruleEnginePage,ruleEnginePage.auto.n2m798,Security Guide,보안 가이드
ruleEnginePage,ruleEnginePage.auto.new900, Channels Analyzed. Please confirm the scanned keys.,채널 분석이 완료되었습니다. 스캔된 키를 확인해주세요.
ruleEnginePage,ruleEnginePage.auto.new901,API Key Application,API 키 신청
ruleEnginePage,ruleEnginePage.auto.new902, items,건
ruleEnginePage,ruleEnginePage.auto.new904,No Key,키 없음
ruleEnginePage,ruleEnginePage.auto.new905,Application Done,신청 완료
ruleEnginePage,ruleEnginePage.auto.not_arr,Not arr,배열 형식 아님
ruleEnginePage,ruleEnginePage.auto.w394fd,🏢 Closed Mall / Welfare,🏢 폐쇄몰·복지몰
ruleEnginePage,ruleEnginePage.budget.onTrack,On Track,정상 진행
ruleEnginePage,ruleEnginePage.dash.activeCh,Active Channels,활성 채널
ruleEnginePage,ruleEnginePage.dash.adSpend,Ad Spend,광고 비용
ruleEnginePage,ruleEnginePage.dash.adTypePerf,Performance by Ad Type,광고 유형별 성과
ruleEnginePage,ruleEnginePage.dash.aiAdAnal,🤖 AI Ad Analysis,🤖 AI 광고 분석
ruleEnginePage,ruleEnginePage.dash.amazonName,Amazon US,Amazon US
ruleEnginePage,ruleEnginePage.dash.avgCtr,Avg CTR,평균 CTR
ruleEnginePage,ruleEnginePage.dash.avgRoas,Blended ROAS,Blended ROAS
ruleEnginePage,ruleEnginePage.dash.blendedRoas,Blended ROAS,Blended ROAS
ruleEnginePage,ruleEnginePage.dash.bounceRate,Bounce Rate,이탈률
ruleEnginePage,ruleEnginePage.dash.buyerAge,Buyer Age Group,구매자 연령대
ruleEnginePage,ruleEnginePage.dash.buyerGender,Buyer Gender,구매자 성별
ruleEnginePage,ruleEnginePage.dash.cartAdds,Cart Adds,장바구니 담기
ruleEnginePage,ruleEnginePage.dash.catPay,Category · Payment Method,카테고리 · 결제 수단
ruleEnginePage,ruleEnginePage.dash.channelPerf,📊 Channel Perf.,📊 채널 성과
ruleEnginePage,ruleEnginePage.dash.chCount,Active Channels,활성 채널
ruleEnginePage,ruleEnginePage.dash.chIntelDesc1,Click on a channel card or performance table below,아래 채널 카드 또는 성과 표를 클릭하세요
ruleEnginePage,ruleEnginePage.dash.chIntelDesc2,to select a specific channel,특정 채널을 선택하면
ruleEnginePage,ruleEnginePage.dash.chIntelDesc4,view detailed channel analysis:,상세 채널 분석을 확인할 수 있습니다:
ruleEnginePage,ruleEnginePage.dash.chIntelReport,Channel Intelligence Report,채널 인텔리전스 리포트
ruleEnginePage,ruleEnginePage.dash.chIntelTitle,Channel Intelligence,채널 인텔리전스
ruleEnginePage,ruleEnginePage.dash.chPerfSumm,Channel Performance Summary,채널 성과 요약
ruleEnginePage,ruleEnginePage.dash.clickChannelHint,Click a channel card → 5-section analysis,채널 카드 클릭 → 5개 섹션 분석
ruleEnginePage,ruleEnginePage.dash.clickForAnalysis,Click → 5-Section,클릭 → 5개 섹션 보기
ruleEnginePage,ruleEnginePage.dash.convRate,Conv. Rate,전환율
ruleEnginePage,ruleEnginePage.dash.couponApplied,Coupon Applied,쿠폰 적용
ruleEnginePage,ruleEnginePage.dash.couponIssued,Coupon Issued,쿠폰 발급
ruleEnginePage,ruleEnginePage.dash.crossModuleSummary,Cross Module Summary,크로스 모듈 요약
ruleEnginePage,ruleEnginePage.dash.execAdSpend,Total Ad Spend,총 광고 비용
ruleEnginePage,ruleEnginePage.dash.femaleBuyer,👩 Female,👩 여성
ruleEnginePage,ruleEnginePage.dash.flowPurchase,Purchase Complete,구매 완료
ruleEnginePage,ruleEnginePage.dash.impressions,Impressions,노출 수
ruleEnginePage,ruleEnginePage.dash.inventoryValue,Inventory Value,재고 자산
ruleEnginePage,ruleEnginePage.dash.liveTotalOrd,Real-time · Total Orders,실시간 · 총 주문
ruleEnginePage,ruleEnginePage.dash.lowStockItems,Low Stock,재고 부족
ruleEnginePage,ruleEnginePage.dash.maleBuyer,👨 Male,👨 남성
ruleEnginePage,ruleEnginePage.dash.netProfit,Net Profit,순이익
ruleEnginePage,ruleEnginePage.dash.noActivity,No activity,활동 없음
ruleEnginePage,ruleEnginePage.dash.noChannelData,No channel data available,채널 데이터가 없습니다
ruleEnginePage,ruleEnginePage.dash.noOrdersText,No order results found.,주문 결과가 없습니다.
ruleEnginePage,ruleEnginePage.dash.noSecurityIssues,No Security Issues,보안 이슈 없음
ruleEnginePage,ruleEnginePage.dash.noTrendData,No trend data available,트렌드 데이터가 없습니다
ruleEnginePage,ruleEnginePage.dash.operatingProfit,Op. Profit,영업이익
ruleEnginePage,ruleEnginePage.dash.ownName,Own Mall,자사몰
ruleEnginePage,ruleEnginePage.dash.peakHourStr,Peak Hours:,피크 시간:
ruleEnginePage,ruleEnginePage.dash.peakTime,Peak Time,피크 시간
