ko_value,suggested_ko,count,path_sample,source
Ad Result,광고 결과,1,pages.marketingIntel.adResult,batch_04
Ad Size,광고 사이즈,1,pages.marketingIntel.adSize,batch_04
Ad Style,광고 스타일,1,pages.marketingIntel.adStyle,batch_04
Ad Target,광고 타겟,1,pages.marketingIntel.adTarget,batch_04
Ad Target Ph,광고 타겟을 입력해주세요,1,pages.marketingIntel.adTargetPh,batch_04
Ad Tone,광고 톤앤매너,1,pages.marketingIntel.adTone,batch_04
Ai Engine,AI 엔진,1,pages.marketingIntel.aiEngine,batch_04
Ai Engine Desc,AI 엔진 안내,1,pages.marketingIntel.aiEngineDesc,batch_04
Col Detail,상세 정보,1,pages.marketingIntel.auditLog.colDetail,batch_04
Export CSV,CSV 내보내기,1,pages.marketingIntel.auditLog.exportCsv,batch_04
Filter Action,액션 필터,1,pages.marketingIntel.auditLog.filterAction,batch_04
Filter Date,날짜 필터,1,pages.marketingIntel.auditLog.filterDate,batch_04
Filter User,사용자 필터,1,pages.marketingIntel.auditLog.filterUser,batch_04
No Logs,로그가 없습니다,1,pages.marketingIntel.auditLog.noLogs,batch_04
Auto Order Mode,자동 주문 모드,1,pages.marketingIntel.autoOrderMode,batch_04
⚙️ Automation Rules List,⚙️ 자동화 규칙 목록,1,pages.marketingIntel.autoRules,batch_04
Avg Confidence,평균 신뢰도,1,pages.marketingIntel.avgConfidence,batch_04
Avg Eng Rate,평균 참여율,1,pages.marketingIntel.avgEngRate,batch_04
Badge Ai Rec,AI 추천 배지,1,pages.marketingIntel.badgeAiRec,batch_04
All Segments,전체 세그먼트,1,pages.marketingIntel.campaignMgr.allSegments,batch_04
Type Automation,자동화 유형,1,pages.marketingIntel.campaignMgr.typeAutomation,batch_04
Campaign R O I,캠페인 ROI,1,pages.marketingIntel.campaignROI,batch_04
Cart Rate,장바구니 전환율,1,pages.marketingIntel.cartRate,batch_04
Cart To Buy,장바구니 → 구매,1,pages.marketingIntel.cartToBuy,batch_04
Channel Demand,채널 수요,1,pages.marketingIntel.channelDemand,batch_04
Channel Detail,채널 상세,1,pages.marketingIntel.channelDetail,batch_04
Condition Line Clicked,조건: LINE 클릭,1,pages.marketingIntel.conditionLineClicked,batch_04
Condition Purchased,조건: 구매 완료,1,pages.marketingIntel.conditionPurchased,batch_04
Conf Label,신뢰도,1,pages.marketingIntel.confLabel,batch_04
Backup History,백업 이력,1,pages.marketingIntel.dbAdmin.backupHistory,batch_04
Backup Now,지금 백업,1,pages.marketingIntel.dbAdmin.backupNow,batch_04
Db Connected,DB 연결 완료,1,pages.marketingIntel.dbAdmin.dbConnected,batch_04
Last Backup,최근 백업,1,pages.marketingIntel.dbAdmin.lastBackup,batch_04
Query Result,쿼리 결과,1,pages.marketingIntel.dbAdmin.queryResult,batch_04
Run Query,쿼리 실행,1,pages.marketingIntel.dbAdmin.runQuery,batch_04
Slow Queries,슬로우 쿼리,1,pages.marketingIntel.dbAdmin.slowQueries,batch_04
Tab Backup,백업,1,pages.marketingIntel.dbAdmin.tabBackup,batch_04
Tab Query,쿼리,1,pages.marketingIntel.dbAdmin.tabQuery,batch_04
Tab Status,상태,1,pages.marketingIntel.dbAdmin.tabStatus,batch_04
Total Size,전체 용량,1,pages.marketingIntel.dbAdmin.totalSize,batch_04
Total Tables,전체 테이블 수,1,pages.marketingIntel.dbAdmin.totalTables,batch_04
Dim Channel,채널 차원,1,pages.marketingIntel.dimChannel,batch_04
Content type,콘텐츠 유형,1,pages.marketingIntel.dimContent,batch_04
Dim Coupon,쿠폰 차원,1,pages.marketingIntel.dimCoupon,batch_04
Dim Customer,고객 차원,1,pages.marketingIntel.dimCustomer,batch_04
Dim Device,디바이스 차원,1,pages.marketingIntel.dimDevice,batch_04
Dim Tier,등급 차원,1,pages.marketingIntel.dimTier,batch_04
Dim Time,시간 차원,1,pages.marketingIntel.dimTime,batch_04
Dim Touch,터치 차원,1,pages.marketingIntel.dimTouch,batch_04
Email Sender Ph,발신자 이메일을 입력해주세요,1,pages.marketingIntel.emailSenderPh,batch_04
Engagement Trend,참여도 추이,1,pages.marketingIntel.engagementTrend,batch_04
Final Cvr,최종 전환율,1,pages.marketingIntel.finalCvr,batch_04
Forecast30d,30일 예측,1,pages.marketingIntel.forecast30d,batch_04
Forecast30d Total,30일 예측 합계,1,pages.marketingIntel.forecast30dTotal,batch_04
Forecast7d Total,7일 예측 합계,1,pages.marketingIntel.forecast7dTotal,batch_04
Impression count,노출 수,1,pages.marketingIntel.funnelImp,batch_04
Funnel Total,전체 퍼널,1,pages.marketingIntel.funnelTotal,batch_04
🎯 What you can do with this menu,🎯 이 메뉴에서 할 수 있는 작업,1,pages.marketingIntel.helpPanel.canDo,batch_04
Current Page Help,현재 페이지 도움말,1,pages.marketingIntel.helpPanel.currentPageHelp,batch_04
Data From,데이터 출처,1,pages.marketingIntel.helpPanel.dataFrom,batch_05
Default Step1,기본 단계 1,1,pages.marketingIntel.helpPanel.defaultStep1,batch_05
Default Step2,기본 단계 2,1,pages.marketingIntel.helpPanel.defaultStep2,batch_05
Default Summary,기본 요약,1,pages.marketingIntel.helpPanel.defaultSummary,batch_05
Default Title,기본 제목,1,pages.marketingIntel.helpPanel.defaultTitle,batch_05
Footer Help,하단 도움말,1,pages.marketingIntel.helpPanel.footerHelp,batch_05
Full Manual,전체 매뉴얼,1,pages.marketingIntel.helpPanel.fullManual,batch_05
Go Back,뒤로 가기,1,pages.marketingIntel.helpPanel.goBack,batch_05
Go To Page,페이지로 이동,1,pages.marketingIntel.helpPanel.goToPage,batch_05
"""{{q}}"" — {{n}}help articles","""{{q}}"" 관련 도움말 {{n}}건",1,pages.marketingIntel.helpPanel.helpResultCount,batch_05
How To Use,사용 방법,1,pages.marketingIntel.helpPanel.howToUse,batch_05
Need More Help,추가 도움이 필요하신가요?,1,pages.marketingIntel.helpPanel.needMoreHelp,batch_05
No Help Found,도움말을 찾을 수 없습니다,1,pages.marketingIntel.helpPanel.noHelpFound,batch_05
📊 Information this menu provides,📊 이 메뉴에서 제공하는 정보,1,pages.marketingIntel.helpPanel.provides,batch_05
Search Results,검색 결과,1,pages.marketingIntel.helpPanel.searchResult,batch_05
Try Other,다른 검색어로 시도해보세요,1,pages.marketingIntel.helpPanel.tryOther,batch_05
Inf Funnel,인플루언서 퍼널,1,pages.marketingIntel.infFunnel,batch_05
Add Influencer,인플루언서 추가,1,pages.marketingIntel.influencer.addInfluencer,batch_05
Ai Loading,AI 분석 로딩 중...,1,pages.marketingIntel.influencer.aiLoading,batch_05
Ai Run,AI 실행,1,pages.marketingIntel.influencer.aiRun,batch_05
Ab Collect More,데이터 추가 수집 필요,1,pages.marketingIntel.influencer.attrData.abCollectMore,batch_05
Ab Deploy,A/B 테스트 배포,1,pages.marketingIntel.influencer.attrData.abDeploy,batch_05
Ab Keep Running,A/B 테스트 계속 진행,1,pages.marketingIntel.influencer.attrData.abKeepRunning,batch_05
Ab Winner,A/B 테스트 우승안,1,pages.marketingIntel.influencer.attrData.abWinner,batch_05
Alert Count Suffix,건,1,pages.marketingIntel.influencer.attrData.alertCountSuffix,batch_05
All Compare,전체 비교,1,pages.marketingIntel.influencer.attrData.allCompare,batch_05
Analysis Journey,분석 여정,1,pages.marketingIntel.influencer.attrData.analysisJourney,batch_05
Anomaly Body Text,이상 징후 상세 안내,1,pages.marketingIntel.influencer.attrData.anomalyBodyText,batch_05
Anomaly Head Desc,이상 징후 안내,1,pages.marketingIntel.influencer.attrData.anomalyHeadDesc,batch_05
Anomaly Summary,이상 징후 요약,1,pages.marketingIntel.influencer.attrData.anomalySummary,batch_05
A Score Sub,어트리뷰션 스코어 안내,1,pages.marketingIntel.influencer.attrData.aScoreSub,batch_05
Ascore Title,어트리뷰션 스코어,1,pages.marketingIntel.influencer.attrData.ascoreTitle,batch_05
Auto Refl,자동 반영,1,pages.marketingIntel.influencer.attrData.autoRefl,batch_05
Badge Mmm,MMM 배지,1,pages.marketingIntel.influencer.attrData.badgeMmm,batch_05
Badge Shapley,Shapley 배지,1,pages.marketingIntel.influencer.attrData.badgeShapley,batch_05
Badge Uplift,업리프트 배지,1,pages.marketingIntel.influencer.attrData.badgeUplift,batch_05
Beta Binomial,베타-이항 분포,1,pages.marketingIntel.influencer.attrData.betaBinomial,batch_05
Budget Adjust,예산 조정,1,pages.marketingIntel.influencer.attrData.budgetAdjust,batch_05
Channel Contrib,채널 기여도,1,pages.marketingIntel.influencer.attrData.channelContrib,batch_05
Channel Synergy,채널 시너지,1,pages.marketingIntel.influencer.attrData.channelSynergy,batch_05
Cohort Title,코호트 분석,1,pages.marketingIntel.influencer.attrData.cohortTitle,batch_05
Compare Desc Text,비교 안내,1,pages.marketingIntel.influencer.attrData.compareDescText,batch_05
Curr Val,현재 값,1,pages.marketingIntel.influencer.attrData.currVal,batch_05
Data Included,포함 데이터,1,pages.marketingIntel.influencer.attrData.dataIncluded,batch_05
Expected Blend Roas,예상 Blended ROAS,1,pages.marketingIntel.influencer.attrData.expectedBlendRoas,batch_05
Explain Ab,A/B 테스트 설명,1,pages.marketingIntel.influencer.attrData.explainAb,batch_05
Explain Markov,마르코프 모델 설명,1,pages.marketingIntel.influencer.attrData.explainMarkov,batch_05
Explain Mmm,MMM 분석 설명,1,pages.marketingIntel.influencer.attrData.explainMmm,batch_05
Explain Shapley,Shapley 분석 설명,1,pages.marketingIntel.influencer.attrData.explainShapley,batch_05
Filter Issue,이슈 필터,1,pages.marketingIntel.influencer.attrData.filterIssue,batch_05
Filter Ok,정상 필터,1,pages.marketingIntel.influencer.attrData.filterOk,batch_05
First Touch,첫 터치,1,pages.marketingIntel.influencer.attrData.firstTouch,batch_05
Bayesian A/B,베이지안 A/B,1,pages.marketingIntel.influencer.attrData.guideAbName,batch_05
Markov+Uplift,마르코프+업리프트,1,pages.marketingIntel.influencer.attrData.guideMarkovName,batch_05
Bayesian MMM,베이지안 MMM,1,pages.marketingIntel.influencer.attrData.guideMmmName,batch_05
Health Score,헬스 스코어,1,pages.marketingIntel.influencer.attrData.health,batch_05
Hub Run,허브 실행,1,pages.marketingIntel.influencer.attrData.hubRun,batch_05
Last Touch,마지막 터치,1,pages.marketingIntel.influencer.attrData.lastTouch,batch_05
Ltvcac Title,LTV/CAC 분석,1,pages.marketingIntel.influencer.attrData.ltvcacTitle,batch_05
Markov In Progress,마르코프 분석 진행 중...,1,pages.marketingIntel.influencer.attrData.markovInProgress,batch_05
🔗 Markov Chain — Removal Effect,🔗 마르코프 체인 — 제거 효과,1,pages.marketingIntel.influencer.attrData.markovRemoval,batch_05
Markov Title,마르코프 분석,1,pages.marketingIntel.influencer.attrData.markovTitle,batch_05
Mmm Sim,MMM 시뮬레이션,1,pages.marketingIntel.influencer.attrData.mmmSim,batch_05
Mmm Title,MMM 분석,1,pages.marketingIntel.influencer.attrData.mmmTitle,batch_05
Model Compare Table,모델 비교표,1,pages.marketingIntel.influencer.attrData.modelCompareTable,batch_05
No Ab Data,A/B 테스트 데이터가 없습니다,1,pages.marketingIntel.influencer.attrData.noAbData,batch_05
No Journey Data,고객 여정 데이터가 없습니다,1,pages.marketingIntel.influencer.attrData.noJourneyData,batch_05
No Time Series Data,시계열 데이터가 없습니다,1,pages.marketingIntel.influencer.attrData.noTimeSeriesData,batch_05
Radar Compare,레이더 비교,1,pages.marketingIntel.influencer.attrData.radarCompare,batch_05
Real-time Sync ✓,실시간 동기화 ✓,1,pages.marketingIntel.influencer.attrData.realtimeSync,batch_05
Roas Surge,ROAS 급등,1,pages.marketingIntel.influencer.attrData.roasSurge,batch_05
Saturation Warning,포화 경고,1,pages.marketingIntel.influencer.attrData.saturationWarning,batch_05
Shapley Budget Rec,Shapley 기반 예산 추천,1,pages.marketingIntel.influencer.attrData.shapleyBudgetRec,batch_05
Shapley In Progress,Shapley 분석 진행 중...,1,pages.marketingIntel.influencer.attrData.shapleyInProgress,batch_05
Shapley Title,Shapley 분석,1,pages.marketingIntel.influencer.attrData.shapleyTitle,batch_05
Status Alert,알림,1,pages.marketingIntel.influencer.attrData.statusAlert,batch_05
Status Crit,심각,1,pages.marketingIntel.influencer.attrData.statusCrit,batch_05
Status Info,정보,1,pages.marketingIntel.influencer.attrData.statusInfo,batch_05
Status Ok,정상,1,pages.marketingIntel.influencer.attrData.statusOk,batch_05
Status Warn,주의,1,pages.marketingIntel.influencer.attrData.statusWarn,batch_05
Tab Ab Desc,A/B 테스트 안내,1,pages.marketingIntel.influencer.attrData.tabAbDesc,batch_05
Tab Ab Label,A/B 테스트,1,pages.marketingIntel.influencer.attrData.tabAbLabel,batch_05
Tab Anomaly Desc,이상 징후 안내,1,pages.marketingIntel.influencer.attrData.tabAnomalyDesc,batch_05
Tab Anomaly Label,이상 징후,1,pages.marketingIntel.influencer.attrData.tabAnomalyLabel,batch_05
Tab Cohort Desc,코호트 분석 안내,1,pages.marketingIntel.influencer.attrData.tabCohortDesc,batch_05
Tab Cohort Label,코호트,1,pages.marketingIntel.influencer.attrData.tabCohortLabel,batch_05
Tab Compare Desc,비교 분석 안내,1,pages.marketingIntel.influencer.attrData.tabCompareDesc,batch_05
Tab Compare Label,비교,1,pages.marketingIntel.influencer.attrData.tabCompareLabel,batch_05
Tab Ltv Desc,LTV 분석 안내,1,pages.marketingIntel.influencer.attrData.tabLtvDesc,batch_05
Tab Markov Desc,마르코프 분석 안내,1,pages.marketingIntel.influencer.attrData.tabMarkovDesc,batch_05
Tab Markov Label,마르코프,1,pages.marketingIntel.influencer.attrData.tabMarkovLabel,batch_05
Tab Mmm Desc,MMM 분석 안내,1,pages.marketingIntel.influencer.attrData.tabMmmDesc,batch_05
Tab Mmm Label,MMM,1,pages.marketingIntel.influencer.attrData.tabMmmLabel,batch_05
Tab Mta Desc,MTA 분석 안내,1,pages.marketingIntel.influencer.attrData.tabMtaDesc,batch_05
Tab Mta Label,MTA,1,pages.marketingIntel.influencer.attrData.tabMtaLabel,batch_05
Tab Shapley Desc,Shapley 분석 안내,1,pages.marketingIntel.influencer.attrData.tabShapleyDesc,batch_05
Tab Shapley Label,Shapley,1,pages.marketingIntel.influencer.attrData.tabShapleyLabel,batch_05
Time Series,시계열 데이터,1,pages.marketingIntel.influencer.attrData.timeSeries,batch_05
Top Paths,주요 전환 경로,1,pages.marketingIntel.influencer.attrData.topPaths,batch_05
Total Cac,총 CAC,1,pages.marketingIntel.influencer.attrData.totalCac,batch_05
Total Ltv,총 LTV,1,pages.marketingIntel.influencer.attrData.totalLtv,batch_05
Total Str,전체 합계,1,pages.marketingIntel.influencer.attrData.totalStr,batch_05
Uplift Sub,업리프트 분석 안내,1,pages.marketingIntel.influencer.attrData.upliftSub,batch_05
Uplift Title,업리프트 분석,1,pages.marketingIntel.influencer.attrData.upliftTitle,batch_05
🏆 Winner,🏆 우승안,1,pages.marketingIntel.influencer.attrData.winner,batch_05
Average ROI,평균 ROI,1,pages.marketingIntel.influencer.avgRoi,batch_05
Col Content,콘텐츠,1,pages.marketingIntel.influencer.colContent,batch_05
Col Likes,좋아요,1,pages.marketingIntel.influencer.colLikes,batch_05
+ Create Marketing Campaign,+ 마케팅 캠페인 생성,1,pages.marketingIntel.influencer.createCampaign,batch_05
Est Total,예상 합계,1,pages.marketingIntel.influencer.estTotal,batch_05
Contrib Creative,크리에이티브 기여도,1,pages.marketingIntel.influencer.graph.contribCreative,batch_05
Contrib Influencer,인플루언서 기여도,1,pages.marketingIntel.influencer.graph.contribInfluencer,batch_05
Contrib Path,전환 경로 기여도,1,pages.marketingIntel.influencer.graph.contribPath,batch_05
No Edge,연결된 엣지가 없습니다,1,pages.marketingIntel.influencer.graph.noEdge,batch_05
No Path,경로 데이터가 없습니다,1,pages.marketingIntel.influencer.graph.noPath,batch_05
Path W,경로 가중치,1,pages.marketingIntel.influencer.graph.pathW,batch_05
Source Node,시작 노드,1,pages.marketingIntel.influencer.graph.sourceNode,batch_05
Target Node,대상 노드,1,pages.marketingIntel.influencer.graph.targetNode,batch_05
Top Influencer,상위 인플루언서,1,pages.marketingIntel.influencer.graph.topInfluencer,batch_05
Perf Rate,성과율,1,pages.marketingIntel.influencer.perfRate,batch_05
Recom Flat,정액 추천,1,pages.marketingIntel.influencer.recomFlat,batch_05
Active Users,활성 사용자 수,1,pages.marketingIntel.influencer.system.activeUsers,batch_05
Api Latency,API 응답 지연시간,1,pages.marketingIntel.influencer.system.apiLatency,batch_05
Error Rate,오류율,1,pages.marketingIntel.influencer.system.errorRate,batch_05
Server Status,서버 상태,1,pages.marketingIntel.influencer.system.serverStatus,batch_05
Analysis Dashboard,분석 대시보드,1,pages.marketingIntel.influencer.tabAnalytics,batch_05
📣 Campaign Management,📣 캠페인 관리,1,pages.marketingIntel.influencer.tabCampaigns,batch_05
Tab Ugc,UGC,1,pages.marketingIntel.influencer.tabUgc,batch_05
Total Influencers,전체 인플루언서 수,1,pages.marketingIntel.influencer.totalInfluencers,batch_05
Kpi Contrib,KPI 기여도,1,pages.marketingIntel.kpiContrib,batch_05
Kpi Contrib Sub,KPI 기여도 안내,1,pages.marketingIntel.kpiContribSub,batch_05
Kpi Metric,KPI 지표,1,pages.marketingIntel.kpiMetric,batch_05
Kpi Table,KPI 테이블,1,pages.marketingIntel.kpiTable,batch_05
✅ [Approve],✅ [승인],1,pages.marketingIntel.logApproved,batch_05
Log Executed,실행 완료,1,pages.marketingIntel.logExecuted,batch_05
Log Rejected,반려됨,1,pages.marketingIntel.logRejected,batch_05
Integration,연동,1,pages.marketingIntel.marketingIntel.aiPredict.tab.integration,batch_05
Attr Ai Run,어트리뷰션 AI 실행,1,pages.marketingIntel.marketingIntel.banner.attrAiRun,batch_05
Attr Ai,어트리뷰션 AI,1,pages.marketingIntel.marketingIntel.banner.attrAiSub,batch_06
All Normal,전체 정상,1,pages.marketingIntel.marketingIntel.banner.kpiAllNormal,batch_06
Rule Action,룰 실행 액션,1,pages.marketingIntel.marketingIntel.banner.kpiRuleAction,batch_06
Rules Active,활성 룰,1,pages.marketingIntel.marketingIntel.banner.kpiRulesActive,batch_06
Rules Fired,실행된 룰,1,pages.marketingIntel.marketingIntel.banner.kpiRulesFired,batch_06
Pnl Ai Action,P&L AI 액션,1,pages.marketingIntel.marketingIntel.banner.pnlAiAction,batch_06
Pnl Budget Action,P&L 예산 액션,1,pages.marketingIntel.marketingIntel.banner.pnlBudgetAction,batch_06
Ch Name,채널명,1,pages.marketingIntel.marketingIntel.channelKpiPage.chName_,batch_06
Status error,오류,1,pages.marketingIntel.marketingIntel.systemMonitor.status_error,batch_06
Status ok,정상,1,pages.marketingIntel.marketingIntel.systemMonitor.status_ok,batch_06
Status warning,경고,1,pages.marketingIntel.marketingIntel.systemMonitor.status_warning,batch_06
Camp Name,캠페인명,1,pages.marketingIntel.marketingIntel.unified.campName,batch_06
Mix Title,믹스 분석,1,pages.marketingIntel.marketingIntel.unified.mixTitle,batch_06
Total Amt,총 금액,1,pages.marketingIntel.marketingIntel.unified.totalAmt,batch_06
Mobile Cvr,모바일 전환율,1,pages.marketingIntel.mobileCvr,batch_06
New Cust Pct,신규 고객 비율,1,pages.marketingIntel.newCustPct,batch_06
Node Settings,노드 설정,1,pages.marketingIntel.nodeSettings,batch_06
Order History,주문 이력,1,pages.marketingIntel.orderHistory,batch_06
Order Needed,발주 필요,1,pages.marketingIntel.orderNeeded,batch_06
Order Needed Sku,발주 필요 SKU,1,pages.marketingIntel.orderNeededSku,batch_06
Payment Key,결제 키,1,pages.marketingIntel.paymentKey,batch_06
Platform Dist,플랫폼 분포,1,pages.marketingIntel.platformDist,batch_06
Limited Features,일부 기능 제한,1,pages.marketingIntel.pricing.limitedFeat,batch_06
Product Cost,상품 원가,1,pages.marketingIntel.productCost,batch_06
Purchase Cost,매입 원가,1,pages.marketingIntel.purchaseCost,batch_06
Campaign Pnl Risk,캠페인 P&L 리스크,1,pages.marketingIntel.rollup.campaignPnlRisk,batch_06
Commission Per Post,게시물당 수수료,1,pages.marketingIntel.rollup.commissionPerPost,batch_06
Loss Est Warning,손실 예상 경고,1,pages.marketingIntel.rollup.lossEstWarning,batch_06
Pnl Cogs,매출원가(COGS),1,pages.marketingIntel.rollup.pnlCogs,batch_06
Pnl Desc,P&L 안내,1,pages.marketingIntel.rollup.pnlDesc,batch_06
Pnl Fx Loss,환차손,1,pages.marketingIntel.rollup.pnlFxLoss,batch_06
Net Revenue,순매출,1,pages.marketingIntel.rollup.pnlNetRev,batch_06
Pnl Return Loss,반품 손실,1,pages.marketingIntel.rollup.pnlReturnLoss,batch_06
Pnl Structure,P&L 구조,1,pages.marketingIntel.rollup.pnlStructure,batch_06
Settlement Deduction,정산 공제,1,pages.marketingIntel.rollup.settleDeductWord,batch_06
10K KRW,만원,1,pages.marketingIntel.rollup.unitTenThousand,batch_06
Root_page Title_channel Kpi2,채널 KPI 페이지,1,pages.marketingIntel.root_pageTitle_channelKpi2,batch_06
Sku Analysis,SKU 분석,1,pages.marketingIntel.skuAnalysis,batch_06
Sku Forecast,SKU 예측,1,pages.marketingIntel.skuForecast,batch_06
Top Margin SKU,고마진 SKU,1,pages.marketingIntel.skuTopMargin,batch_06
Summary Orders,주문 요약,1,pages.marketingIntel.summaryOrders,batch_06
Tab Ai,AI,1,pages.marketingIntel.tabAi,batch_06
Tab Ai Desc,AI 분석 안내,1,pages.marketingIntel.tabAiDesc,batch_06
Tab Auto,자동화,1,pages.marketingIntel.tabAuto,batch_06
Tab Auto Desc,자동화 안내,1,pages.marketingIntel.tabAutoDesc,batch_06
Tab Funnel,퍼널,1,pages.marketingIntel.tabFunnel,batch_06
Tab Funnel Desc,퍼널 분석 안내,1,pages.marketingIntel.tabFunnelDesc,batch_06
Tab Kpi,KPI,1,pages.marketingIntel.tabKpi,batch_06
Tab Kpi Desc,KPI 분석 안내,1,pages.marketingIntel.tabKpiDesc,batch_06
Today Ad Spend,오늘 광고비,1,pages.marketingIntel.todayAdSpend,batch_06
Top Creators,상위 크리에이터,1,pages.marketingIntel.topCreators,batch_06
Total Followers,총 팔로워 수,1,pages.marketingIntel.totalFollowers,batch_06
Total Purchases,총 구매 수,1,pages.marketingIntel.totalPurchases,batch_06
Total Rev Contrib,총 매출 기여도,1,pages.marketingIntel.totalRevContrib,batch_06
Add User,사용자 추가,1,pages.marketingIntel.userMgmt.addUser,batch_06
✉️ Email,✉️ 이메일,1,pages.marketingIntel.userMgmt.email,batch_06
Invite Email,초대 이메일,1,pages.marketingIntel.userMgmt.inviteEmail,batch_06
Invite Title,사용자 초대,1,pages.marketingIntel.userMgmt.inviteTitle,batch_06
Last Login,최근 로그인,1,pages.marketingIntel.userMgmt.lastLogin,batch_06
No Users,등록된 사용자가 없습니다.,1,pages.marketingIntel.userMgmt.noUsers,batch_06
Resend Invite,초대 재전송,1,pages.marketingIntel.userMgmt.resendInvite,batch_06
Send Invite,초대 발송,1,pages.marketingIntel.userMgmt.sendInvite,batch_06
Tab Invite,초대 관리,1,pages.marketingIntel.userMgmt.tabInvite,batch_06
Tab Users,사용자 관리,1,pages.marketingIntel.userMgmt.tabUsers,batch_06
Verdict Bad,부정,1,pages.marketingIntel.verdictBad,batch_06
Verdict Good,긍정,1,pages.marketingIntel.verdictGood,batch_06
Coupon Code,쿠폰 코드,1,pages.mobile.adminCoupon.codeLabel,batch_06
Code Placeholder,쿠폰 코드를 입력해주세요.,1,pages.mobile.adminCoupon.codePlaceholder,batch_06
Code / Recipient,코드 / 수신자,1,pages.mobile.adminCoupon.colCode,batch_06
Email Placeholder,이메일을 입력해주세요.,1,pages.mobile.adminCoupon.emailPlaceholder,batch_06
Issue Coupon,쿠폰 발급,1,pages.mobile.adminCoupon.issueBtn,batch_06
Email Notifications,이메일 알림,1,pages.mobile.adminCoupon.notifyEmail,batch_06
1 month,1개월,1,pages.mobile.adminCoupon.period1m,batch_06
1 year,1년,1,pages.mobile.adminCoupon.period1y,batch_06
2 months,2개월,1,pages.mobile.adminCoupon.period2m,batch_06
3 months,3개월,1,pages.mobile.adminCoupon.period3m,batch_06
6 months,6개월,1,pages.mobile.adminCoupon.period6m,batch_06
Tab Auto Rules,자동 규칙,1,pages.mobile.adminCoupon.tabAutoRules,batch_06
🎟 Issue Coupon,🎟 쿠폰 발급,1,pages.mobile.adminCoupon.tabIssue,batch_06
Free Coupon Management,무료 쿠폰 관리,1,pages.mobile.adminCoupon.tabTitle,batch_06
Total Issued,총 발급 수,1,pages.mobile.adminCoupon.totalIssued,batch_06
Average ROAS,평균 ROAS,1,pages.mobile.avgRoas,batch_06
No available coupons.,사용 가능한 쿠폰이 없습니다.,1,pages.mobile.coupon.emptyAvailable,batch_06
No expired coupons.,만료된 쿠폰이 없습니다.,1,pages.mobile.coupon.emptyExpired,batch_06
"If you have a coupon code, enter it above.",쿠폰 코드가 있으시면 위에 입력해주세요.,1,pages.mobile.coupon.emptyHint,batch_06
No used coupons.,사용 완료된 쿠폰이 없습니다.,1,pages.mobile.coupon.emptyUsed,batch_06
"Ask about P&L, ROAS, return rates...","P&L, ROAS, 반품률 등을 물어보세요...",1,pages.mobile.coupon.inputPlaceholder,batch_06
Invalid coupon code,유효하지 않은 쿠폰 코드입니다.,1,pages.mobile.coupon.invalidCode,batch_06
🎉 Redeem Coupon,🎉 쿠폰 사용,1,pages.mobile.coupon.modalConfirm,batch_06
Enter coupon code to instantly activate the plan.,쿠폰 코드를 입력하면 플랜이 즉시 활성화됩니다.,1,pages.mobile.coupon.modalSub,batch_06
🎟 Redeem Coupon,🎟 쿠폰 사용,1,pages.mobile.coupon.modalTitle,batch_06
Network Error,네트워크 오류,1,pages.mobile.coupon.networkError,batch_06
Redeem Coupon,쿠폰 사용하기,1,pages.mobile.coupon.redeemBtn,batch_06
✅ Available,✅ 사용 가능,1,pages.mobile.coupon.tabAvailable,batch_06
⏰ Expired,⏰ 만료됨,1,pages.mobile.coupon.tabExpired,batch_06
✔ Used,✔ 사용 완료,1,pages.mobile.coupon.tabUsed,batch_06
Use →,사용하기 →,1,pages.mobile.coupon.useBtn,batch_06
All Teams,전체 팀,1,pages.perms.allTeams,batch_06
Pro All + Instant Rollback·Amazon Policy·Market Share·Data Governance·SmartConnect Partner API·Influencer DB·Full Audit·Auto Reports.,Pro 전체 기능 + 즉시 롤백·Amazon 정책 관리·시장 점유율 분석·데이터 거버넌스·SmartConnect 파트너 API·인플루언서 DB·전체 감사 로그·자동 리포트 제공,1,pages.pricingDetail.ent_desc,batch_06
Ent_headline,엔터프라이즈 플랜,1,pages.pricingDetail.ent_headline,batch_06
Writeback Instant Rollback (New),Writeback 즉시 롤백 (신규),1,pages.pricingDetail.ent_s1,batch_06
Instant Rollback (Immediate Error Recovery),즉시 롤백 (오류 즉시 복구),1,pages.pricingDetail.ent_s1i2,batch_06
Multi-Brand Auto Execution,멀티 브랜드 자동 실행,1,pages.pricingDetail.ent_s1i3,batch_06
Full Rollback History View,전체 롤백 이력 조회,1,pages.pricingDetail.ent_s1i4,batch_06
Amazon Advanced Operations (New),Amazon 고급 운영 (신규),1,pages.pricingDetail.ent_s2,batch_06
Amazon Account Health Monitor,Amazon 계정 상태 모니터링,1,pages.pricingDetail.ent_s2i1,batch_06
Policy Compliance Management,정책 준수 관리,1,pages.pricingDetail.ent_s2i2,batch_06
Full Review Monitoring,전체 리뷰 모니터링,1,pages.pricingDetail.ent_s2i3,batch_06
Listing Quality Audit,상품 노출 품질 진단,1,pages.pricingDetail.ent_s2i4,batch_06
Market Intelligence (New),마켓 인텔리전스 (신규),1,pages.pricingDetail.ent_s3,batch_06
Market Share Analysis,시장 점유율 분석,1,pages.pricingDetail.ent_s3i1,batch_06
Competitor Ad Tracking (AI),경쟁사 광고 추적 (AI),1,pages.pricingDetail.ent_s3i2,batch_06
