path,ko_value,length,latin_ratio,category
marketing.abGuideStep3Desc,"최적화된 예산, 통합 ROAS, 예상 매출을 KPI 카드에서 확인합니다.",40,0.175,B_MIXED_LOW_RATIO
marketing.abGuideStep4Desc,"파이 차트에서 채널별 비율, 바 차트에서 ROAS를 확인합니다.",35,0.114,B_MIXED_LOW_RATIO
marketing.abGuideStep5Title,AI 근거 검토,8,0.250,B_MIXED_LOW_RATIO
marketing.abGuideStep5Desc,각 채널별 AI 배분 근거와 CAC 변동을 상세히 검토합니다.,34,0.147,B_MIXED_LOW_RATIO
marketing.abGuideStep6Desc,'캠페인에 적용' 버튼으로 AI 추천을 실제 캠페인에 전파합니다.,36,0.056,B_MIXED_LOW_RATIO
marketing.abGuideTip1,예산 규모에 따라 AI가 채널 수와 비율을 자동으로 조정합니다.,35,0.057,B_MIXED_LOW_RATIO
marketing.abGuideTip2,연동허브에서 API 키를 등록하면 해당 채널이 자동으로 배분 대상에 포함됩니다.,44,0.068,B_MIXED_LOW_RATIO
marketing.abGuideTip4,CAC 변동이 상승세이면 타겟팅 또는 소재 전략을 재검토하세요.,35,0.086,B_MIXED_LOW_RATIO
marketing.explainTitle,🤖 AI 최적화 채널 추천 안내,18,0.111,B_MIXED_LOW_RATIO
marketing.heroSub,월 예산을 설정하면 AI가 틱톡·메타·네이버 등에 최적화된 마케팅 전략을 자동으로 수립합니다.,52,0.038,B_MIXED_LOW_RATIO
marketing.tabAiDesign,AI 디자인,6,0.333,B_MIXED_LOW_RATIO
marketing.tabAiEval,🤖 AI 효과 평가 분석,14,0.143,B_MIXED_LOW_RATIO
marketing.aiEvalPlaceholderTitle,🤖 AI 평가 자리표시자,14,0.143,B_MIXED_LOW_RATIO
marketing.aiEvalPlaceholderDesc,AI 평가 결과는 이전 버전에 존재하였으나 통합 대시보드 구조에 맞춰 리팩토링 중입니다.,49,0.041,B_MIXED_LOW_RATIO
marketing.ModeLabel,(Dr.Jart+ 데모 모드),16,0.375,B_MIXED_LOW_RATIO
marketing.aiEvalTitle,🤖 AI 마케팅 효과 종합 평가,18,0.111,B_MIXED_LOW_RATIO
marketing.aiEvalSub,Claude Sonnet 3.5 기반 · 채널 효율 · 캠페인 성과 · 예산 재배분 · 전략 인사이트,56,0.214,B_MIXED_LOW_RATIO
marketing.runAI,🚀 AI 분석 실행,11,0.182,B_MIXED_LOW_RATIO
marketing.running,⏳ AI 분석 중...,12,0.167,B_MIXED_LOW_RATIO
marketing.analyzing,Claude AI가 마케팅 데이터를 분석 중입니다...,30,0.267,B_MIXED_LOW_RATIO
marketing.clickToRun,AI 분석 실행 버튼을 클릭하여 Claude 분석을 시작하세요,34,0.235,B_MIXED_LOW_RATIO
marketing.channelRanking,🏆 채널 AI 평가 랭킹,14,0.143,B_MIXED_LOW_RATIO
marketing.channelRankingSub,채널 클릭 시 항목별 상세 분석 · 강점/약점 · AI 권장 액션 조회,39,0.051,B_MIXED_LOW_RATIO
marketing.campaignTable,📋 캠페인별 AI 평가 분석표,17,0.118,B_MIXED_LOW_RATIO
marketing.campaignTableSub,캠페인 행 클릭 시 AI 인사이트 및 권장 액션 전개,29,0.069,B_MIXED_LOW_RATIO
marketing.budgetRealloc,💰 AI 예산 재배분 권고,15,0.133,B_MIXED_LOW_RATIO
marketing.rerunAI,🔄 AI 재분석 실행,12,0.167,B_MIXED_LOW_RATIO
marketing.aiRecommend,AI 권장 액션:,9,0.222,B_MIXED_LOW_RATIO
marketing.colScore,AI 점수,5,0.400,B_MIXED_LOW_RATIO
marketing.colAiAction,AI 액션,5,0.400,B_MIXED_LOW_RATIO
marketing.tabAI,🤖 AI 분석,8,0.250,B_MIXED_LOW_RATIO
marketing.tabAiAttr,🤖 AI 분석,8,0.250,B_MIXED_LOW_RATIO
marketing.calSub,SNS 포스트·광고 소재·이벤트 일정을 달력 형식으로 계획·관리합니다,38,0.079,B_MIXED_LOW_RATIO
marketing.tabAiCal,🤖 AI 분석,8,0.250,B_MIXED_LOW_RATIO
marketing.guideSub,AI 기반 마케팅 자동화 플랫폼의 주요 기능과 활용법을 안내합니다.,37,0.054,B_MIXED_LOW_RATIO
marketing.guideStep2Desc,AI가 추천하는 최적화된 캠페인을 생성합니다.,25,0.080,B_MIXED_LOW_RATIO
marketing.guideStep3Desc,AI 세그먼트 기반으로 정밀 타겟팅을 설정합니다.,27,0.074,B_MIXED_LOW_RATIO
marketing.guideStep4Desc,AI 크리에이티브 도구로 광고 소재를 자동 생성합니다.,30,0.067,B_MIXED_LOW_RATIO
marketing.guideStep6Desc,AI 추천에 따라 예산과 입찰가를 자동 최적화합니다.,29,0.069,B_MIXED_LOW_RATIO
marketing.guideTip2,A/B 테스트로 최적의 소재를 찾으세요.,22,0.091,B_MIXED_LOW_RATIO
marketing.guideTip3,AI 추천 세그먼트를 적극 활용하세요.,21,0.095,B_MIXED_LOW_RATIO
marketing.autoTab3,③ AI 전략 미리보기,12,0.167,B_MIXED_LOW_RATIO
marketing.mktTabAiDesign,AI 디자인,6,0.333,B_MIXED_LOW_RATIO
marketing.aiGuideTitle,AI 디자인 크리에이티브 엔진 — 완전 가이드,25,0.080,B_MIXED_LOW_RATIO
marketing.aiGuideStepsTitle,AI 디자인 — 단계별 워크플로우,18,0.111,B_MIXED_LOW_RATIO
marketing.aiDesignSub,엔터프라이즈 AI 크리에이티브 엔진 · 14 플랫폼 · 멀티채널 광고 · 인터랙티브 팝업,49,0.041,B_MIXED_LOW_RATIO
marketing.aiDesignLoading,AI 엔진 로딩 중...,13,0.154,B_MIXED_LOW_RATIO
marketing.aiGuideStep2Desc,"지출, 노출, 클릭, CTR, ROAS를 확인합니다.",29,0.241,B_MIXED_LOW_RATIO
marketing.aiGuideStep5Title,AI 추천,5,0.400,B_MIXED_LOW_RATIO
marketing.aiGuideStep5Desc,AI 기반 최적화 추천을 확인합니다.,20,0.100,B_MIXED_LOW_RATIO
marketing.guideTabAiDesignName,AI 디자인,6,0.333,B_MIXED_LOW_RATIO
marketing.guideTabAiDesignDesc,AI 기반 크리에이티브를 생성합니다.,20,0.100,B_MIXED_LOW_RATIO
marketing.guideFaq2Q,ROAS가 0이에요.,11,0.364,B_MIXED_LOW_RATIO
marketing.alertSimulateError,AI 전략 시뮬레이션에 실패했습니다. 다시 시도해주세요.,31,0.065,B_MIXED_LOW_RATIO
marketing.reason3,💰 최대 ROI를 위한 AI 기반 예산 최적화,26,0.192,B_MIXED_LOW_RATIO
marketing.reason5,🧠 AI 추천 크리에이티브 방향,18,0.111,B_MIXED_LOW_RATIO
marketing.csAiOptTitle,AI 소재 최적화 제안,12,0.167,B_MIXED_LOW_RATIO
marketing.csAiGenTitle,AI 크리에이티브 생성,12,0.167,B_MIXED_LOW_RATIO
marketing.csTypeShoppingDesc,상품 피드 DPA 소재,12,0.250,B_MIXED_LOW_RATIO
marketing.csAiOpt1,영상의 CTR 이 캐러셀의 1.5배입니다. 영상 비중을 확대하세요.,37,0.081,B_MIXED_LOW_RATIO
marketing.csAiGenDesc,카테고리와 채널을 선택하면 AI 가 최적의 광고 소재를 자동 생성합니다.,40,0.050,B_MIXED_LOW_RATIO
marketing.csAiOpt2,TikTok 숏폼 소재의 전환율이 가장 높습니다. 15초 이내 소재를 추가 제작하세요.,48,0.125,B_MIXED_LOW_RATIO
marketing.gNav.aiInsights,AI 인사이트,7,0.286,B_MIXED_LOW_RATIO
marketing.gNav.aiMarketing,AI 마케팅,6,0.333,B_MIXED_LOW_RATIO
marketing.gNav.aiMarketingHub,AI 커뮤니케이션,9,0.222,B_MIXED_LOW_RATIO
marketing.gNav.aiPolicy,AI 정책,5,0.400,B_MIXED_LOW_RATIO
marketing.gNav.aiRecommend,AI 추천,5,0.400,B_MIXED_LOW_RATIO
marketing.gNav.aiRuleEngine,AI 룰 엔진,7,0.286,B_MIXED_LOW_RATIO
marketing.gNav.crm,CRM & 채널,8,0.375,B_MIXED_LOW_RATIO
marketing.gNav.crmMain,CRM 대시보드,8,0.375,B_MIXED_LOW_RATIO
marketing.gNav.pnl,P&L 분석,6,0.333,B_MIXED_LOW_RATIO
marketing.gNav.reviewsUgc,리뷰 & UGC,8,0.375,B_MIXED_LOW_RATIO
marketing.g.upgradalDesc,"This is a powerful enterprise feature available in the paid plan.
Upgrade to Pro now to experience all features without limits.",127,0.827,C_LONG_LEAK
marketing.g.upgradalTitle,Pro 플랜 전용,9,0.333,B_MIXED_LOW_RATIO
accountPerf.aiInsightTitle,💡 AI 전략 인사이트,13,0.154,B_MIXED_LOW_RATIO
accountPerf.guideTabDashboardDesc,"팀 예산 바차트, 목표별 KPI, 수익 트래킹, AI 인사이트를 한눈에 파악합니다.",46,0.109,B_MIXED_LOW_RATIO
acctPerf.aiInsightTitle,💡 AI 전략 인사이트,13,0.154,B_MIXED_LOW_RATIO
acctPerf.guideFaq1A,Meta Ads 계정 연동 상태를 확인해주세요.,26,0.269,B_MIXED_LOW_RATIO
gAiRec.title,🤖 AI 마케팅 추천 & 자동화 엔진,21,0.095,B_MIXED_LOW_RATIO
gAiRec.subtitle,"Claude AI가 최적의 채널, 예산, 광고 소재를 한 번의 검색으로 분석합니다",45,0.178,B_MIXED_LOW_RATIO
gAiRec.aiAnalysis,🔍 AI 분석,8,0.250,B_MIXED_LOW_RATIO
gAiRec.analysisProgress,AI 마케팅 분석 진행 중...,17,0.118,B_MIXED_LOW_RATIO
gAiRec.gatheringData,Claude AI → 전문가 지식베이스: 최적 데이터 수집 중,34,0.235,B_MIXED_LOW_RATIO
gAiRec.savePng,⬇ PNG 저장,8,0.375,B_MIXED_LOW_RATIO
gAiRec.aiBudgetBase,AI 예산 기반,8,0.250,B_MIXED_LOW_RATIO
gAiRec.imgAutoCreateDesc,AI 이미지 자동 생성,12,0.167,B_MIXED_LOW_RATIO
gAiRec.claudeCreating,Claude AI 생성 중...,17,0.471,B_MIXED_LOW_RATIO
gAiRec.imgCreateReadyDesc,AI가 광고 이미지를 생성할 준비가 되었습니다.,26,0.077,B_MIXED_LOW_RATIO
creativeStudio.categoryOptimized,📋 {{cat}} 카테고리에 최적화된 입력 폼입니다. 입력할수록 광고 소재 품질이 높아집니다.,53,0.057,B_MIXED_LOW_RATIO
creativeStudio.customCopyToggle,"✍ 광고 헤드라인·본문 직접 입력하기 (선택, 미입력 시 AI 자동생성)",40,0.050,B_MIXED_LOW_RATIO
creativeStudio.adPreviewLabel,:{{ch}} 광고 미리보기,15,0.133,B_MIXED_LOW_RATIO
creativeStudio.adSpec,✅ {{ch}} 광고 규격 준수 · {{n}}종 포맷 자동 생성 완료,38,0.079,B_MIXED_LOW_RATIO
creativeStudio.cat_electronics,전자·IT,5,0.400,B_MIXED_LOW_RATIO
approvals.heroDesc,판매·광고·분석 채널의 API 키를 등록하고 연결 상태를 관리합니다.,38,0.079,B_MIXED_LOW_RATIO
approvals.noRequestsDesc,AI 규칙 엔진 및 AI 정책의 승인 요청이 실시간으로 여기에 표시됩니다.,41,0.098,B_MIXED_LOW_RATIO
approvals.demoGuard,데모 모드 — 승인 관리는 Pro 이상에서 이용 가능합니다,32,0.094,B_MIXED_LOW_RATIO
approvals.cfgRequire2fa,2FA 인증,6,0.333,B_MIXED_LOW_RATIO
approvals.cfgSlackNotifyDesc,승인 알림을 Slack으로 전송,17,0.294,B_MIXED_LOW_RATIO
approvals.syncRules,AI 규칙,5,0.400,B_MIXED_LOW_RATIO
approvals.demoBannerDesc,읽기 전용. Pro로 업그레이드하세요.,21,0.143,B_MIXED_LOW_RATIO
approvals.upgradeBtn,💎 Pro 업그레이드,12,0.250,B_MIXED_LOW_RATIO
userMgmt.pageSub,사용자 등록·권한 설정·역할 기반 접근 제어(RBAC),30,0.133,B_MIXED_LOW_RATIO
admin.ipRestriction,IP 제한,5,0.400,B_MIXED_LOW_RATIO
auditLog.exportCsv,CSV 내보내기,8,0.375,B_MIXED_LOW_RATIO
dbAdmin.pageTitle,🗄 DB 어드민,9,0.222,B_MIXED_LOW_RATIO
dbAdmin.dbConnected,DB 연결됨,6,0.333,B_MIXED_LOW_RATIO
journey.pageSub,이메일·카카오·LINE·SMS·WhatsApp 다채널 자동화 · A/B 테스트 · 실시간 연동,52,0.327,B_MIXED_LOW_RATIO
journey.igMessage,DM 메시지,6,0.333,B_MIXED_LOW_RATIO
journey.igMessagePh,Instagram DM 메시지를 입력하세요,23,0.478,B_MIXED_LOW_RATIO
journey.smsMessage,SMS 메시지,7,0.429,B_MIXED_LOW_RATIO
journey.smsMessagePh,SMS 메시지를 입력하세요,14,0.214,B_MIXED_LOW_RATIO
journey.popupTemplatePh,팝업 템플릿 ID를 입력하세요,16,0.125,B_MIXED_LOW_RATIO
journey.conditionLineClicked,LINE 클릭 여부,10,0.400,B_MIXED_LOW_RATIO
journey.emailSendSim,이메일 발송 시뮬레이션: {{count}}명,24,0.208,B_MIXED_LOW_RATIO
journey.kakaoSendSim,카카오 발송 시뮬레이션: {{count}}명,24,0.208,B_MIXED_LOW_RATIO
journey.lineSendSim,LINE 발송 시뮬레이션: {{count}}명,25,0.360,B_MIXED_LOW_RATIO
journey.nodeTypes.ab_test,A/B 테스트,7,0.286,B_MIXED_LOW_RATIO
journey.guideNodeLine,LINE 메시지를 발송합니다.,16,0.250,B_MIXED_LOW_RATIO
journey.guideNodeSms,SMS 문자 메시지를 발송합니다.,18,0.167,B_MIXED_LOW_RATIO
journey.guideNodeWhatsapp,WhatsApp 메시지를 발송합니다.,20,0.400,B_MIXED_LOW_RATIO
journey.lineSimulate,💚 LINE 시뮬레이션,13,0.308,B_MIXED_LOW_RATIO
guideNodeLine,"LINE 메시지를 발송합니다. 텍스트, Flex, 템플릿 메시지를 지원합니다.",43,0.186,B_MIXED_LOW_RATIO
guideNodeSms,SMS 문자 메시지를 발송합니다.,18,0.167,B_MIXED_LOW_RATIO
guideNodeWhatsapp,WhatsApp 메시지를 발송합니다. 사전 승인된 템플릿을 사용합니다.,39,0.205,B_MIXED_LOW_RATIO
guideNodeWebhook,외부 시스템에 데이터를 전송합니다 (HTTP POST/GET).,35,0.314,B_MIXED_LOW_RATIO
sms.guideComposeDesc,개별 SMS/LMS 발송,13,0.462,B_MIXED_LOW_RATIO
sms.guideAuthDesc,API 키 등록,8,0.375,B_MIXED_LOW_RATIO
sms.heroDesc,판매·광고·분석 채널의 API 키를 등록하고 연결 상태를 관리합니다.,38,0.079,B_MIXED_LOW_RATIO
sms.proMode,Pro 실연동,7,0.429,B_MIXED_LOW_RATIO
sms.providerNhnDesc,국내 최대 SMS API (KT/SK/LG 네트워크),29,0.414,B_MIXED_LOW_RATIO
sms.providerCoolDesc,개발자 친화적 API,11,0.273,B_MIXED_LOW_RATIO
sms.apiKeySettings,API 키 설정,8,0.375,B_MIXED_LOW_RATIO
sms.smsCostInfo,"SMS: 90자 이하, 건당 약 10~20원",24,0.125,B_MIXED_LOW_RATIO
sms.lmsCostInfo,"LMS: 장문, 건당 약 50~60원",20,0.150,B_MIXED_LOW_RATIO
sms.campSegment,CRM 세그먼트,8,0.375,B_MIXED_LOW_RATIO
sms.campSegmentPh,세그먼트 ID,7,0.286,B_MIXED_LOW_RATIO
sms.guideTemplatesDesc,메시지 템플릿 CRUD,12,0.333,B_MIXED_LOW_RATIO
sms.ihubAutoDetect,연동허브에서 자동 감지된 SMS 채널:,21,0.143,B_MIXED_LOW_RATIO
contentCal.subtitle,콘텐츠 일정 관리 · 팀 협업 · 멀티채널 퍼블리싱 · AI 분석,36,0.056,B_MIXED_LOW_RATIO
contentCal.tabAi,AI 분석,5,0.400,B_MIXED_LOW_RATIO
contentCal.noChannelDataSub,연동허브에서 API 키를 등록하면 채널 분석 데이터가 자동으로 표시됩니다.,41,0.073,B_MIXED_LOW_RATIO
contentCal.guideAiName,AI 분석,5,0.400,B_MIXED_LOW_RATIO
contentCal.guideAiDesc,채널별 성과 분석 및 AI 인사이트,19,0.105,B_MIXED_LOW_RATIO
reviews.draftGenerated,AI 답변 생성 완료,11,0.182,B_MIXED_LOW_RATIO
reviews.escalated,CS 에스컬레이션 완료,12,0.167,B_MIXED_LOW_RATIO
reviews.bulkGenReply,일괄 AI 답변 생성,11,0.182,B_MIXED_LOW_RATIO
reviews.kpiAiReply,AI 답변 완료,8,0.250,B_MIXED_LOW_RATIO
reviews.negKeywordsTitle,부정 키워드 Top 5,12,0.250,B_MIXED_LOW_RATIO
reviews.autoAlertDesc,부정 키워드 급증(+10건/일) 시 Slack #cs-alerts 채널로 자동 전송,46,0.283,B_MIXED_LOW_RATIO
reviews.heroDesc,판매·광고·분석 채널의 API 키를 등록하고 연결 상태를 관리합니다.,38,0.079,B_MIXED_LOW_RATIO
reviews.feedSub,AI 답변 초안 · CS 에스컬레이션 지원,23,0.174,B_MIXED_LOW_RATIO
reviews.csAssigned,CS 배정됨,6,0.333,B_MIXED_LOW_RATIO
reviews.orderId,주문 ID,5,0.400,B_MIXED_LOW_RATIO
reviews.ltv12,예상 12개월 LTV,11,0.273,B_MIXED_LOW_RATIO
reviews.pageSub,고객 데이터 기반 AI 평생 가치 예측 허브,24,0.083,B_MIXED_LOW_RATIO
reviews.liveDB,실시간 DB 연동 완료,12,0.167,B_MIXED_LOW_RATIO
reviews.Sim,AI 모델 시뮬레이션 모드,14,0.143,B_MIXED_LOW_RATIO
reviews.cpa,전환당 비용 (CPA),12,0.250,B_MIXED_LOW_RATIO
reviews.roas,광고수익률 (ROAS),12,0.333,B_MIXED_LOW_RATIO
reviews.mktLowRoas,최근 24시간 Google Ads의 ROAS가 타겟 대비 30% 미달입니다. (현재 2.1x),52,0.269,B_MIXED_LOW_RATIO
reviews.mktRulesActive,실시간 타겟팅 최적화 AI 규칙이 동작 중입니다.,27,0.074,B_MIXED_LOW_RATIO
reviews.mktHighRoas,최근 48시간 TikTok의 ROAS가 타겟 대비 150%를 초과달성 중입니다.,44,0.227,B_MIXED_LOW_RATIO
reviews.crmChurn,전체 VIP 유저 중 이탈 임박 고객이 2% 증가했습니다. (예상 손실액: 3천만원),47,0.064,B_MIXED_LOW_RATIO
reviews.crmVip,VIP 전용 케어 시나리오 발동 대기 중입니다.,26,0.115,B_MIXED_LOW_RATIO
reviews.ordersAiSub,해당 구매자들에게 지연 안내 Alimtalk 전송 여정을 구성할까요?,38,0.211,B_MIXED_LOW_RATIO
reviews.ordersCampaignAction,Alimtalk 사과 전송 캠페인 생성,21,0.381,B_MIXED_LOW_RATIO
reviews.mainTitle,AI 통합 광고 캠페인 빌더,15,0.133,B_MIXED_LOW_RATIO
reviews.step2,AI 전략 추천,8,0.250,B_MIXED_LOW_RATIO
reviews.budgetSub,나머지 채널별 복잡한 분배와 소재 생성은 AI가 알아서 해드립니다.,37,0.054,B_MIXED_LOW_RATIO
reviews.simulating,AI 전략 수립 중...,13,0.154,B_MIXED_LOW_RATIO
reviews.btnSimulate,AI 통합 전략 수립하기,13,0.154,B_MIXED_LOW_RATIO
reviews.mixTitle,AI 미디어 믹스 추천,12,0.167,B_MIXED_LOW_RATIO
reviews.mixSub,입력하신 {amt}의 최적 분배안입니다.,22,0.136,B_MIXED_LOW_RATIO
reviews.estRoas,예상 통합 ROAS,10,0.400,B_MIXED_LOW_RATIO
reviews.txt_WhitelistA_4,Whitelist 허용 기간 내 집행 가능 (만료 전 적극 활용 권장),39,0.231,B_MIXED_LOW_RATIO
reviews.txt_CreatorROI_11,🏆 크리에이터 ROI 랭킹,15,0.200,B_MIXED_LOW_RATIO
reviews.Top5_16,⚠ 주요 블랙 키워드 (Top 5),19,0.158,B_MIXED_LOW_RATIO
reviews._17,부정 키워드 급증 즉시 CS 알림 발송,21,0.095,B_MIXED_LOW_RATIO
reviews._23,CS 핫라인,6,0.333,B_MIXED_LOW_RATIO
reviews.A_25,🤖 AI 데이터 마이닝 종합평가,18,0.111,B_MIXED_LOW_RATIO
reviews.Commis_30,💰 AI 산출 적정 커미션 제안,18,0.111,B_MIXED_LOW_RATIO
reviews._32,🤖 Claude 3.5 기반 인플루언서 실시간 평가,29,0.207,B_MIXED_LOW_RATIO
reviews.txt_ClaudeSonn_33,ROI·전환·인게이지먼트에 근거한 최적화 모델 구동 ·,30,0.100,B_MIXED_LOW_RATIO
reviews.C_35,AI가 전체 크리에이터 누적 데이터베이스를 분석하고 있습니다...,36,0.056,B_MIXED_LOW_RATIO
reviews._39,🏆 AI 티어 기반 순위 표,16,0.125,B_MIXED_LOW_RATIO
reviews.Count_41,AI 평가 지수,8,0.250,B_MIXED_LOW_RATIO
reviews.u_68,콘텐츠 매트릭스 (재활용 및 화이트리스트 ROI),27,0.111,B_MIXED_LOW_RATIO
reviews.u_87,콘텐츠 ROI (총액),12,0.250,B_MIXED_LOW_RATIO
reviews.w_400,⏳ AI 분석 진행중...,14,0.143,B_MIXED_LOW_RATIO
reviews.w_401,🚀 AI 평가 실행,11,0.182,B_MIXED_LOW_RATIO
reviews.w_402,명 크리에이터 · ROI 분석 · 커미션 최적화 · 연장 검토,34,0.088,B_MIXED_LOW_RATIO
reviews.aiToneLabel,AI 답변 톤 설정,10,0.200,B_MIXED_LOW_RATIO
reviews.slackWebhookSub,부정 키워드 급증 시 자동 알림을 받을 Slack Webhook URL을 입력하세요.,47,0.319,B_MIXED_LOW_RATIO
reviews.guideDashDesc,"KPI 요약, 채널별 평점, 부정 키워드 모니터링",27,0.111,B_MIXED_LOW_RATIO
reviews.guideFeedDesc,"리뷰 필터링, AI 답변 생성, CS 에스컬레이션",27,0.148,B_MIXED_LOW_RATIO
reviews.guideSettingsDesc,"AI 톤 설정, 자동 에스컬레이션, Slack 알림",28,0.250,B_MIXED_LOW_RATIO
reviews.cpc,클릭당 비용 (CPC),12,0.250,B_MIXED_LOW_RATIO
reviews.channelRoleDef,채널별 역할 (Role) 정의,16,0.250,B_MIXED_LOW_RATIO
reviews.coreKpis,핵심 측정 지표 (KPIs),15,0.267,B_MIXED_LOW_RATIO
reviews.lblCtrFull,CTR (클릭률),9,0.333,B_MIXED_LOW_RATIO
reviews.lblCpaFull,CPA (전환 단가),11,0.273,B_MIXED_LOW_RATIO
reviews.lblRoasFull,ROAS (광고수익률),12,0.333,B_MIXED_LOW_RATIO
reviews.lblCpcFull,CPC (클릭 단가),11,0.273,B_MIXED_LOW_RATIO
reviews.snsKpiByChannel,채널별 SNS 상세,10,0.300,B_MIXED_LOW_RATIO
reviews.targetVsActuals,타겟 vs 실적 분석,11,0.182,B_MIXED_LOW_RATIO
reviews.monitorAi,AI 채널 성과 모니터링,13,0.154,B_MIXED_LOW_RATIO
reviews.claudeAiTitle,Claude AI 채널 종합 분석,18,0.444,B_MIXED_LOW_RATIO
reviews.aiAnalyzing,AI 데이터를 분석 중입니다...,18,0.111,B_MIXED_LOW_RATIO
reviews.runAi,AI 분석 실행,8,0.250,B_MIXED_LOW_RATIO
reviews.aiSummary,AI 종합 요약,8,0.250,B_MIXED_LOW_RATIO
reviews.noHistory,아직 생성된 AI 리포트가 없습니다.,20,0.100,B_MIXED_LOW_RATIO
reviews.tabGoals,1. 목표 및 역할 (Goals),18,0.278,B_MIXED_LOW_RATIO
reviews.tabRoles,2. 역할 할당 (Roles),16,0.313,B_MIXED_LOW_RATIO
reviews.tabSetup,3. 목표 설정 (Setup),16,0.313,B_MIXED_LOW_RATIO
reviews.tabSns,4. SNS 성과 (SNS),15,0.400,B_MIXED_LOW_RATIO
reviews.tabContent,5. 콘텐츠 성과 (Content),19,0.368,B_MIXED_LOW_RATIO
reviews.tabCommunity,6. 커뮤니티 (Community),19,0.474,B_MIXED_LOW_RATIO
reviews.tabTargets,7. 목표 달성률 (Targets),19,0.368,B_MIXED_LOW_RATIO
reviews.tabMonitor,8. 성과 모니터링 (Monitor),20,0.350,B_MIXED_LOW_RATIO
reviews.pageTitle,기본 채널 KPI 관리망,13,0.231,B_MIXED_LOW_RATIO
reviews.regenReply,AI 답변 재생성,9,0.222,B_MIXED_LOW_RATIO
reviews.draftReply,AI 답변 초안,8,0.250,B_MIXED_LOW_RATIO
reviews.csEscalate,CS 에스컬레이션,9,0.222,B_MIXED_LOW_RATIO
reviews.aiGenerated,AI 생성 답변 초안,11,0.182,B_MIXED_LOW_RATIO
reviews.aiDisclaimer,이것은 AI 생성 초안입니다. 발송 전 검토 및 수정해 주세요.,35,0.057,B_MIXED_LOW_RATIO
root_pageTitle_reviewsUgc,리뷰 & UGC,8,0.375,B_MIXED_LOW_RATIO
webPopup.linkUrl,바로가기 URL,8,0.375,B_MIXED_LOW_RATIO
webPopup.linkUrlDesc,팝업 클릭 시 이동할 랜딩 페이지 URL,22,0.136,B_MIXED_LOW_RATIO
webPopup.aiImagePh,AI 이미지 설명 (예: 여름 해변 배경에 선글라스와 서핑보드),35,0.057,B_MIXED_LOW_RATIO
webPopup.heroDesc,판매·광고·분석 채널의 API 키를 등록하고 연결 상태를 관리합니다.,38,0.079,B_MIXED_LOW_RATIO
webPopup.badgeAB,A/B 테스트,7,0.286,B_MIXED_LOW_RATIO
webPopup.badgeCvr,평균 복구 CVR +3.2%,15,0.200,B_MIXED_LOW_RATIO
webPopup.tabAB,A/B 테스트,7,0.286,B_MIXED_LOW_RATIO
webPopup.ctaBtn,CTA 버튼 텍스트,10,0.300,B_MIXED_LOW_RATIO
webPopup.abResult,팝업 A/B 테스트 결과,13,0.154,B_MIXED_LOW_RATIO
webPopup.abInsight,AI 분석: 베이지안 신뢰도 기반 최적 변형 자동 배포 권장,33,0.061,B_MIXED_LOW_RATIO
webPopup.settingGdpr,GDPR 동의 필수,10,0.400,B_MIXED_LOW_RATIO
webPopup.noAbTests,실행 중인 A/B 테스트 없음,16,0.125,B_MIXED_LOW_RATIO
webPopup.noAbTestsDesc,팝업을 만들고 A/B 테스트를 활성화하면 결과가 실시간으로 표시됩니다.,39,0.051,B_MIXED_LOW_RATIO
webPopup.aiDesignTitle,AI 팝업 자동 디자인,12,0.167,B_MIXED_LOW_RATIO
webPopup.aiDesignDesc,주제와 테마를 입력하면 AI가 최적의 팝업 디자인을 자동 생성합니다.,38,0.053,B_MIXED_LOW_RATIO
webPopup.aiGenerate,AI 디자인 생성,9,0.222,B_MIXED_LOW_RATIO
webPopup.aiDesignResult,AI 생성 팝업 디자인,12,0.167,B_MIXED_LOW_RATIO
webPopup.guideDashDesc,"KPI 요약, 캠페인별 CTR/CVR",20,0.450,B_MIXED_LOW_RATIO
webPopup.guideFeedDesc,"CRUD, AI 자동 디자인, 미리보기",21,0.286,B_MIXED_LOW_RATIO
webPopup.guideSettingsName,A/B 테스트,7,0.286,B_MIXED_LOW_RATIO
webPopup.guideSettingsDesc,"변형 비교, AI 최적 추천",15,0.133,B_MIXED_LOW_RATIO
webPopup.guideGuideDesc,"트리거 옵션, GDPR, 쿠키 관리",19,0.211,B_MIXED_LOW_RATIO
webPopup.uploadFormats,"지원: PNG, JPG, GIF, SVG (최대 5MB)",31,0.452,B_MIXED_LOW_RATIO
webPopup.2Name,VIP 전환 유도,9,0.333,B_MIXED_LOW_RATIO
graph.mockData,🟡 MOCK 데이터,11,0.364,B_MIXED_LOW_RATIO
graph.mockResult,🟡 MOCK 결과,10,0.400,B_MIXED_LOW_RATIO
gCat.electronics_label,📱 전자기기 & IT,12,0.167,B_MIXED_LOW_RATIO
gCat.digital_route,"SaaS, 모바일 앱, 디지털 구독",19,0.211,B_MIXED_LOW_RATIO
pages.marketing.AIPolicy,AI 정책,5,0.400,B_MIXED_LOW_RATIO
pages.marketing.aiMarketing,🚀 AI 마케팅 자동화,13,0.154,B_MIXED_LOW_RATIO
pages.marketing.aiMarketingHub,AI 커뮤니케이션,9,0.222,B_MIXED_LOW_RATIO
pages.marketing.aiRecommend,AI 즉시 추천,8,0.250,B_MIXED_LOW_RATIO
