path,ja_value,ko_value,ja_type,ja_hangul
ruleEnginePage.super.conApiDocs,API 문서,API 문서,string,1
ruleEnginePage.super.conApiKeyStr,API 키 (필수),API 키 (필수),string,1
ruleEnginePage.super.conApiSecretStr,시크릿 키,시크릿 키,string,1
ruleEnginePage.super.conAuthStart,인증 시작,인증 시작,string,1
ruleEnginePage.super.conBtnAcctConn,계정 연결,계정 연결,string,1
ruleEnginePage.super.conBtnWhSettings,웹훅 설정,웹훅 설정,string,1
ruleEnginePage.super.conCopied,복사됨!,복사됨!,string,1
ruleEnginePage.super.conCopy,복사,복사,string,1
ruleEnginePage.super.conDesc,"OAuth 2.0 및 API Key 연동, 권한 범위 관리, 토큰 자동 갱신 및 웹훅 이벤트 수신을 하나의 화면에서 완벽하게 관리합니다.","OAuth 2.0 및 API Key 연동, 권한 범위 관리, 토큰 자동 갱신 및 웹훅 이벤트 수신을 하나의 화면에서 완벽하게 관리합니다.",string,1
ruleEnginePage.super.conDisconnect,연결 해제,연결 해제,string,1
ruleEnginePage.super.conEventFeed,이벤트 피드,이벤트 피드,string,1
ruleEnginePage.super.conFltAll,전체,전체,string,1
ruleEnginePage.super.conFltAllBase,전체,전체,string,1
ruleEnginePage.super.conFltApi,API 키,API 키,string,1
ruleEnginePage.super.conFltDis,미연동,미연동,string,1
ruleEnginePage.super.conFltDiscon,미연결,미연결,string,1
ruleEnginePage.super.conFltOauth,OAuth,OAuth,string,0
ruleEnginePage.super.conHeroDesc,채널 연동 관리 · API 통합 · 실시간 동기화,채널 연동 관리 · API 통합 · 실시간 동기화,string,1
ruleEnginePage.super.conHeroTitle,🔌 커넥터 허브,🔌 커넥터 허브,string,1
ruleEnginePage.super.conInputApiKey,API 키 입력,API 키 입력,string,1
ruleEnginePage.super.conKpiAll,전체 채널,전체 채널,string,1
ruleEnginePage.super.conKpiApi,API 키 인증,API 키 인증,string,1
ruleEnginePage.super.conKpiConn,연동 완료,연동 완료,string,1
ruleEnginePage.super.conKpiConnected,연결된 채널,연결된 채널,string,1
ruleEnginePage.super.conKpiOauth,OAUTH 인증,OAUTH 인증,string,1
ruleEnginePage.super.conLabelPermSel,권한 선택,권한 선택,string,1
ruleEnginePage.super.conOauthStart,OAuth 연동 시작,OAuth 연동 시작,string,1
ruleEnginePage.super.conPermSel,권한 범위 선택,권한 범위 선택,string,1
ruleEnginePage.super.conRealtime,실시간,실시간,string,1
ruleEnginePage.super.conRefresh,새로고침,새로고침,string,1
ruleEnginePage.super.conStatConn,연결됨,연결됨,string,1
ruleEnginePage.super.conStatConnProg,연결 중,연결 중,string,1
ruleEnginePage.super.conStatDiscon,연결 해제,연결 해제,string,1
ruleEnginePage.super.conStatErr,오류,오류,string,1
ruleEnginePage.super.conTabDw,🔷 Data Warehouse,🔷 Data Warehouse,string,0
ruleEnginePage.super.conTabPlat,🔌 플랫폼 연동,🔌 플랫폼 연동,string,1
ruleEnginePage.super.conTabPlatform,📡 플랫폼,📡 플랫폼,string,1
ruleEnginePage.super.conTestSend,테스트 전송,테스트 전송,string,1
ruleEnginePage.super.conTitle,데이터 연동 허브,데이터 연동 허브,string,1
ruleEnginePage.super.emptyDesc,連携ハブでチャネルを接続すると精算データが自動収集されます,連携ハブでチャネルを接続すると精算データが自動収集されます,string,0
ruleEnginePage.super.emptyGoHub,連携ハブへ移動,連携ハブへ移動,string,0
ruleEnginePage.super.emptyTitle,精算データなし,精算データなし,string,0
ruleEnginePage.super.ihAdvertising,광고 채널,광고 채널,string,1
ruleEnginePage.super.ihCafe,Cafe24,Cafe24,string,0
ruleEnginePage.super.ihCafeDesc,"주문, 고객 정보, 품목별 매출 연동","주문, 고객 정보, 품목별 매출 연동",string,1
ruleEnginePage.super.ihCollab,협업 툴,협업 툴,string,1
ruleEnginePage.super.ihCommerce,Commerce,Commerce,string,0
ruleEnginePage.super.ihConnect,Connect,Connect,string,0
ruleEnginePage.super.ihConnected,🟢 Connected,🟢 Connected,string,0
ruleEnginePage.super.ihConnecting,Connecting...,Connecting...,string,0
ruleEnginePage.super.ihCrm,CRM,CRM,string,0
ruleEnginePage.super.ihDesc,Oauth2 기반 원클릭 연동 생태계입니다. 즉시 모든 데이터 소스를 통합하세요.,Oauth2 기반 원클릭 연동 생태계입니다. 즉시 모든 데이터 소스를 통합하세요.,string,1
ruleEnginePage.super.ihGoogle,Google Ads,Google Ads,string,0
ruleEnginePage.super.ihGoogleDesc,"검색광고, 디스플레이, 유튜브 성과 연동","검색광고, 디스플레이, 유튜브 성과 연동",string,1
ruleEnginePage.super.ihMeta,Meta Ads,Meta Ads,string,0
ruleEnginePage.super.ihMetaDesc,"캠페인, 광고세트, 광고 소재 및 비용 연동","캠페인, 광고세트, 광고 소재 및 비용 연동",string,1
ruleEnginePage.super.ihSalesforce,Salesforce,Salesforce,string,0
ruleEnginePage.super.ihSfDesc,B2B 잠재고객 및 CRM 데이터 통합,B2B 잠재고객 및 CRM 데이터 통합,string,1
ruleEnginePage.super.ihShopify,Shopify,Shopify,string,0
ruleEnginePage.super.ihShopifyDesc,글로벌 매출 및 평생가치(LTV) 연동,글로벌 매출 및 평생가치(LTV) 연동,string,1
ruleEnginePage.super.ihSlack,Slack,Slack,string,0
ruleEnginePage.super.ihSlackDesc,ROAS 저하 알럿 채널 전송,ROAS 저하 알럿 채널 전송,string,1
ruleEnginePage.super.ihTitle,🔗 다이렉트 연동 허브,🔗 다이렉트 연동 허브,string,1
ruleEnginePage.super.importBtn,+ インポート,+ インポート,string,0
ruleEnginePage.super.kpiClaimCount,クレーム,クレーム,string,0
ruleEnginePage.super.kpiRev,총 매출,총 매출,string,1
ruleEnginePage.super.kpiRoas,ROAS,ROAS,string,0
ruleEnginePage.super.labelChannel,チャネル,チャネル,string,0
ruleEnginePage.super.noData,データがありません。,データがありません。,string,0
ruleEnginePage.super.pageDesc,プラットフォーム別精算額追跡・手数料分析,プラットフォーム別精算額追跡・手数料分析,string,0
ruleEnginePage.super.pageTitle,チャネル精算管理,チャネル精算管理,string,0
ruleEnginePage.super.rbClear,캔버스 지우기,캔버스 지우기,string,1
ruleEnginePage.super.rbClicks,일간 클릭 (바),일간 클릭 (바),string,1
ruleEnginePage.super.rbDragDesc,이 컴포넌트들을 캔버스로 드래그하세요.,이 컴포넌트들을 캔버스로 드래그하세요.,string,1
ruleEnginePage.super.rbDropHere,여기에 위젯을 드래그 앤 드롭하세요,여기에 위젯을 드래그 앤 드롭하세요,string,1
ruleEnginePage.super.rbKpi,핵심 지표 요약 박스,핵심 지표 요약 박스,string,1
ruleEnginePage.super.rbLib,📊 Widget Library,📊 Widget Library,string,0
ruleEnginePage.super.rbPageDesc,엔터프라이즈급 드래그 앤 드롭 대시보드 스튜디오. 무한한 커스텀 뷰를 완성하세요.,엔터프라이즈급 드래그 앤 드롭 대시보드 스튜디오. 무한한 커스텀 뷰를 완성하세요.,string,1
ruleEnginePage.super.rbSpend,광고비 (영역),광고비 (영역),string,1
ruleEnginePage.super.rbTitle,🛠️ Custom Report Builder,🛠️ Custom Report Builder,string,0
ruleEnginePage.super.rbTrend,ROAS 트렌드 (라인),ROAS 트렌드 (라인),string,1
ruleEnginePage.super.rbUnknown,알 수 없는 위젯,알 수 없는 위젯,string,1
ruleEnginePage.super.routingNoRules,ルーティングルールがありません。ルールを追加してください。,ルーティングルールがありません。ルールを追加してください。,string,0
ruleEnginePage.super.searchPlaceholder,注文番号・購入者・商品名で検索...,注文番号・購入者・商品名で検索...,string,0
ruleEnginePage.super.settingsAutoCollectDesc,連携チャネルから注文データをリアルタイムで自動収集します。,連携チャネルから注文データをリアルタイムで自動収集します。,string,0
ruleEnginePage.super.settingsNotifDesc,新規注文、クレーム受付、SLA違反時にSlack/Emailで通知します。,新規注文、クレーム受付、SLA違反時にSlack/Emailで通知します。,string,0
ruleEnginePage.super.settingsSlaMonitor,SLAモニタリング,SLAモニタリング,string,0
ruleEnginePage.super.settingsSlaMonitorDesc,チャネル別出荷SLA基準時間を監視し、違反時に即座に通知します。,チャネル別出荷SLA基準時間を監視し、違反時に即座に通知します。,string,0
ruleEnginePage.super.settleColChannel,チャネル,チャネル,string,0
ruleEnginePage.supplyChain.addLine,공급라인 등록,공급라인 등록,string,1
ruleEnginePage.supplyChain.addRule,ルール追加,ルール追加,string,0
ruleEnginePage.supplyChain.addSupplier,공급사 등록,공급사 등록,string,1
ruleEnginePage.supplyChain.altSupplierSearch,대체 공급사 검색,대체 공급사 검색,string,1
ruleEnginePage.supplyChain.autoRiskRules,자동 위험 감지 규칙,자동 위험 감지 규칙,string,1
ruleEnginePage.supplyChain.avgLeadTime,평균 리드타임,평균 리드타임,string,1
ruleEnginePage.supplyChain.cancel,キャンセル,キャンセル,string,0
ruleEnginePage.supplyChain.category,카테고리,카테고리,string,1
ruleEnginePage.supplyChain.confirmDelete,정말로 삭제하시겠습니까?,정말로 삭제하시겠습니까?,string,1
ruleEnginePage.supplyChain.contact,연락처,연락처,string,1
ruleEnginePage.supplyChain.contactSupplier,공급사 연락,공급사 연락,string,1
ruleEnginePage.supplyChain.countUnit,개,개,string,1
ruleEnginePage.supplyChain.country,국가,국가,string,1
ruleEnginePage.supplyChain.days,일,일,string,1
ruleEnginePage.supplyChain.delayRate,지연율,지연율,string,1
ruleEnginePage.supplyChain.guideStep10Desc,サプライチェーンデータは価格最適化、WMS管理者などの他モジュールとリアルタイム連携されます。,サプライチェーンデータは価格最適化、WMS管理者などの他モジュールとリアルタイム連携されます。,string,0
ruleEnginePage.supplyChain.guideStep10Title,データ活用,データ活用,string,0
ruleEnginePage.supplyChain.guideStep9Desc,全入力フィールドでXSS、SQLインジェクション、パストラバーサルなどのハッキング試行をリアルタイムで検知・ブロックします。,全入力フィールドでXSS、SQLインジェクション、パストラバーサルなどのハッキング試行をリアルタイムで検知・ブロックします。,string,0
ruleEnginePage.supplyChain.guideStep9Title,セキュリティ監視,セキュリティ監視,string,0
ruleEnginePage.supplyChain.highRisk,고위험,고위험,string,1
ruleEnginePage.supplyChain.invSupplier,サプライヤー保有,サプライヤー保有,string,0
ruleEnginePage.supplyChain.lcDesc,商品原価、物流費、関税、保険、ハンドリング費用を含む最終到着原価（Landed Cost）を計算します。,商品原価、物流費、関税、保険、ハンドリング費用を含む最終到着原価（Landed Cost）を計算します。,string,0
ruleEnginePage.supplyChain.lcHandling,ハンドリング,ハンドリング,string,0
ruleEnginePage.supplyChain.lcOther,その他費用,その他費用,string,0
ruleEnginePage.supplyChain.leadTime,리드타임,리드타임,string,1
ruleEnginePage.supplyChain.linesTracked,개 공급라인 추적,개 공급라인 추적,string,1
ruleEnginePage.supplyChain.loading,Loading...,Loading...,string,0
ruleEnginePage.supplyChain.noData,No Data Available,No Data Available,string,0
ruleEnginePage.supplyChain.noRisk,현재 감지된 위험이 없습니다.,현재 감지된 위험이 없습니다.,string,1
ruleEnginePage.supplyChain.normal,정상,정상,string,1
ruleEnginePage.supplyChain.pageSub,サプライヤー → 生産 → 出荷 → 通関 → 入庫 → 出庫の全フロー リアルタイム追跡、リードタイム自動計算、供給リスク検知,サプライヤー → 生産 → 出荷 → 通関 → 入庫 → 出庫の全フロー リアルタイム追跡、リードタイム自動計算、供給リスク検知,string,0
ruleEnginePage.supplyChain.pageTitle,サプライチェーン可視性,サプライチェーン可視性,string,0
ruleEnginePage.supplyChain.poSelectSupplier,サプライヤー選択,サプライヤー選択,string,0
ruleEnginePage.supplyChain.productName,Product name,Product name,string,0
ruleEnginePage.supplyChain.reliability,신뢰도,신뢰도,string,1
ruleEnginePage.supplyChain.riskDetected,공급 위험 감지,공급 위험 감지,string,1
ruleEnginePage.supplyChain.riskLines,위험 라인,위험 라인,string,1
ruleEnginePage.supplyChain.ruleAction,자동 실행 액션,자동 실행 액션,string,1
ruleEnginePage.supplyChain.ruleName,ルール名,ルール名,string,0
ruleEnginePage.supplyChain.securityAlert,セキュリティ脅威検知,セキュリティ脅威検知,string,0
ruleEnginePage.supplyChain.securityDesc,悪意のある入力が検出され、ブロックされました。,悪意のある入力が検出され、ブロックされました。,string,0
ruleEnginePage.supplyChain.securityDismiss,확인 및 닫기,확인 및 닫기,string,1
ruleEnginePage.supplyChain.slackNotify,Slack 알림,Slack 알림,string,1
ruleEnginePage.supplyChain.supplier,공급사,공급사,string,1
ruleEnginePage.supplyChain.suppliersRegistered,개 공급사 등록,개 공급사 등록,string,1
ruleEnginePage.supplyChain.supplyRisk,공급 위험,공급 위험,string,1
ruleEnginePage.supplyChain.tabLeadTime,リードタイム分析,リードタイム分析,string,0
ruleEnginePage.supplyChain.tabRisk,リスク検知,リスク検知,string,0
ruleEnginePage.supplyChain.tabSuppliers,サプライヤー管理,サプライヤー管理,string,0
ruleEnginePage.supplyChain.tabTimeline,供給タイムライン,供給タイムライン,string,0
ruleEnginePage.supplyChain.totalPO,총 발주 금액,총 발주 금액,string,1
ruleEnginePage.supplyChain.trackingLines,추적 라인,추적 라인,string,1
ruleEnginePage.tabActiveRules,アクティブルール,활성 규칙,string,0
ruleEnginePage.tabActiveRulesDesc,실시간 규칙 관리,실시간 규칙 관리,string,1
ruleEnginePage.tabClaims,クレーム/返品,クレーム/返品,string,0
ruleEnginePage.tabDiscover,MLパターン検知,ML 패턴 탐지,string,0
ruleEnginePage.tabDiscoverDesc,AI 자동 패턴 탐지,AI 자동 패턴 탐지,string,1
ruleEnginePage.tabGuide,利用ガイド,사용 가이드,string,0
ruleEnginePage.tabGuideDesc,AI規則エンジンガイド,AI 규칙 엔진 이용 가이드,string,0
ruleEnginePage.tabLLM,LLMルール生成,LLM 규칙 생성,string,0
ruleEnginePage.tabLLMDesc,자연어 규칙 생성기,자연어 규칙 생성기,string,1
ruleEnginePage.tabModel,モデル現況,AI 모델 현황,string,0
ruleEnginePage.tabModelDesc,모델 성능 & 재학습,모델 성능 & 재학습,string,1
ruleEnginePage.tabRouting,自動ルーティング,自動ルーティング,string,0
ruleEnginePage.totalFires,총 실행 횟수,총 실행 횟수,string,1
ruleEnginePage.totalPrevented,총 방지 건수,총 방지 건수,string,1
ruleEnginePage.totalTrained,총 {{count}} 건 학습됨,총 {{count}} 건 학습됨,string,1
ruleEnginePage.trainStep1,데이터 전처리 시작,데이터 전처리 시작,string,1
ruleEnginePage.trainStep2,특성 추출 중,특성 추출 중,string,1
ruleEnginePage.trainStep3,모델 학습 진행,모델 학습 진행,string,1
ruleEnginePage.trainStep4,교차 검증 중,교차 검증 중,string,1
ruleEnginePage.trainStep5,하이퍼파라미터 최적화,하이퍼파라미터 최적화,string,1
ruleEnginePage.trainStep6,최종 모델 평가,최종 모델 평가,string,1
ruleEnginePage.trainStep7,학습 완료! 새 모델 배포됨,학습 완료! 새 모델 배포됨,string,1
ruleEnginePage.trainingDataStatus,학습 데이터 현황,학습 데이터 현황,string,1
ruleEnginePage.trainingInProgress,학습 중...,학습 중...,string,1
ruleEnginePage.trainingProgress,학습 진행률,학습 진행률,string,1
ruleEnginePage.upgradeBtn,Upgrade,업그레이드,string,0
ruleEnginePage.weeklyTrend,주간 정확도 추이,주간 정확도 추이,string,1
ruleEnginePage.wms.actions,Actions,Actions,string,0
ruleEnginePage.wms.adjustInventory,Adjust Inventory,Adjust Inventory,string,0
ruleEnginePage.wms.auditAdjAlert,Stock adjustment will be reflected in In/Out tab.,Stock adjustment will be reflected in In/Out tab.,string,0
ruleEnginePage.wms.auditAllSku,All SKUs,All SKUs,string,0
ruleEnginePage.wms.auditBulkAdj,🔧 Bulk Adjust,🔧 Bulk Adjust,string,0
ruleEnginePage.wms.auditColBook,Book Stock,Book Stock,string,0
ruleEnginePage.wms.auditColDiff,Diff,Diff,string,0
ruleEnginePage.wms.auditColInput,Count Input,Count Input,string,0
ruleEnginePage.wms.auditColProduct,Product,Product,string,0
ruleEnginePage.wms.auditColSku,SKU,SKU,string,0
ruleEnginePage.wms.auditColStatus,Status,Status,string,0
ruleEnginePage.wms.auditCompleted,✅ Completed,✅ Completed,string,0
ruleEnginePage.wms.auditConfirmMsg,{n} SKUs uncounted. Complete?,{n} SKUs uncounted. Complete?,string,0
ruleEnginePage.wms.auditCounting,🔄 Counting,🔄 Counting,string,0
ruleEnginePage.wms.auditDateLabel,Audit Date,Audit Date,string,0
ruleEnginePage.wms.auditDiffQty,Discrepancy,Discrepancy,string,0
ruleEnginePage.wms.auditDiffReport,🖨️ Diff Report,🖨️ Diff Report,string,0
ruleEnginePage.wms.auditDiscTitle,⚠️ Discrepancy Items,⚠️ Discrepancy Items,string,0
ruleEnginePage.wms.auditDoneBtn,✅ Complete,✅ Complete,string,0
ruleEnginePage.wms.auditDoneCount,Counted,Counted,string,0
ruleEnginePage.wms.auditDraft,📝 Draft,📝 Draft,string,0
ruleEnginePage.wms.auditExcess,📈 Excess,📈 Excess,string,0
ruleEnginePage.wms.auditInputPh,Input,Input,string,0
ruleEnginePage.wms.auditLogBtn,Movement History,Movement History,string,0
ruleEnginePage.wms.auditLogClearBtn,Delete History,Delete History,string,0
ruleEnginePage.wms.auditLogClearConfirm,Delete all history? This cannot be undone.,Delete all history? This cannot be undone.,string,0
ruleEnginePage.wms.auditLogDesc,Immutable log of all stock changes. Up to 500 records.,Immutable log of all stock changes. Up to 500 records.,string,0
ruleEnginePage.wms.auditLogEmpty,No movement history recorded.,No movement history recorded.,string,0
ruleEnginePage.wms.auditLogTitle,Stock Movement History (Audit Trail),Stock Movement History (Audit Trail),string,0
ruleEnginePage.wms.auditNoDiff,No Issues,No Issues,string,0
ruleEnginePage.wms.auditNormal,✅ Normal,✅ Normal,string,0
ruleEnginePage.wms.auditNotCounted,Not Counted,Not Counted,string,0
ruleEnginePage.wms.auditNotDone,Not Counted,Not Counted,string,0
ruleEnginePage.wms.auditPrintBtn,🖨️ Print,🖨️ Print,string,0
ruleEnginePage.wms.auditSearchPh,Search SKU or product...,Search SKU or product...,string,0
ruleEnginePage.wms.auditShort,📉 Short,📉 Short,string,0
ruleEnginePage.wms.auditStartBtn,🔄 Start,🔄 Start,string,0
ruleEnginePage.wms.auditTitle,📋 棚卸し,📋 棚卸し,string,0
ruleEnginePage.wms.auditTotalDiff,Total Discrepancy Qty,Total Discrepancy Qty,string,0
ruleEnginePage.wms.bdlAddBtn,+ Add Bundle,+ Add Bundle,string,0
ruleEnginePage.wms.bdlAddComp,+ Add,+ Add,string,0
ruleEnginePage.wms.bdlAssemble,Assemblable,Assemblable,string,0
ruleEnginePage.wms.bdlAvailable,sets,sets,string,0
ruleEnginePage.wms.bdlBomTitle,Components (BOM),Components (BOM),string,0
ruleEnginePage.wms.bdlCancelBtn,Cancel,Cancel,string,0
ruleEnginePage.wms.bdlCostLabel,Cost,Cost,string,0
ruleEnginePage.wms.bdlMarginLabel,Margin,Margin,string,0
ruleEnginePage.wms.bdlNameLabel,Bundle Name,Bundle Name,string,0
ruleEnginePage.wms.bdlNamePh,Bdl Name Ph,Bdl Name Ph,string,0
ruleEnginePage.wms.bdlNewTitle,New Bundle,New Bundle,string,0
ruleEnginePage.wms.bdlPriceLabel,Sale Price,Sale Price,string,0
ruleEnginePage.wms.bdlQtyLabel,수량,수량,string,1
ruleEnginePage.wms.bdlRegAlert,Bundle Registration Complete:,Bundle Registration Complete:,string,0
ruleEnginePage.wms.bdlSaveBtn,💾 Register,💾 Register,string,0
ruleEnginePage.wms.bdlShip1,📦 Ship 1 Set,📦 Ship 1 Set,string,0
ruleEnginePage.wms.bdlShip10,📦 Ship 10 Sets,📦 Ship 10 Sets,string,0
ruleEnginePage.wms.bdlShipAlert,Bundle Shipment:,Bundle Shipment:,string,0
ruleEnginePage.wms.bdlSkuLabel,Bundle SKU,Bundle SKU,string,0
ruleEnginePage.wms.bdlTitle,📦 バンドル・キット BOM管理,📦 バンドル・キット BOM管理,string,0
ruleEnginePage.wms.bulkXlsxError,Excelファイルの解析に失敗しました。書式を確認してください。,Excelファイルの解析に失敗しました。書式を確認してください。,string,0
ruleEnginePage.wms.carrAddBtn,+ Add Carrier,+ Add Carrier,string,0
ruleEnginePage.wms.carrAllReg,Total Registered,Total Registered,string,0
ruleEnginePage.wms.carrApiDone,API Connected,API Connected,string,0
ruleEnginePage.wms.carrApiKeyLabel,API Key,API Key,string,0
ruleEnginePage.wms.carrApiKeyPh,Enter API Key,Enter API Key,string,0
ruleEnginePage.wms.carrApiKeyRequired,Enter API Key first.,Enter API Key first.,string,0
ruleEnginePage.wms.carrCancelBtn,Cancel,Cancel,string,0
ruleEnginePage.wms.carrCodeLabel,Code *,Code *,string,0
ruleEnginePage.wms.carrCountryLabel,Country,Country,string,0
ruleEnginePage.wms.carrEditTitle,✏️ Edit Carrier,✏️ Edit Carrier,string,0
ruleEnginePage.wms.carrFailMsg,❌ Auth failed for {name},❌ Auth failed for {name},string,0
ruleEnginePage.wms.carrFilterAll,All,All,string,0
ruleEnginePage.wms.carrFilterDomestic,국내택배,국내택배,string,1
ruleEnginePage.wms.carrFilterFreight,Freight,Freight,string,0
ruleEnginePage.wms.carrFilterIntlExpress,국제특송,국제특송,string,1
ruleEnginePage.wms.carrFilterIntlPost,국제우편,국제우편,string,1
ruleEnginePage.wms.carrFilterSameDay,당일배송,당일배송,string,1
ruleEnginePage.wms.carrHideKey,Hide,Hide,string,0
ruleEnginePage.wms.carrInactive,Suspend,Suspend,string,0
ruleEnginePage.wms.carrIntegFail,❌ Failed,❌ Failed,string,0
ruleEnginePage.wms.carrIntegOk,✅ Connected,✅ Connected,string,0
ruleEnginePage.wms.carrKeyReg,🔑 Key Registered,🔑 Key Registered,string,0
ruleEnginePage.wms.carrLoadingMsg,🔄 Testing {name} API...,🔄 Testing {name} API...,string,0
ruleEnginePage.wms.carrNameLabel,Company *,Company *,string,0
ruleEnginePage.wms.carrNameRequired,Name and code required.,Name and code required.,string,0
ruleEnginePage.wms.carrNewTitle,➕ New Carrier,➕ New Carrier,string,0
ruleEnginePage.wms.carrNoApi,Not Connected,Not Connected,string,0
ruleEnginePage.wms.carrNoInteg,⚠️ Not Connected,⚠️ Not Connected,string,0
ruleEnginePage.wms.carrOkMsg,✅ {name} API connected,✅ {name} API connected,string,0
ruleEnginePage.wms.carrResume,Resume,Resume,string,0
ruleEnginePage.wms.carrSaveBtn,💾 Save,💾 Save,string,0
ruleEnginePage.wms.carrSaveKey,💾 Save,💾 Save,string,0
ruleEnginePage.wms.carrShowKey,Show,Show,string,0
ruleEnginePage.wms.carrTestBtn,🔌 Test,🔌 Test,string,0
ruleEnginePage.wms.carrTestLoading,🔄 Testing,🔄 Testing,string,0
ruleEnginePage.wms.carrTestOk,✅ Re-test,✅ Re-test,string,0
ruleEnginePage.wms.carrTrackUrlLabel,Tracking URL,Tracking URL,string,0
ruleEnginePage.wms.carrTypeLabel,Type *,Type *,string,0
ruleEnginePage.wms.combApproveBtn,✓ Approve,✓ Approve,string,0
ruleEnginePage.wms.combApproved,✓ Approved,✓ Approved,string,0
ruleEnginePage.wms.combCarrierLabel,Bundle Carrier,Bundle Carrier,string,0
ruleEnginePage.wms.combDone,✅ Complete,✅ Complete,string,0
ruleEnginePage.wms.combInfo,💡 Bundle multiple orders from the same buyer into one package.,💡 Bundle multiple orders from the same buyer into one package.,string,0
ruleEnginePage.wms.combListTitle,📋 Bundle Request List,📋 Bundle Request List,string,0
ruleEnginePage.wms.combOrderListLabel,Order Numbers,Order Numbers,string,0
ruleEnginePage.wms.combOrderRequired,Enter order numbers.,Enter order numbers.,string,0
ruleEnginePage.wms.combPending,⏳ Pending,⏳ Pending,string,0
ruleEnginePage.wms.combPrefix,Combined Shipment,Combined Shipment,string,0
ruleEnginePage.wms.combRegTitle,📦 Bundle Request,📦 Bundle Request,string,0
ruleEnginePage.wms.combReqAt,Request,Request,string,0
ruleEnginePage.wms.combReqBtn,+ Bundle Request,+ Bundle Request,string,0
ruleEnginePage.wms.combShipBtn,🚚 Ship Complete,🚚 Ship Complete,string,0
ruleEnginePage.wms.combTrackLabel,Invoice,Invoice,string,0
ruleEnginePage.wms.combTracking,🚚 Tracking,🚚 Tracking,string,0
ruleEnginePage.wms.csvExecuteBtn,Execute Bulk Registration,Execute Bulk Registration,string,0
ruleEnginePage.wms.csvImportBtn,CSV Bulk Import,CSV Bulk Import,string,0
ruleEnginePage.wms.csvImportDesc,Bulk register SKU/inventory via CSV file. Required columns:,Bulk register SKU/inventory via CSV file. Required columns:,string,0
ruleEnginePage.wms.csvImportDone,records imported!,records imported!,string,0
ruleEnginePage.wms.csvImportTitle,Csv Import Title,Csv Import Title,string,0
ruleEnginePage.wms.csvMoreRows,Csv More Rows,Csv More Rows,string,0
ruleEnginePage.wms.csvRowsDetected,records detected,records detected,string,0
ruleEnginePage.wms.exportCsvBtn,CSV 내보내기,CSV 내보내기,string,1
ruleEnginePage.wms.exportExcelBtn,Export Excel Btn,Export Excel Btn,string,0
ruleEnginePage.wms.guideStep10Desc,サマリータブで最適化結果をレビューします。カタログ同期で推薦価格をリアルタイムでチャネルに適用します。,サマリータブで最適化結果をレビューします。カタログ同期で推薦価格をリアルタイムでチャネルに適用します。,string,0
ruleEnginePage.wms.guideStep10Title,レビュー＆適用,レビュー＆適用,string,0
ruleEnginePage.wms.guideStep11Desc,国際配送用の税関インボイスをINCOTERMS、HSコード、多通貨対応で自動生成します。,国際配送用の税関インボイスをINCOTERMS、HSコード、多通貨対応で自動生成します。,string,0
ruleEnginePage.wms.guideStep11Title,コマーシャルインボイス,コマーシャルインボイス,string,0
ruleEnginePage.wms.guideStep12Desc,BOM（部品表）で商品バンドルを作成します。構成品の在庫を追跡し、バンドルセットを組立/出荷します。,BOM（部品表）で商品バンドルを作成します。構成品の在庫を追跡し、バンドルセットを組立/出荷します。,string,0
ruleEnginePage.wms.guideStep12Title,バンドル/キットBOM,バンドル/キットBOM,string,0
ruleEnginePage.wms.guideStep13Desc,連絡先、支払条件、リードタイム、評価でサプライヤーを登録・管理します。サプライヤー別発注履歴を追跡します。,連絡先、支払条件、リードタイム、評価でサプライヤーを登録・管理します。サプライヤー別発注履歴を追跡します。,string,0
ruleEnginePage.wms.guideStep14Desc,実地棚卸を実施します。帳簿在庫と実物を比較し、差異を特定して差異報告書を作成します。,実地棚卸を実施します。帳簿在庫と実物を比較し、差異を特定して差異報告書を作成します。,string,0
ruleEnginePage.wms.guideStep14Title,棚卸し,棚卸し,string,0
ruleEnginePage.wms.guideStep9Desc,プロモーション価格イベントを計画・予約します。,プロモーション価格イベントを計画・予約します。,string,0
ruleEnginePage.wms.guideStep9Title,プロモカレンダー,プロモカレンダー,string,0
ruleEnginePage.wms.guideTabAuditDesc,帳簿対実物比較と差異報告による実地棚卸。,帳簿対実物比較と差異報告による実地棚卸。,string,0
ruleEnginePage.wms.guideTabBdlDesc,BOMで商品キットを作成し、構成品在庫を追跡し、バンドル組立/出荷を管理します。,BOMで商品キットを作成し、構成品在庫を追跡し、バンドル組立/出荷を管理します。,string,0
ruleEnginePage.wms.guideTabCarrDesc,配送業者を登録し、API接続をテストし、国内外の配送パートナーを管理します。,配送業者を登録し、API接続をテストし、国内外の配送パートナーを管理します。,string,0
ruleEnginePage.wms.guideTabCombDesc,コスト最適化と追跡のため複数注文を単一配送に統合します。,コスト最適化と追跡のため複数注文を単一配送に統合します。,string,0
ruleEnginePage.wms.guideTabInOutDesc,タイプ分類、参照番号、リアルタイム監査証跡ロギングで全在庫移動を記録します。,タイプ分類、参照番号、リアルタイム監査証跡ロギングで全在庫移動を記録します。,string,0
ruleEnginePage.wms.guideTabInvDesc,不足在庫アラート、CSVインポート/エクスポート、バーコードスキャンで全倉庫の統合在庫を確認します。,不足在庫アラート、CSVインポート/エクスポート、バーコードスキャンで全倉庫の統合在庫を確認します。,string,0
