namespace_l2,locale,clone_cluster,key,value_sample
ruleEnginePage.supplyChain,id,,ruleEnginePage.supplyChain.tabPO,Manajemen PO
ruleEnginePage.supplyChain,id,,ruleEnginePage.supplyChain.tabLandedCost,Biaya Mendarat
ruleEnginePage.supplyChain,th,,ruleEnginePage.supplyChain.orderCount,จำนวนคำสั่งซื้อ
ruleEnginePage.supplyChain,th,,ruleEnginePage.supplyChain.register,ลงทะเบียน
ruleEnginePage.supplyChain,th,,ruleEnginePage.supplyChain.tabInventory,การมองเห็นสินค้าคงคลัง
ruleEnginePage.supplyChain,th,,ruleEnginePage.supplyChain.tabPO,จัดการคำสั่งซื้อ
ruleEnginePage.supplyChain,th,,ruleEnginePage.supplyChain.tabLandedCost,ต้นทุนถึงปลายทาง
operations.gNav,vi,,operations.gNav.home,Trang chủ
operations.gNav,vi,,operations.gNav.aiMarketing,Tự động hóa AI Marketing
operations.gNav,vi,,operations.gNav.adAnalytics,Phân tích quảng cáo
operations.gNav,vi,,operations.gNav.crm,CRM khách hàng
operations.gNav,vi,,operations.gNav.commerce,Thương mại·Thanh toán
pages._marketing_1,en,en-cluster,pages._marketing_1.runAI,Run A I
pages._marketing_1,en,en-cluster,pages._marketing_1.rerunAI,Rerun A I
pages._marketing_1,en,en-cluster,pages._marketing_1.active,Active
pages._marketing_1,en,en-cluster,pages._marketing_1.statusPending,Pending
pages._marketing_1,en,en-cluster,pages._marketing_1.statusApproved,Approved
pages._marketing_1,ja,,pages._marketing_1.runAI,🚀 AI分析実行
pages._marketing_1,ja,,pages._marketing_1.rerunAI,🔄 AI再分析実行
pages._marketing_1,ja,,pages._marketing_1.active,有効
pages._marketing_1,ja,,pages._marketing_1.statusPending,保留
pages._marketing_1,ja,,pages._marketing_1.statusApproved,承認済
pages._marketing_1,zh,,pages._marketing_1.runAI,🚀 运行AI分析
pages._marketing_1,zh,,pages._marketing_1.rerunAI,🔄 重新运行AI分析
pages._marketing_1,zh,,pages._marketing_1.active,已启用
pages._marketing_1,zh,,pages._marketing_1.statusPending,待审批
pages._marketing_1,zh,,pages._marketing_1.statusApproved,已批准
pages._marketing_1,zh-TW,,pages._marketing_1.runAI,Run A I
pages._marketing_1,zh-TW,,pages._marketing_1.rerunAI,Rerun A I
pages._marketing_1,zh-TW,,pages._marketing_1.active,已启用
pages._marketing_1,zh-TW,,pages._marketing_1.statusPending,待审批
pages._marketing_1,zh-TW,,pages._marketing_1.statusApproved,已批准
pages._marketing_1,es,en-cluster,pages._marketing_1.runAI,Run A I
pages._marketing_1,es,en-cluster,pages._marketing_1.rerunAI,Rerun A I
pages._marketing_1,es,en-cluster,pages._marketing_1.active,Active
pages._marketing_1,es,en-cluster,pages._marketing_1.statusPending,Pending
pages._marketing_1,es,en-cluster,pages._marketing_1.statusApproved,Approved
pages._marketing_1,fr,en-cluster,pages._marketing_1.runAI,Run A I
pages._marketing_1,fr,en-cluster,pages._marketing_1.rerunAI,Rerun A I
pages._marketing_1,fr,en-cluster,pages._marketing_1.active,Active
pages._marketing_1,fr,en-cluster,pages._marketing_1.statusPending,Pending
pages._marketing_1,fr,en-cluster,pages._marketing_1.statusApproved,Approved
pages._marketing_1,de,,pages._marketing_1.runAI,Run A I
pages._marketing_1,de,,pages._marketing_1.rerunAI,Rerun A I
pages._marketing_1,de,,pages._marketing_1.active,Active
pages._marketing_1,de,,pages._marketing_1.statusPending,Pending
pages._marketing_1,de,,pages._marketing_1.statusApproved,Approved
pages._marketing_1,pt,pt-cluster,pages._marketing_1.runAI,Run A I
pages._marketing_1,pt,pt-cluster,pages._marketing_1.rerunAI,Rerun A I
pages._marketing_1,pt,pt-cluster,pages._marketing_1.active,Active
pages._marketing_1,pt,pt-cluster,pages._marketing_1.statusPending,Pending
pages._marketing_1,pt,pt-cluster,pages._marketing_1.statusApproved,Approved
pages._marketing_1,ru,pt-cluster,pages._marketing_1.runAI,Run A I
pages._marketing_1,ru,pt-cluster,pages._marketing_1.rerunAI,Rerun A I
pages._marketing_1,ru,pt-cluster,pages._marketing_1.active,Active
pages._marketing_1,ru,pt-cluster,pages._marketing_1.statusPending,Pending
pages._marketing_1,ru,pt-cluster,pages._marketing_1.statusApproved,Approved
pages._marketing_1,ar,pt-cluster,pages._marketing_1.runAI,Run A I
pages._marketing_1,ar,pt-cluster,pages._marketing_1.rerunAI,Rerun A I
pages._marketing_1,ar,pt-cluster,pages._marketing_1.active,Active
pages._marketing_1,ar,pt-cluster,pages._marketing_1.statusPending,Pending
pages._marketing_1,ar,pt-cluster,pages._marketing_1.statusApproved,Approved
pages._marketing_1,hi,pt-cluster,pages._marketing_1.runAI,Run A I
pages._marketing_1,hi,pt-cluster,pages._marketing_1.rerunAI,Rerun A I
pages._marketing_1,hi,pt-cluster,pages._marketing_1.active,Active
pages._marketing_1,hi,pt-cluster,pages._marketing_1.statusPending,Pending
pages._marketing_1,hi,pt-cluster,pages._marketing_1.statusApproved,Approved
pages._marketing_1,id,,pages._marketing_1.runAI,Run A I
pages._marketing_1,id,,pages._marketing_1.rerunAI,Rerun A I
pages._marketing_1,id,,pages._marketing_1.active,有効
pages._marketing_1,id,,pages._marketing_1.statusPending,保留
pages._marketing_1,id,,pages._marketing_1.statusApproved,承認済
pages._marketing_1,th,,pages._marketing_1.runAI,Run A I
pages._marketing_1,th,,pages._marketing_1.rerunAI,Rerun A I
pages._marketing_1,th,,pages._marketing_1.active,● ใช้งาน
pages._marketing_1,th,,pages._marketing_1.statusPending,⏳ รอดำเนินการ
pages._marketing_1,th,,pages._marketing_1.statusApproved,✅ อนุมัติแล้ว
pages._marketing_1,vi,,pages._marketing_1.runAI,Run A I
pages._marketing_1,vi,,pages._marketing_1.rerunAI,Rerun A I
pages._marketing_1,vi,,pages._marketing_1.active,Active
pages._marketing_1,vi,,pages._marketing_1.statusPending,Pending
pages._marketing_1,vi,,pages._marketing_1.statusApproved,Approved
operations.gAiRec,vi,,operations.gAiRec.title,Email Marketing
operations.gAiRec,vi,,operations.gAiRec.subtitle,Precision Shapley (2^n) · Bayesian MMM · Markov Chain · Incremental Uplift (Dual ML) · Thompson Samp
operations.gAiRec,vi,,operations.gAiRec.salesInfo,📦 Product Sales Info
operations.gAiRec,vi,,operations.gAiRec.catalogAuto,Catalog Auto-fill
operations.gAiRec,vi,,operations.gAiRec.skuCount,Product/SKU Count
pages.marketing,en,en-cluster,pages.marketing.grossRevenue,Gross Revenue
pages.marketing,en,en-cluster,pages.marketing.adSpend,Ad Spend
pages.marketing,en,en-cluster,pages.marketing.netROAS,Net R O A S
pages.marketing,en,en-cluster,pages.marketing.totalOrders,Total Orders
pages.marketing,en,en-cluster,pages.marketing.changeRole,Change Role
pages.marketing,ja,,pages.marketing.grossRevenue,総売上
pages.marketing,ja,,pages.marketing.adSpend,広告費
pages.marketing,ja,,pages.marketing.netROAS,純ROAS
pages.marketing,ja,,pages.marketing.totalOrders,総注文数
pages.marketing,ja,,pages.marketing.changeRole,役割変更
pages.marketing,zh,,pages.marketing.grossRevenue,总收入
pages.marketing,zh,,pages.marketing.adSpend,Ad Spend
pages.marketing,zh,,pages.marketing.netROAS,Net R O A S
pages.marketing,zh,,pages.marketing.totalOrders,Total Orders
pages.marketing,zh,,pages.marketing.changeRole,更换角色
pages.marketing,zh-TW,,pages.marketing.grossRevenue,总收入
pages.marketing,zh-TW,,pages.marketing.adSpend,Ad Spend
pages.marketing,zh-TW,,pages.marketing.netROAS,Net R O A S
pages.marketing,zh-TW,,pages.marketing.totalOrders,Total Orders
pages.marketing,zh-TW,,pages.marketing.changeRole,更换角色
pages.marketing,es,en-cluster,pages.marketing.grossRevenue,Ingresos Totales
pages.marketing,es,en-cluster,pages.marketing.adSpend,Gasto Publicitario
pages.marketing,es,en-cluster,pages.marketing.netROAS,ROAS Neto
pages.marketing,es,en-cluster,pages.marketing.totalOrders,Pedidos Totales
pages.marketing,es,en-cluster,pages.marketing.changeRole,Change Role
pages.marketing,fr,en-cluster,pages.marketing.grossRevenue,Revenus Totaux
pages.marketing,fr,en-cluster,pages.marketing.adSpend,Dépenses Pub
pages.marketing,fr,en-cluster,pages.marketing.netROAS,ROAS Net
pages.marketing,fr,en-cluster,pages.marketing.totalOrders,Commandes Totales
pages.marketing,fr,en-cluster,pages.marketing.changeRole,Change Role
pages.marketing,de,,pages.marketing.grossRevenue,Gesamtumsatz
pages.marketing,de,,pages.marketing.adSpend,Werbeausgaben
pages.marketing,de,,pages.marketing.netROAS,Netto-ROAS
pages.marketing,de,,pages.marketing.totalOrders,Gesamtbestellungen
pages.marketing,de,,pages.marketing.changeRole,Change Role
pages.marketing,pt,pt-cluster,pages.marketing.grossRevenue,Gross Revenue
pages.marketing,pt,pt-cluster,pages.marketing.adSpend,Ad Spend
pages.marketing,pt,pt-cluster,pages.marketing.netROAS,Net R O A S
pages.marketing,pt,pt-cluster,pages.marketing.totalOrders,Total Orders
pages.marketing,pt,pt-cluster,pages.marketing.changeRole,Change Role
pages.marketing,ru,pt-cluster,pages.marketing.grossRevenue,Gross Revenue
pages.marketing,ru,pt-cluster,pages.marketing.adSpend,Ad Spend
pages.marketing,ru,pt-cluster,pages.marketing.netROAS,Net R O A S
pages.marketing,ru,pt-cluster,pages.marketing.totalOrders,Total Orders
pages.marketing,ru,pt-cluster,pages.marketing.changeRole,Change Role
pages.marketing,ar,pt-cluster,pages.marketing.grossRevenue,Gross Revenue
pages.marketing,ar,pt-cluster,pages.marketing.adSpend,Ad Spend
pages.marketing,ar,pt-cluster,pages.marketing.netROAS,Net R O A S
pages.marketing,ar,pt-cluster,pages.marketing.totalOrders,Total Orders
pages.marketing,ar,pt-cluster,pages.marketing.changeRole,Change Role
pages.marketing,hi,pt-cluster,pages.marketing.grossRevenue,Gross Revenue
pages.marketing,hi,pt-cluster,pages.marketing.adSpend,Ad Spend
pages.marketing,hi,pt-cluster,pages.marketing.netROAS,Net R O A S
pages.marketing,hi,pt-cluster,pages.marketing.totalOrders,Total Orders
pages.marketing,hi,pt-cluster,pages.marketing.changeRole,Change Role
pages.marketing,id,,pages.marketing.grossRevenue,Total Pendapatan
pages.marketing,id,,pages.marketing.adSpend,Belanja Iklan
pages.marketing,id,,pages.marketing.netROAS,ROAS Bersih
pages.marketing,id,,pages.marketing.totalOrders,Total Pesanan
pages.marketing,id,,pages.marketing.changeRole,役割変更
pages.marketing,th,,pages.marketing.grossRevenue,รายได้รวม
pages.marketing,th,,pages.marketing.adSpend,ค่าโฆษณา
pages.marketing,th,,pages.marketing.netROAS,ROAS สุทธิ
pages.marketing,th,,pages.marketing.totalOrders,คำสั่งซื้อทั้งหมด
pages.marketing,th,,pages.marketing.changeRole,Change Role
pages.marketing,vi,,pages.marketing.grossRevenue,Tổng doanh thu
pages.marketing,vi,,pages.marketing.adSpend,Chi phí quảng cáo
pages.marketing,vi,,pages.marketing.netROAS,ROAS ròng
pages.marketing,vi,,pages.marketing.totalOrders,Tổng đơn hàng
pages.marketing,vi,,pages.marketing.changeRole,Change Role
operations.gBudget,vi,,operations.gBudget.title,Email Marketing
operations.gBudget,vi,,operations.gBudget.subtitle,Precision Shapley (2^n) · Bayesian MMM · Markov Chain · Incremental Uplift (Dual ML) · Thompson Samp
operations.gBudget,vi,,operations.gBudget.revenue,Estimated Revenue
operations.gBudget,vi,,operations.gBudget.adSpeed,Ad Spend Burned
operations.gBudget,vi,,operations.gBudget.remain,Remaining Budget
operations.acctPerf,zh-TW,,operations.acctPerf.desc,Compare campaign performance of the exact same product and channel across different regional teams o
operations.acctPerf,zh-TW,,operations.acctPerf.integrated,Integrated Performance Overview
operations.acctPerf,zh-TW,,operations.acctPerf.breakdown,Performance Breakdown by Team / Account
operations.acctPerf,zh-TW,,operations.acctPerf.team,Team / Account
operations.acctPerf,zh-TW,,operations.acctPerf.aiInsightTitle,💡 AI Strategic Insights by Brand/Team
operations.acctPerf,id,,operations.acctPerf.desc,Compare campaign performance of the exact same product and channel across different regional teams o
operations.acctPerf,id,,operations.acctPerf.integrated,Integrated Performance Overview
operations.acctPerf,id,,operations.acctPerf.breakdown,Performance Breakdown by Team / Account
operations.acctPerf,id,,operations.acctPerf.team,Team / Account
operations.acctPerf,id,,operations.acctPerf.aiInsightTitle,💡 AI Strategic Insights by Brand/Team
operations.acctPerf,th,,operations.acctPerf.desc,Compare campaign performance of the exact same product and channel across different regional teams o
operations.acctPerf,th,,operations.acctPerf.integrated,Integrated Performance Overview
operations.acctPerf,th,,operations.acctPerf.breakdown,Performance Breakdown by Team / Account
operations.acctPerf,th,,operations.acctPerf.team,Team / Account
operations.acctPerf,th,,operations.acctPerf.aiInsightTitle,💡 AI Strategic Insights by Brand/Team
operations.acctPerf,vi,,operations.acctPerf.tabDashboard,Dashboard
operations.acctPerf,vi,,operations.acctPerf.tabDrilldown,Hierarki
operations.acctPerf,vi,,operations.acctPerf.objectiveAwareness,Kesadaran
operations.acctPerf,vi,,operations.acctPerf.objectiveConsideration,Pertimbangan
operations.acctPerf,vi,,operations.acctPerf.objectiveConversion,Konversi
ruleEnginePage.super,ja,,ruleEnginePage.super.autoFeeTitle,自動手数料率
ruleEnginePage.super,ja,,ruleEnginePage.super.colVatTax,VAT/税金(%)
ruleEnginePage.super,ja,,ruleEnginePage.super.colCommission,手数料(%)
ruleEnginePage.super,ja,,ruleEnginePage.super.statusPaid,決済完了
ruleEnginePage.super,ja,,ruleEnginePage.super.statusPreparing,準備中
pages.priceOpt,en,en-cluster,pages.priceOpt.items, items
pages.priceOpt,en,en-cluster,pages.priceOpt.register,Register
pages.priceOpt,en,en-cluster,pages.priceOpt.action,Action
pages.priceOpt,ja,,pages.priceOpt.items, 件
pages.priceOpt,ja,,pages.priceOpt.register,登録
pages.priceOpt,ja,,pages.priceOpt.action,実行動作
pages.priceOpt,zh,,pages.priceOpt.items, 件
pages.priceOpt,zh,,pages.priceOpt.register,注册
pages.priceOpt,zh,,pages.priceOpt.action,조치
pages.priceOpt,zh-TW,,pages.priceOpt.items, 件
pages.priceOpt,zh-TW,,pages.priceOpt.register,注册
pages.priceOpt,zh-TW,,pages.priceOpt.action,Action
pages.priceOpt,es,en-cluster,pages.priceOpt.items, items
pages.priceOpt,es,en-cluster,pages.priceOpt.register,Register
pages.priceOpt,es,en-cluster,pages.priceOpt.action,Action
pages.priceOpt,fr,en-cluster,pages.priceOpt.items, items
pages.priceOpt,fr,en-cluster,pages.priceOpt.register,Register
pages.priceOpt,fr,en-cluster,pages.priceOpt.action,Action
pages.priceOpt,de,,pages.priceOpt.items, items
pages.priceOpt,de,,pages.priceOpt.register,Register
pages.priceOpt,de,,pages.priceOpt.action,Action
pages.priceOpt,pt,pt-cluster,pages.priceOpt.items, items
pages.priceOpt,pt,pt-cluster,pages.priceOpt.register,Register
pages.priceOpt,pt,pt-cluster,pages.priceOpt.action,Action
pages.priceOpt,ru,pt-cluster,pages.priceOpt.items, items
pages.priceOpt,ru,pt-cluster,pages.priceOpt.register,Register
pages.priceOpt,ru,pt-cluster,pages.priceOpt.action,Action
pages.priceOpt,ar,pt-cluster,pages.priceOpt.items, items
pages.priceOpt,ar,pt-cluster,pages.priceOpt.register,Register
pages.priceOpt,ar,pt-cluster,pages.priceOpt.action,Action
pages.priceOpt,hi,pt-cluster,pages.priceOpt.items, items
pages.priceOpt,hi,pt-cluster,pages.priceOpt.register,Register
pages.priceOpt,hi,pt-cluster,pages.priceOpt.action,Action
pages.priceOpt,id,,pages.priceOpt.items, 件
pages.priceOpt,id,,pages.priceOpt.register,登録
pages.priceOpt,id,,pages.priceOpt.action,実行動作
pages.priceOpt,th,,pages.priceOpt.items, muc
pages.priceOpt,th,,pages.priceOpt.register,ลงทะเบียน
pages.priceOpt,th,,pages.priceOpt.action,Action
pages.priceOpt,vi,,pages.priceOpt.items, item
pages.priceOpt,vi,,pages.priceOpt.register,Daftar
pages.priceOpt,vi,,pages.priceOpt.action,Action
ruleEnginePage.gCat,id,,ruleEnginePage.gCat.beauty_label,Beauty_label
ruleEnginePage.gCat,id,,ruleEnginePage.gCat.beauty_route,"Skincare, Color, Domestic/Global Beauty"
ruleEnginePage.gCat,id,,ruleEnginePage.gCat.fashion_label,👗 Fashion & Apparel
ruleEnginePage.gCat,id,,ruleEnginePage.gCat.fashion_route,"Women, Men"
ruleEnginePage.gCat,id,,ruleEnginePage.gCat.general_label,🛍 Life & Living
ruleEnginePage.gCat,th,,ruleEnginePage.gCat.beauty_label,Beauty_label
ruleEnginePage.gCat,th,,ruleEnginePage.gCat.beauty_route,"Skincare, Color, Domestic/Global Beauty"
ruleEnginePage.gCat,th,,ruleEnginePage.gCat.fashion_label,👗 Fashion & Apparel
ruleEnginePage.gCat,th,,ruleEnginePage.gCat.fashion_route,"Women, Men"
ruleEnginePage.gCat,th,,ruleEnginePage.gCat.general_label,🛍 Life & Living
operations.accountPerf,vi,,operations.accountPerf.pageTitle,Performa Akun
operations.accountPerf,vi,,operations.accountPerf.pageSub,Ringkasan tim
operations.accountPerf,vi,,operations.accountPerf.teamDashboard,Anggaran Tim
operations.accountPerf,vi,,operations.accountPerf.tabDashboard,Dashboard
operations.accountPerf,vi,,operations.accountPerf.tabDrilldown,Hierarki
pages.mobile,en,en-cluster,pages.mobile.coupon.successBanner,🎉
pages.mobile,en,en-cluster,pages.mobile.helpPanel.staticHelp.connectors.tips,0
pages.mobile,en,en-cluster,pages.mobile.helpPanel.staticHelp.smsMarketing.tips,0
pages.mobile,ja,,pages.mobile.coupon.successBanner,🎉
pages.mobile,ja,,pages.mobile.helpPanel.staticHelp.connectors.tips,0
pages.mobile,ja,,pages.mobile.helpPanel.staticHelp.smsMarketing.tips,0
pages.mobile,zh,,pages.mobile.coupon.successBanner,🎉
pages.mobile,zh,,pages.mobile.helpPanel.staticHelp.connectors.tips,0
pages.mobile,zh,,pages.mobile.helpPanel.staticHelp.smsMarketing.tips,0
pages.mobile,zh-TW,,pages.mobile.coupon.successBanner,🎉
pages.mobile,zh-TW,,pages.mobile.helpPanel.staticHelp.connectors.tips,0
pages.mobile,zh-TW,,pages.mobile.helpPanel.staticHelp.smsMarketing.tips,0
pages.mobile,es,en-cluster,pages.mobile.coupon.successBanner,🎉
pages.mobile,es,en-cluster,pages.mobile.helpPanel.staticHelp.connectors.tips,0
pages.mobile,es,en-cluster,pages.mobile.helpPanel.staticHelp.smsMarketing.tips,0
pages.mobile,fr,en-cluster,pages.mobile.coupon.successBanner,🎉
pages.mobile,fr,en-cluster,pages.mobile.helpPanel.staticHelp.connectors.tips,0
pages.mobile,fr,en-cluster,pages.mobile.helpPanel.staticHelp.smsMarketing.tips,0
pages.mobile,de,,pages.mobile.coupon.successBanner,🎉
pages.mobile,de,,pages.mobile.helpPanel.staticHelp.connectors.tips,0
pages.mobile,de,,pages.mobile.helpPanel.staticHelp.smsMarketing.tips,0
pages.mobile,pt,pt-cluster,pages.mobile.coupon.successBanner,🎉
pages.mobile,ru,pt-cluster,pages.mobile.coupon.successBanner,🎉
pages.mobile,ar,pt-cluster,pages.mobile.coupon.successBanner,🎉
pages.mobile,hi,pt-cluster,pages.mobile.coupon.successBanner,🎉
pages.mobile,id,,pages.mobile.coupon.successBanner,🎉
pages.mobile,id,,pages.mobile.helpPanel.staticHelp.connectors.tips,0
pages.mobile,id,,pages.mobile.helpPanel.staticHelp.smsMarketing.tips,0
pages.mobile,th,,pages.mobile.coupon.successBanner,🎉
pages.mobile,th,,pages.mobile.helpPanel.staticHelp.connectors.tips,0
pages.mobile,th,,pages.mobile.helpPanel.staticHelp.smsMarketing.tips,0
pages.mobile,vi,,pages.mobile.coupon.successBanner,🎉
pages.mobile,vi,,pages.mobile.helpPanel.staticHelp.connectors.tips,0
pages.mobile,vi,,pages.mobile.helpPanel.staticHelp.smsMarketing.tips,0
help.faq,zh-TW,,help.faq.q1,如何切換語言？
help.faq,zh-TW,,help.faq.a1,點擊畫面右上角的語言選擇按鈕，然後選擇所需語言。
help.faq,zh-TW,,help.faq.q2,Attribution資料的準確度如何？
help.faq,zh-TW,,help.faq.a2,Genie ROI結合Shapley Value和MMM以達到最高準確度。A-Score顯示信心水準。
help.faq,zh-TW,,help.faq.q3,如何新增最愛？
help.faq,id,,help.faq.q1,Bagaimana cara mengubah bahasa?
help.faq,id,,help.faq.a1,"Klik tombol pilih bahasa di pojok kanan atas layar, lalu pilih bahasa yang diinginkan."
help.faq,id,,help.faq.q2,Seberapa akurat data Attribution?
help.faq,id,,help.faq.a2,Genie ROI menggunakan Shapley Value dan MMM secara bersamaan untuk akurasi tertinggi. A-Score menunj
help.faq,id,,help.faq.q3,Bagaimana cara menambahkan favorit?
help.faq,th,,help.faq.q1,ฉันจะเปลี่ยนภาษาได้อย่างไร?
help.faq,th,,help.faq.a1,คลิกที่ปุ่มเลือกภาษาที่มุมบนขวาของหน้าจอ แล้วเลือกภาษาที่ต้องการ
help.faq,th,,help.faq.q2,ข้อมูล Attribution มีความแม่นยำเพียงใด?
help.faq,th,,help.faq.a2,Genie ROI ใช้ Shapley Value และ MMM ร่วมกันเพื่อให้ความแม่นยำสูงสุด A-Score แสดงระดับความเชื่อมั่น
help.faq,th,,help.faq.q3,ฉันจะเพิ่มรายการโปรดได้อย่างไร?
help.faq,vi,,help.faq.q1,Làm thế nào để thay đổi ngôn ngữ?
help.faq,vi,,help.faq.a1,"Nhấn vào nút chọn ngôn ngữ ở góc trên bên phải màn hình, sau đó chọn ngôn ngữ mong muốn."
help.faq,vi,,help.faq.q2,Dữ liệu Attribution có chính xác không?
help.faq,vi,,help.faq.a2,Genie ROI sử dụng Shapley Value và MMM kết hợp để đạt độ chính xác cao nhất. A-Score hiển thị mức độ
help.faq,vi,,help.faq.q3,Làm thế nào để thêm vào yêu thích?
admin.menuCategories,zh-TW,,admin.menuCategories.marketing,行銷·廣告
admin.menuCategories,zh-TW,,admin.menuCategories.commerce,Commerce & Logistics
admin.menuCategories,zh-TW,,admin.menuCategories.analytics,Insights & Reports
admin.menuCategories,zh-TW,,admin.menuCategories.finance,Finance & Settlements
admin.menuCategories,zh-TW,,admin.menuCategories.automation,Automation System
admin.menuCategories,id,,admin.menuCategories.marketing,Marketing · Iklan
admin.menuCategories,id,,admin.menuCategories.commerce,Commerce & Logistics
admin.menuCategories,id,,admin.menuCategories.analytics,Insights & Reports
admin.menuCategories,id,,admin.menuCategories.finance,Finance & Settlements
admin.menuCategories,id,,admin.menuCategories.automation,Automation System
admin.menuCategories,th,,admin.menuCategories.marketing,การตลาด · โฆษณา
admin.menuCategories,th,,admin.menuCategories.commerce,Commerce & Logistics
admin.menuCategories,th,,admin.menuCategories.analytics,Insights & Reports
admin.menuCategories,th,,admin.menuCategories.finance,Finance & Settlements
admin.menuCategories,th,,admin.menuCategories.automation,Automation System
admin.menuCategories,vi,,admin.menuCategories.marketing,Marketing · Quảng cáo
admin.menuCategories,vi,,admin.menuCategories.commerce,Commerce & Logistics
admin.menuCategories,vi,,admin.menuCategories.analytics,Insights & Reports
admin.menuCategories,vi,,admin.menuCategories.finance,Finance & Settlements
admin.menuCategories,vi,,admin.menuCategories.automation,Automation System
pages.commerce,en,en-cluster,pages.commerce.returnRate,return rate
pages.commerce,en,en-cluster,pages.commerce.items, items
pages.commerce,ja,,pages.commerce.returnRate,返品率
pages.commerce,ja,,pages.commerce.items, 件
pages.commerce,zh,,pages.commerce.returnRate,退货率
pages.commerce,zh,,pages.commerce.items, 件
pages.commerce,zh-TW,,pages.commerce.returnRate,退货率
pages.commerce,zh-TW,,pages.commerce.items, 件
pages.commerce,es,en-cluster,pages.commerce.returnRate,return rate
pages.commerce,es,en-cluster,pages.commerce.items, items
pages.commerce,fr,en-cluster,pages.commerce.returnRate,return rate
pages.commerce,fr,en-cluster,pages.commerce.items, items
pages.commerce,de,,pages.commerce.returnRate,return rate
pages.commerce,de,,pages.commerce.items, items
pages.commerce,pt,pt-cluster,pages.commerce.returnRate,return rate
pages.commerce,pt,pt-cluster,pages.commerce.items, items
pages.commerce,ru,pt-cluster,pages.commerce.returnRate,return rate
pages.commerce,ru,pt-cluster,pages.commerce.items, items
pages.commerce,ar,pt-cluster,pages.commerce.returnRate,return rate
pages.commerce,ar,pt-cluster,pages.commerce.items, items
pages.commerce,hi,pt-cluster,pages.commerce.returnRate,return rate
pages.commerce,hi,pt-cluster,pages.commerce.items, items
pages.commerce,id,,pages.commerce.returnRate,返品率
pages.commerce,id,,pages.commerce.items, 件
pages.commerce,th,,pages.commerce.returnRate,ty le tra
pages.commerce,th,,pages.commerce.items, muc
pages.commerce,vi,,pages.commerce.returnRate,tingkat retur
pages.commerce,vi,,pages.commerce.items, item
ruleEnginePage.dash,ja,,ruleEnginePage.dash.PriceOpt,価格最適化
ruleEnginePage.dash,ja,,ruleEnginePage.dash.Reconcile,精算
ruleEnginePage.dash,ja,,ruleEnginePage.dash.ageDist,年齢分布
ruleEnginePage.dash,ja,,ruleEnginePage.dash.vsYesterday,前日比
ruleEnginePage.dash,ja,,ruleEnginePage.dash.changeRole,役割変更
ruleEnginePage.dash,zh,,ruleEnginePage.dash.vsYesterday,较昨日
ruleEnginePage.dash,zh,,ruleEnginePage.dash.PriceOpt,价格优化
ruleEnginePage.dash,zh,,ruleEnginePage.dash.Reconcile,对账
ruleEnginePage.dash,zh,,ruleEnginePage.dash.ageDist,年龄分布
ruleEnginePage.dash,zh,,ruleEnginePage.dash.changeRole,更换角色
ruleEnginePage.dash,zh-TW,,ruleEnginePage.dash.vsYesterday,較昨日
ruleEnginePage.dash,zh-TW,,ruleEnginePage.dash.PriceOpt,價格優化
ruleEnginePage.dash,zh-TW,,ruleEnginePage.dash.Reconcile,結算
ruleEnginePage.dash,zh-TW,,ruleEnginePage.dash.ageDist,年齡分佈
ruleEnginePage.dash,zh-TW,,ruleEnginePage.dash.changeRole,更换角色
ruleEnginePage.dash,id,,ruleEnginePage.dash.vsYesterday,vs kemarin
ruleEnginePage.dash,id,,ruleEnginePage.dash.PriceOpt,Optimasi Harga
ruleEnginePage.dash,id,,ruleEnginePage.dash.Reconcile,Rekonsiliasi
ruleEnginePage.dash,id,,ruleEnginePage.dash.ageDist,Distribusi Usia
ruleEnginePage.dash,id,,ruleEnginePage.dash.changeRole,役割変更
ruleEnginePage.dash,th,,ruleEnginePage.dash.vsYesterday,เทียบเมื่อวาน
ruleEnginePage.dash,th,,ruleEnginePage.dash.PriceOpt,ปรับราคา
ruleEnginePage.dash,th,,ruleEnginePage.dash.Reconcile,ชำระเงิน
ruleEnginePage.dash,th,,ruleEnginePage.dash.ageDist,การกระจายอายุ
ruleEnginePage.dash,th,,ruleEnginePage.dash.changeRole,Change Role
help.tabs,zh-TW,,help.tabs.menu,📋 功能說明
help.tabs,zh-TW,,help.tabs.faq,❓ 常見問題
help.tabs,zh-TW,,help.tabs.api,🔌 API指南
help.tabs,zh-TW,,help.tabs.roles,👥 角色與權限
help.tabs,zh-TW,,help.tabs.release,📣 版本說明
help.tabs,id,,help.tabs.menu,📋 Panduan Menu
help.tabs,id,,help.tabs.faq,❓ FAQ
help.tabs,id,,help.tabs.api,🔌 API Guide
help.tabs,id,,help.tabs.roles,👥 Peran & Izin
help.tabs,id,,help.tabs.release,📣 Release Notes
help.tabs,th,,help.tabs.menu,📋 คู่มือเมนู
help.tabs,th,,help.tabs.faq,❓ คำถามที่พบบ่อย
help.tabs,th,,help.tabs.api,🔌 API Guide
help.tabs,th,,help.tabs.roles,👥 บทบาทและสิทธิ์
help.tabs,th,,help.tabs.release,📣 Release Notes
help.tabs,vi,,help.tabs.menu,📋 Hướng dẫn Menu
help.tabs,vi,,help.tabs.faq,❓ Câu hỏi thường gặp
help.tabs,vi,,help.tabs.api,🔌 API Guide
help.tabs,vi,,help.tabs.roles,👥 Vai trò & Quyền
